sample_name Run
SPY180997_08 2
SPY180997_09 2
SPY180997_10 2
SPY180997_11 2
SPY180997_12 2
SPY180998_01 2
SPY180998_02 2
SPY180998_03 2
SPY180998_04 2
SPY180998_05 2
SPY180998_06 2
SPY180998_07 2
SPY180998_08 2
SPY180998_09 2
SPY180998_10 2
SPY180998_11 2
SPY180998_12 2
SPY180999_01 2
SPY180999_02 2
SPY180999_03 2
SPY180999_04 2
SPY180999_05 2
SPY180999_06 2
SPY180999_07 2
SPY180999_08 2
SPY180999_09 2
SPY180999_10 2
SPY180999_11 2
SPY180999_12 2
CPCR_01 2
CPCR_02 2
CPCR_03 2
CPCR_04 2
CPCR_05 2
CPCR_06 2
CPCR_07 2
CPCR_08 2
CPCR_09 2
CPCR_10 2
CPCR_11 2
CPCR_12 2
SPY181000_01 3
SPY181000_02 3
SPY181000_03 3
SPY181000_04 3
SPY181000_05 3
SPY181000_06 3
SPY181000_07 3
SPY181000_08 3
SPY181000_09 3
SPY181000_10 3
SPY181000_11 3
SPY181000_12 3
SPY181001_01 3
SPY181001_02 3
SPY181001_03 3
SPY181001_04 3
SPY181001_05 3
SPY181001_06 3
SPY181001_07 3
SPY181001_08 3
SPY181001_09 3
SPY181001_10 3
SPY181001_11 3
SPY181001_12 3
SPY181002_01 3
SPY181002_02 3
SPY181002_03 3
SPY181002_04 3
SPY181002_05 3
SPY181002_06 3
SPY181002_07 3
SPY181002_08 3
SPY181002_09 3
SPY181002_10 3
SPY181002_11 3
SPY181002_12 3
SPY181003_01 3
SPY181003_02 3
SPY181003_03 3
SPY181003_04 3
SPY181003_05 3
SPY181003_06 3
SPY181003_07 3
SPY181003_08 3
SPY181003_09 3
SPY181003_10 3
SPY181003_11 3
SPY181003_12 3
SPY181004_01 3
SPY181004_02 3
SPY181004_03 3
SPY181004_04 3
SPY181004_05 3
SPY181004_06 3
SPY181004_07 3
SPY181004_08 3
SPY181004_09 3
SPY181004_10 3
SPY181004_11 3
SPY181004_12 3
SPY181005_01 3
SPY181005_02 3
SPY181005_03 3
SPY181005_04 3
SPY181005_05 3
SPY181005_06 3
SPY181005_07 3
SPY181005_08 3
SPY181005_09 3
SPY181005_10 3
SPY181005_11 3
SPY181005_12 3
SPY181006_01 3
SPY181006_02 3
SPY181006_03 3
SPY181006_04 3
SPY181006_05 3
SPY181006_06 3
SPY181006_07 3
SPY181006_08 3
SPY181006_09 3
SPY181006_10 3
SPY181006_11 3
SPY181006_12 3
SPY181007_01 3
SPY181007_02 3
SPY181007_03 3
SPY181007_04 3
SPY181007_05 3
SPY181007_06 3
SPY181007_07 3
SPY181007_08 3
SPY181007_09 3
SPY181007_10 3
SPY181007_11 3
SPY181007_12 3
SPY181008_01 3
SPY181008_02 3
SPY181008_03 3
SPY181008_04 3
SPY181008_05 3
SPY181008_06 3
SPY181008_07 3
SPY181008_08 3
SPY181008_09 3
SPY181008_10 3
SPY181008_11 3
SPY181008_12 3
SPY181009_01 3
SPY181009_02 3
SPY181009_03 3
SPY181009_04 3
SPY181009_05 3
SPY181009_06 3
SPY181009_07 3
SPY181009_08 3
SPY181009_09 3
SPY181009_10 3
SPY181009_11 3
SPY181009_12 3
SPY181010_01 3
SPY181010_02 3
SPY181010_03 3
SPY181010_04 3
SPY181010_05 3
SPY181010_06 3
SPY181010_07 3
SPY181010_08 3
SPY181010_09 3
SPY181010_10 3
SPY181010_11 3
SPY181010_12 3
SPY181011_01 3
SPY181011_02 3
SPY181011_03 3
SPY181011_04 3
SPY181011_05 3
SPY181011_06 3
SPY181011_07 3
SPY181011_08 3
SPY181011_09 3
SPY181011_10 3
SPY181011_11 3
SPY181011_12 3
CMET-0404_01 3
CMET-0404_02 3
CMET-0404_03 3
CMET-0404_04 3
