"","family","n_motus","n_motus_total","prop","site"
"2212","Istiophoridae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"2510","Leiognathidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"2810","Malacanthidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"298","Megalopidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"358","Ophichthidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"368","Orectolobidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"377","Osphronemidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"387","Paralepididae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"429","Pristigasteridae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"437","Pseudochromidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"447","Salmonidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"5111","Triakidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
"527","Zanclidae",1,202,0.00495049504950495,"pulau_aiduma_ext"
