"code_spygen","code_explo","rep","date","station","site_name","province","country","project","sample_type","sample_method","time_start","time_end","duration_min","volume","depth","temperature","turbidity","habitat","habitat_type","gps_start","latitude_start","longitude_start","gps_b","lat_gps_b","long_gps_b","gps_c","lat_gps_c","long_gps_c","gps_d","lat_gps_d","long_gps_d","gps_half_turn","latitude_turn","longitude_turn","gps_end","latitude_end","longitude_end","filter","data_manager","gps_owner","comment","site35","site30","site25","site20","site10","site5","longitude_start_clean","latitude_start_clean","dist_to_coast..m.","dist_to_CT"
"SPY190566","GMED014",1,"02/07/2019","beach_rock_cassis_3","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin","15:34","15:44","00:10",10,"40",NA,NA,"marine",NA,"178","43.16900","5.54909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","JB Juhel",NA,"site42","site42","site45","site47","site60","site79",5.54909,43.169,5373261,"-13103.47"
"SPY190594","GMED015",1,"02/07/2019","beach_rock_cassis_4","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin","16:00","16:10","00:10",10,"60",NA,NA,"marine",NA,"179","43.16862","5.54848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","JB Juhel",NA,"site42","site42","site45","site47","site60","site79",5.54848,43.16862,5373196,"-13103.54"
"SPY192281","GMED016",1,"03/07/2019","beach_rock_cassis_5","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","14:18","14:48","00:30",30,"0",NA,NA,"marine",NA,"183","43.16790","5.54591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"184","43.16710","5.54800",0.2,"JB Juhel","JB Juhel","nombreux bateaux","site42","site42","site45","site47","site60","site79",5.54591,43.1679,5373054,"-13103.76"
"SPY192286","GMED016",2,"03/07/2019","beach_rock_cassis_5","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","14:18","14:48","00:30",30,"0",NA,NA,"marine",NA,"183","43.16790","5.54591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"184","43.16710","5.54800",0.2,"JB Juhel","JB Juhel","nombreux bateaux","site42","site42","site45","site47","site60","site79",5.54591,43.1679,5373054,"-13103.76"
"SPY192315","GMED016",3,"03/07/2019","beach_rock_cassis_5","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","15:13","15:43","00:30",30,"0",NA,NA,"marine",NA,"186","43.16812","5.54567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","43.16689","5.54771",0.2,"JB Juhel","JB Juhel","nombreux bateaux","site42","site42","site45","site47","site60","site79",5.54567,43.16812,5373084,"-13103.76"
"SPY192322","GMED017",1,"03/07/2019","beach_rock_cassis_6","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","17:00","17:30","00:30",30,"65",NA,NA,"marine",NA,NA,"43.168030","5.545709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","JB Juhel",NA,"site42","site42","site45","site47","site60","site79",5.545709,43.16803,5373071,"-13103.77"
"SPY192313","GMED017",2,"03/07/2019","beach_rock_cassis_6","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","17:30","18:00","00:30",30,"65",NA,NA,"marine",NA,NA,"43.168030","5.545709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","JB Juhel",NA,"site42","site42","site45","site47","site60","site79",5.545709,43.16803,5373071,"-13103.77"
"SPY192304","GMED017",3,"03/07/2019","beach_rock_cassis_6","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","18:00","18:30","00:30",30,"65",NA,NA,"marine",NA,NA,"43.168030","5.545709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","JB Juhel",NA,"site42","site42","site45","site47","site60","site79",5.545709,43.16803,5373071,"-13103.77"
"SPY181884","GMED001",1,"20/03/2019","cap_de_nice_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour",NA,NA,"00:30",30,"0",NA,NA,"marine",NA,NA,"43.687017","7.308539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site76",7.308539,43.687017,5477789,"-12950.37"
"SPY180765","GMED001",2,"20/03/2019","cap_de_nice_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour",NA,NA,"00:30",30,"0",NA,NA,"marine",NA,NA,"43.687017","7.308539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site76",7.308539,43.687017,5477789,"-12950.37"
"SPY181894","GMED001",3,"20/03/2019","cap_de_nice_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour",NA,NA,"00:30",30,"0",NA,NA,"marine",NA,NA,"43.686972","7.30875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site76",7.30875,43.686972,5477786,"-12950.36"
"SPY181910","GMED001",4,"20/03/2019","cap_de_nice_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour",NA,NA,"00:30",30,"0",NA,NA,"marine",NA,NA,"43.686972","7.30875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site76",7.30875,43.686972,5477786,"-12950.36"
"SPY180767","GMED003",1,"21/03/2019","cap_de_nice_2","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin",NA,NA,"00:10",10,"150",NA,NA,"marine",NA,NA,"43.68388","7.29903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site76",7.29903,43.68388,5477154,"-12951.21"
"SPY180763","GMED004",1,"21/03/2019","cap_de_nice_3","cote_d_azur","Mediterranean_Sea","France","gombessa","point","bag_underwater",NA,NA,"00:10",10,"100",NA,NA,"marine",NA,NA," 43.666033","  7.252058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site80",7.252058,43.666033,5473664,"-12955.49"
"SPY181904","GMED005",1,"21/03/2019","cap_de_nice_4","cote_d_azur","Mediterranean_Sea","France","gombessa","point","bag_underwater",NA,NA,"00:10",10,"50",NA,NA,"marine",NA,NA," 43.666033","  7.252058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site80",7.252058,43.666033,5473664,"-12955.49"
"SPY181502","GMED006",1,"21/03/2019","cap_de_nice_5","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin",NA,NA,"00:10",10,"200",NA,NA,"marine",NA,NA," 43.682750","  7.299033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site76",7.299033,43.68275,5476982,"-12951.27"
"SPY180764","GMED007",1,"21/03/2019","cap_de_nice_6","cote_d_azur","Mediterranean_Sea","France","gombessa","point","boat",NA,NA,"00:10",10,"0",NA,NA,"marine",NA,NA,"43.684542","7.299424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","JB Juhel",NA,"site40","site40","site43","site44","site57","site76",7.299424,43.684542,5477262,"-12951.15"
"SPY190607","GMED019",1,"08/07/2019","cap_lardier_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","08:45","09:15","00:30",30,"0",NA,NA,"marine",NA,"163","43.15886","6.62046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164","43.15979","6.62296",0.2,"Emilie Boulanger","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.62046,43.15886,5386738,"-13026.36"
"SPY192291","GMED019",2,"08/07/2019","cap_lardier_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","08:45","09:15","00:30",30,"0",NA,NA,"marine",NA,"163","43.15886","6.62046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164","43.15979","6.62296",0.2,"Emilie Boulanger","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.62046,43.15886,5386738,"-13026.36"
"SPY190558","GMED019",3,"08/07/2019","cap_lardier_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","09:37","10:07","00:30",30,"0",NA,NA,"marine",NA,"165","43.15891","6.62050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164","43.15979","6.62296",0.2,"Emilie Boulanger","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.6205,43.15891,5386746,"-13026.35"
"SPY192296","GMED020",1,"08/07/2019","cap_lardier_2","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin","14:09","14:11","00:10",10,"0",NA,NA,"marine",NA,"166","43.15280","6.61624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.61624,43.1528,5385758,"-13026.96"
"SPY190602","GMED021",2,"08/07/2019","cap_lardier_2","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin","14:21","14:27","00:10",10,"50",NA,NA,"marine",NA,"167","43.15268","6.61693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.61693,43.15268,5385750,"-13026.92"
"SPY190601","GMED022",3,"08/07/2019","cap_lardier_2","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin","14:40","14:49","00:10",10,"100",NA,NA,"marine",NA,"168","43.15025","6.61680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.6168,43.15025,5385381,"-13027.05"
"SPY190551","GMED023",4,"08/07/2019","cap_lardier_2","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin","15:01","15:12","00:10",10,"150",NA,NA,"marine",NA,"169","43.14991","6.61595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.61595,43.14991,5385317,"-13027.13"
"SPY190598","GMED024",5,"08/07/2019","cap_lardier_2","cote_d_azur","Mediterranean_Sea","France","gombessa","point","niskin","16:28","16:39","00:10",10,"200",NA,NA,"marine",NA,"172","43.14817","6.62024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Emilie Boulanger","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.62024,43.14817,5385119,"-13026.9"
"SPY192319","GMED025",1,"08/07/2019","cap_lardier_3","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","13:30","14:00","00:30",30,"70",NA,NA,"marine",NA,NA,"43.150888","6.617996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.617996,43.150888,5385495,"-13026.93"
"SPY190596","GMED025",2,"08/07/2019","cap_lardier_3","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","14:00","14:30","00:30",30,"70",NA,NA,"marine",NA,NA,"43.150888","6.617996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.617996,43.150888,5385495,"-13026.93"
"SPY192288","GMED025",3,"08/07/2019","cap_lardier_3","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","14:30","15:00","00:30",30,"70",NA,NA,"marine",NA,NA,"43.150888","6.617996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.617996,43.150888,5385495,"-13026.93"
"SPY192288","GMED025",3,"08/07/2019","cap_lardier_3","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","14:30","15:00","00:30",30,"70",NA,NA,"marine",NA,NA,"43.150888","6.617996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","Megafauna",NA,"site41","site41","site44","site45","site61","site81",6.617996,43.150888,5385495,"-12951.08"
"SPY192287","GMED027",1,"19/07/2019","cap_negre_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","08:51","09:21","00:30",30,"0",NA,NA,"marine",NA,"186","43.14227","6.43833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","43.14342","6.44719",0.2,"Nacim Guellati","Megafauna","pompe n°8 reglée sur 24.3 car à 8.0 le débit était bcp trop faible","site41","site41","site44","site48","site62","site82",6.43833,43.14227,5381493,"-13040.43"
"SPY192282","GMED027",2,"19/07/2019","cap_negre_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","08:51","09:21","00:30",30,"0",NA,NA,"marine",NA,"186","43.14227","6.43833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","43.14342","6.44719",0.2,"Nacim Guellati","Megafauna",NA,"site41","site41","site44","site48","site62","site82",6.43833,43.14227,5381493,"-13040.43"
"SPY192294","GMED027",3,"19/07/2019","cap_negre_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller_retour","09:45","10:15","00:30",30,"0",NA,NA,"marine",NA,"186","43.14227","6.43833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","43.14342","6.44719",0.2,"Nacim Guellati","Megafauna",NA,"site41","site41","site44","site48","site62","site82",6.43833,43.14227,5381493,"-13040.43"
"SPY192295","GMED028",1,"19/07/2019","cap_negre_2","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","10:00","10:30","00:30",30,"130",NA,NA,"marine",NA,NA,"43.134424","6.428435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel",NA,NA,"site41","site41","site44","site48","site62","site82",6.428435,43.134424,5380161,"-13041.54"
"SPY192283","GMED028",2,"19/07/2019","cap_negre_2","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","10:30","11:00","00:30",30,"130",NA,NA,"marine",NA,NA,"43.134424","6.428435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel",NA,NA,"site41","site41","site44","site48","site62","site82",6.428435,43.134424,5380161,"-13041.54"
"SPY192311","GMED028",3,"19/07/2019","cap_negre_2","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","11:00","11:30","00:30",30,"130",NA,NA,"marine",NA,NA,"43.134424","6.428435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel",NA,NA,"site41","site41","site44","site48","site62","site82",6.428435,43.134424,5380161,"-13041.54"
"SPY192284","GMED010",1,"01/07/2019","goude","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","12:54","13:24","00:30",30,"0",NA,NA,"marine",NA,"150","43.23291","5.35105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"151","43.21711","5.345712",0.2,"Emilie Boulanger","Megafauna",NA,"site42","site42","site45","site46","site63","site83",5.35105,43.23291,5380472,"-13114.45"
"SPY192320","GMED010",2,"01/07/2019","goude","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","13:37","14:06","00:30",30,"0",NA,NA,"marine",NA,"152","43.21750","5.34561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"153","43.232714","5.351148",0.2,"Emilie Boulanger","Megafauna",NA,"site42","site42","site45","site46","site63","site83",5.34561,43.2175,5378065,"-13115.64"
"SPY192308","GMED010",3,"01/07/2019","goude","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","14:20","14:50","00:30",30,"0",NA,NA,"marine",NA,"154","43.23230","5.349935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155","43.217484","5.345571",0.2,"Emilie Boulanger","Megafauna",NA,"site42","site42","site45","site46","site63","site83",5.349935,43.2323,5380365,"-13114.57"
"SPY192285","GMED010",4,"01/07/2019","goude","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","15:02","15:32","00:30",30,"0",NA,NA,"marine",NA,"156","43.21732","5.34549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"157","43.23274","5.351033",0.2,"Emilie Boulanger","Megafauna",NA,"site42","site42","site45","site46","site63","site83",5.34549,43.21732,5378036,"-13115.66"
"SPY192314","GMED008",1,"01/07/2019","imperiaux_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","12:06",NA,"00:30",30,"65-10",NA,NA,"marine",NA,"174","43.17606","5.40356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","JB Juhel","Test prototype pompe de fond. transecg sur remontée tombatn","site42","site42","site45","site46","site59","site78",5.40356,43.17606,5372494,"-13113.6"
"SPY192309","GMED008",2,"01/07/2019","imperiaux_1","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","17:06",NA,"00:30",30,"65-10",NA,NA,"marine",NA,"175","43.17588","5.40324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","JB Juhel","Test prototype pompe de fond. transecg sur remontée tombatn","site42","site42","site45","site46","site59","site78",5.40324,43.17588,5372463,"-13113.64"
"SPY192289","GMED011",1,"01/07/2019","imperiaux_2","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","17:10","17:41","00:30",30,"0",NA,NA,"marine",NA,"158","43.17492","5.39804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"159","43.179577","5.371579",0.2,"Emilie Boulanger","Megafauna",NA,"site42","site42","site45","site46","site59","site78",5.39804,43.17492,5372252,"-13114.06"
"SPY192280","GMED011",2,"01/07/2019","imperiaux_2","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","17:10","17:41","00:30",30,"0",NA,NA,"marine",NA,"158","43.17492","5.39804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"159","43.179577","5.371579",0.2,"Emilie Boulanger","Megafauna",NA,"site42","site42","site45","site46","site59","site78",5.39804,43.17492,5372252,"-13114.06"
"SPY192312","GMED011",3,"01/07/2019","imperiaux_2","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","18:08","18:38","00:30",30,"0",NA,NA,"marine",NA,"160","43.18036","5.37254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161","43.176749","5.394",0.2,"Emilie Boulanger","Megafauna",NA,"site42","site42","site45","site46","site59","site78",5.37254,43.18036,5372761,"-13115.62"
"SPY192305","GMED011",4,"01/07/2019","imperiaux_2","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","18:08","18:38","00:30",30,"0",NA,NA,"marine",NA,"160","43.18036","5.37254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161","43.176749","5.394",0.2,"Emilie Boulanger","Megafauna",NA,"site42","site42","site45","site46","site59","site78",5.37254,43.18036,5372761,"-13115.62"
"SPY192279","GMED009",1,"01/07/2019","marseille","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","08:48","09:18","00:30",30,"0",NA,NA,"marine",NA,"140","43.26900","5.36633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"141","43.280787","5.346578",0.2,"Emilie Boulanger","Megafauna","baigneurs nombreux","site42","site42","site45","site46","site63","site84",5.36633,43.269,5386142,"-13111.49"
"SPY192323","GMED009",2,"01/07/2019","marseille","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","09:35","10:05","00:30",30,"0",NA,NA,"marine",NA,"142","43.28088","5.34636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"144","43.268709","5.367605",0.2,"Emilie Boulanger","Megafauna","baigneurs nombreux","site42","site42","site45","site46","site63","site84",5.34636,43.28088,5387701,"-13112.32"
"SPY192306","GMED009",3,"01/07/2019","marseille","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","10:26","10:56","00:30",30,"0",NA,NA,"marine",NA,"146","43.26900","5.36720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147","43.279561","5.347211",0.2,"Emilie Boulanger","Megafauna","baigneurs nombreux","site42","site42","site45","site46","site63","site84",5.3672,43.269,5386153,"-13111.43"
"SPY192316","GMED009",4,"01/07/2019","marseille","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_aller","11:16","11:47","00:30",30,"0",NA,NA,"marine",NA,"148","43.27953","5.34951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149","43.26864","5.367676",0.2,"Emilie Boulanger","Megafauna","baigneurs nombreux","site42","site42","site45","site46","site63","site84",5.34951,43.27953,5387535,"-13112.16"
"SPY182541","GMED026",1,"14/07/2019","tombant_americain","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","09:30","10:00","00:30",30,"120",NA,NA,"marine",NA,NA,"43.681816","7.302233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel",NA,"transects surface réalisés en mars 2019","site40","site40","site43","site44","site57","site76",7.302233,43.681816,5476893,"-12951.08"
"SPY182040","GMED026",2,"14/07/2019","tombant_americain","cote_d_azur","Mediterranean_Sea","France","gombessa","transect","transect_deep","10:00","10:30","00:30",30,"120",NA,NA,"marine",NA,NA,"43.681816","7.302233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel",NA,"transects surface réalisés en mars 2019","site40","site40","site43","site44","site57","site76",7.302233,43.681816,5476893,"-12951.08"
"SPY181060","LENG002",1,"17/10/2017","LENG002","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"0",29.5,NA,"marine",NA,NA,"-04.11588","132.97463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"site43","site43","site46","site49","site64","site85",132.97463,-4.11588,14809589,"-320.29"
"SPY181049","LENG002",2,"17/10/2017","LENG002","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"0",29.5,NA,"marine",NA,NA,"-04.11588","132.97463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"site43","site43","site46","site49","site64","site85",132.97463,-4.11588,14809589,"-320.29"
"SPY181059","LENG003",1,"18/10/2017","LENG003","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","12:00",NA,NA,2,"39",29.5,NA,"marine",NA,NA,"-04.11785","133.01915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"site43","site43","site46","site49","site64","site86",133.01915,-4.11785,14814549,"-319.33"
"SPY180180","LENG003",2,"18/10/2017","LENG003","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","12:00",NA,NA,1.7,"39",29.5,NA,"marine",NA,NA,"-04.11785","133.01915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"Buffer does not cover all  the filter","site43","site43","site46","site49","site64","site86",133.01915,-4.11785,14814549,"-319.33"
"SPY181021","LENG004",1,"18/10/2017","LENG004","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","12:15",NA,NA,2,"0",30,NA,"marine",NA,NA,"-04.11746","133.02032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"site43","site43","site46","site49","site64","site86",133.02032,-4.11746,14814678,"-319.26"
"SPY181047","LENG004",2,"18/10/2017","LENG004","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","12:15",NA,NA,2,"0",30,NA,"marine",NA,NA,"-04.11746","133.02032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"site43","site43","site46","site49","site64","site86",133.02032,-4.11746,14814678,"-319.26"
"SPY181020","LENG005",1,"18/10/2017","LENG005","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","17:00",NA,NA,2,"0",30,NA,"marine",NA,NA,"-04.06037","133.05912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"River estuary (saltwater)","site43","site43","site46","site49","site65","site87",133.05912,-4.06037,14818799,"-312.14"
"SPY181017","LENG005",2,"18/10/2017","LENG005","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","17:00",NA,NA,2,"0",30,NA,"marine",NA,NA,"-04.06037","133.05912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"River estuary (saltwater)","site43","site43","site46","site49","site65","site87",133.05912,-4.06037,14818799,"-312.14"
"SPY181018","LENG006",1,"19/10/2017","LENG006","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","07:00",NA,NA,2,"0",30,NA,"marine",NA,NA,"-04.11746","133.02032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"Replicate LENG004 - 2h before filtration","site43","site43","site46","site49","site64","site86",133.02032,-4.11746,14814678,"-319.26"
"SPY181022","LENG006",2,"19/10/2017","LENG006","nusa_ulan","Western_Coral_Triangle","Indonesia","lengguru","point","bag_underwater","07:00",NA,NA,2,"0",30,NA,"marine",NA,NA,"-04.11746","133.02032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"Replicate LENG004 - 2h before filtration","site43","site43","site46","site49","site64","site86",133.02032,-4.11746,14814678,"-319.26"
