"code_spygen","code_explo","rep","date","station","site_name","province","country","project","sample_type","sample_method","time_start","time_end","duration_min","volume","depth","temperature","turbidity","habitat","habitat_type","gps_start","latitude_start","longitude_start","gps_b","lat_gps_b","long_gps_b","gps_c","lat_gps_c","long_gps_c","gps_d","lat_gps_d","long_gps_d","gps_half_turn","latitude_turn","longitude_turn","gps_end","latitude_end","longitude_end","filter","data_manager","gps_owner","comment","site35","site30","site25","site20","site10","site5","longitude_start_clean","latitude_start_clean","dist_to_coast..m.","dist_to_CT"
"SPY181729","YPVD01",1,"29/06/2018","margarita_south_west","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","14:07","14:45","38",40,"0",NA,0,"marine",NA,"97","13.34043","-81.39829",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","13.31942","-81.38904","97","13.34043","-81.39829",0.2,"JB Juhel","JB Juhel","1 cablage corrodé inutilisable. 1 seul replicat - phanérogames marines agglomérées autour du fil du plomb (et donc crépine)","site1","site1","site1","site1","site1","site1",-81.39829,13.34043,9184123,"15945.82"
"SPY181719","YPVD01",2,"30/06/2018","margarita_south_west","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","08:57","09:39","36",40,"0",NA,0,"marine",NA,"97","13.34043","-81.39829",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","13.31942","-81.38904","97","13.34043","-81.39829",0.2,"JB Juhel","JB Juhel","phanérogames marines agglomérées autour du fil du plomb (et donc crépine)","site1","site1","site1","site1","site1","site1",-81.39829,13.34043,9184123,"15945.82"
"SPY181723","YPVD02",1,"30/06/2018","providencia_west","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","12:50","13:48","58",40,"0",NA,1,"marine",NA,"101","13.34393","-81.39777",NA,NA,NA,NA,NA,NA,NA,NA,NA,"102","13.34926","-81.39236","101","13.34393","-81.39777",0.2,"JB Juhel","JB Juhel","phanérogames marines again","site1","site1","site1","site1","site1","site1",-81.39777,13.34393,9184132,"15945.77"
"SPY181734","YPVD02",2,"30/06/2018","providencia_west","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","12:50","13:48","58",40,"0",NA,1,"marine",NA,"101","13.34393","-81.39777",NA,NA,NA,NA,NA,NA,NA,NA,NA,"102","13.34926","-81.39236","101","13.34393","-81.39777",0.2,"JB Juhel","JB Juhel","phanérogames marines again","site1","site1","site1","site1","site1","site1",-81.39777,13.34393,9184132,"15945.77"
"SPY181732","YPVD03",1,"01/07/2018","providencia_north_west","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:25","10:09","44",40,"0",NA,1,"marine",NA,"104","13.36786","-81.38864",NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","13.39011","-81.38049","104","13.36786","-81.38864",0.2,"JB Juhel","JB Juhel","phanérogames marines again - 9h57 pompe mise en mode forward sans intervention (reparamétrage)","site1","site1","site1","site1","site1","site1",-81.38864,13.36786,9183576,"15945.97"
"SPY181724","YPVD03",2,"01/07/2018","providencia_north_west","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:25","10:09","44",40,"0",NA,1,"marine",NA,"104","13.36786","-81.38864",NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","13.39011","-81.38049","104","13.36786","-81.38864",0.2,"JB Juhel","JB Juhel","phanérogames marines again","site1","site1","site1","site1","site1","site1",-81.38864,13.36786,9183576,"15945.97"
"SPY181721","YPVD04",1,"02/07/2018","catalina_north","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:10","09:50","40",40,"0",NA,0,"marine",NA,"108","13.39172","-81.38029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","13.38386","-81.35956","108","13.39172","-81.38029",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site2",-81.38029,13.39172,9183106,"15946.09"
"SPY181730","YPVD04",2,"02/07/2018","catalina_north","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:10","09:50","40",40,"0",NA,0,"marine",NA,"108","13.39172","-81.38029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","13.38386","-81.35956","108","13.39172","-81.38029",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site2",-81.38029,13.39172,9183106,"15946.09"
"SPY181725","YPVD05",1,"02/07/2018","providencia_north","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","10:06","10:50","44",40,"0",NA,0,"marine",NA,"110","13.38322","-81.35909",NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","13.36224","-81.34910","110","13.38322","-81.35909",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site2",-81.35909,13.38322,9180619,"15948.56"
"SPY181733","YPVD05",2,"02/07/2018","providencia_north","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","10:06","10:50","44",40,"0",NA,0,"marine",NA,"110","13.38322","-81.35909",NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","13.36224","-81.34910","110","13.38322","-81.35909",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site2",-81.35909,13.38322,9180619,"15948.56"
"SPY181718","YPVD06",1,"03/07/2018","providencia_east","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:42","10:13","31",40,"0",NA,1,"marine",NA,"113","13.36264","-81.34969",NA,NA,NA,NA,NA,NA,NA,NA,NA,"114","13.34073","-81.35573","113","13.36264","-81.34969",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site2",-81.34969,13.36264,9179201,"15950.18"
"SPY181727","YPVD06",2,"03/07/2018","providencia_east","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:42","10:13","31",40,"0",NA,1,"marine",NA,"113","13.36264","-81.34969",NA,NA,NA,NA,NA,NA,NA,NA,NA,"114","13.34073","-81.35573","113","13.36264","-81.34969",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site2",-81.34969,13.36264,9179201,"15950.18"
"SPY181726","YPVD07",1,"03/07/2018","providencia_south_east","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","10:30","11:00","30",40,"0",NA,1,"marine",NA,"115","13.34072","-81.35561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"116","13.32539","-81.37273","115","13.34072","-81.35561",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site3",-81.35561,13.34072,9179441,"15950.25"
"SPY181731","YPVD07",2,"03/07/2018","providencia_south_east","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","10:30","11:00","30",40,"0",NA,1,"marine",NA,"115","13.34072","-81.35561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"116","13.32539","-81.37273","115","13.34072","-81.35561",0.2,"JB Juhel","JB Juhel","Après echantillonnage. grosde pluie tropicale toute la journée et toute la nuit","site1","site1","site1","site1","site1","site3",-81.35561,13.34072,9179441,"15950.25"
"SPY181717","YPVD08",1,"04/07/2018","patch1","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:10","09:40","30",40,"0",NA,0,"marine",NA,"117","13.36541","-81.41025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","13.38515","-81.39906","117","13.36541","-81.41025",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site1",-81.41025,13.36541,9185904,"15943.8"
"SPY181715","YPVD08",2,"04/07/2018","patch1","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:10","09:40","30",40,"0",NA,0,"marine",NA,"117","13.36541","-81.41025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","13.38515","-81.39906","117","13.36541","-81.41025",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site1",-81.41025,13.36541,9185904,"15943.8"
"SPY181728","YPVD09",1,"04/07/2018","patch2","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:56","10:34","38",40,"0",NA,0,"marine",NA,"119","13.36726","-81.41335",NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","13.34492","-81.41827","119","13.36726","-81.41335",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site1",-81.41335,13.36726,9186279,"15943.42"
"SPY181722","YPVD09",2,"04/07/2018","patch2","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:56","10:34","38",40,"0",NA,0,"marine",NA,"119","13.36726","-81.41335",NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","13.34492","-81.41827","119","13.36726","-81.41335",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site1",-81.41335,13.36726,9186279,"15943.42"
"SPY181716","YPVD10",1,"05/07/2018","patch3","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:27","10:07","40",40,"0",NA,0,"marine",NA,"123","13.32225","-81.36716",NA,NA,NA,NA,NA,NA,NA,NA,NA,"124","13.33839","-81.35116","123","13.32225","-81.36716",0.2,"JB Juhel","JB Juhel","Zigzag entre les patates au niveau barrière interne","site1","site1","site1","site1","site1","site3",-81.36716,13.32225,9180365,"15949.62"
"SPY180774","YPVD10",2,"05/07/2018","patch3","providencia","Tropical_Northwestern_Atlantic","Columbia","megafauna","transect","transect_aller_retour","09:27","10:07","40",40,"0",NA,0,"marine",NA,"123","13.32225","-81.36716",NA,NA,NA,NA,NA,NA,NA,NA,NA,"124","13.33839","-81.35116","123","13.32225","-81.36716",0.2,"JB Juhel","JB Juhel",NA,"site1","site1","site1","site1","site1","site3",-81.36716,13.32225,9180365,"15949.62"
"SPY180582","YMPL003",1,"15/03/2018","malpelo_20m","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","14:52","15:02","15",24,"20",NA,NA,"marine",NA,"E011","?3.99820","?-81.56845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.56845,3.9982,9090894,"16106.81"
"SPY180583","YMPL005",1,"15/03/2018","malpelo_100m","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","15:35","15:45","15",6,"100",NA,NA,"marine",NA,"E021","?3.99737","?-81.56515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","megafauna","Problème pompe: arrêt et remplacement","site2","site2","site2","site2","site2","site4",-81.56515,3.99737,9090523,"16107.18"
"SPY180584","YMPL004",1,"17/03/2018","malpelo_50m","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","08:29","08:39","15",12,"50",NA,NA,"marine",NA,"E031","?4.00307","?-81.57030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.5703,4.00307,9091127,"16106.57"
"SPY180585","YMPL005",2,"15/03/2018","malpelo_100m","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","16:10","16:20","15",18,"100",NA,NA,"marine",NA,"E041","?4.00307","?-81.57030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.5703,4.00307,9091127,"16106.57"
"SPY180586","YMPL007",1,"17/03/2018","malpelo_300m","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","09:00","09:10","15",12,"300",NA,NA,"marine",NA,"E051","?4.00307","?-81.57030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.5703,4.00307,9091127,"16106.57"
"SPY180587","YMPL006",1,"17/03/2018","malpelo_200m","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","09:20","09:30","15",12,"200",NA,NA,"marine",NA,"E061","?4.00307","?-81.57030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.5703,4.00307,9091127,"16106.57"
"SPY180588","YMPL002",1,"17/03/2018","malpelo_10m","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","08:15","08:25","15",12,"10",NA,NA,"marine",NA,"E071","?4.00307","?-81.57030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.5703,4.00307,9091127,"16106.57"
"SPY180589","YMPL009",1,"15/03/2018","malpelo1","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","15:12","15:42","30",30,"0",27.5,0,"marine",NA,"E081","?4.01142","?-81.59661","E082","?4.02025","?-81.61130","E083","?4.01692","?-81.61336",NA,NA,NA,NA,NA,NA,"E084","?4.00738","?-81.59895",0.2,"Florine Hadjadj","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.59661,4.01142,9094098,"16103.6"
"SPY180590","YMPL009",2,"15/03/2018","malpelo1","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","15:12","15:42","30",30,"0",27.5,0,"marine",NA,"E081","?4.01142","?-81.59661","E082","?4.02025","?-81.61130","E083","?4.01692","?-81.61336",NA,NA,NA,NA,NA,NA,"E084","?4.00738","?-81.59895",0.2,"Florine Hadjadj","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.59661,4.01142,9094098,"16103.6"
"SPY180591","YMPL008",1,"16/03/2018","malpelo_600m","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","09:50",NA,NA,12,"600",NA,NA,"marine",NA,"E091","?3.98735","?-81.57326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"JB Juhel","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.57326,3.98735,9091370,"16106.35"
"SPY180592","YMPL010",1,"15/03/2018","malpelo2","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","16:13","16:43","30",30,"0",27.5,0,"marine",NA,"E101","?4.00685","?-81.60143","E102","?4.01102","?-81.60743","E103","?4.00202","?-81.61761",NA,NA,NA,NA,NA,NA,"E105","?4.00278","?-81.61322",0.2,"Florine Hadjadj","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60143,4.00685,9094609,"16103.09"
"SPY180593","YMPL014",1,"17/03/2018","malpelo6","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","09:40","10:10","30",30,"0",26.3,0,"marine",NA,"E141","?3.98944","?-81.60462","E142","?3.97541","?-81.59322","E143","?3.97891","?-81.59038",NA,NA,NA,NA,NA,NA,"E145","?3.99143","?-81.60401",0.2,"Florine Hadjadj","megafauna",NA,"site2","site2","site2","site2","site2","site5",-81.60462,3.98944,9094868,"16102.86"
"SPY180594","YMPL010",2,"15/03/2018","malpelo2","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","16:13","16:43","30",30,"0",25,0,"marine",NA,"E101","?4.00685","?-81.60143","E102","?4.01102","?-81.60743","E103","?4.00202","?-81.61761",NA,NA,NA,NA,NA,NA,"E105","?4.00278","?-81.61322",0.2,"Florine Hadjadj","megafauna","Arrêt pompe à 15min et reprise","site2","site2","site2","site2","site2","site4",-81.60143,4.00685,9094609,"16103.09"
"SPY180595","YMPL013",1,"17/03/2018","malpelo5","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","08:39","09:09","30",30,"0",26.3,0,"marine",NA,"E131","?4.00885","?-81.60547","E132","?3.99963","?-81.61489","E133","?4.00166","?-81.61781",NA,NA,NA,NA,NA,NA,"E134","?4.01077","?-81.60784",0.2,"Florine Hadjadj","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60547,4.00885,9095069,"16102.63"
"SPY180596","YMPL011",1,"16/03/2018","malpelo3","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","09:50","10:20","30",30,"0",25.4,0,"marine",NA,"E111","?4.00515","?-81.59995","E112","?4.00858","?-81.60355","E113","?3.99777","?-81.61281",NA,NA,NA,NA,NA,NA,"E114","?3.99504","?-81.60963",0.2,"Florine Hadjadj","megafauna","Observation : requin","site2","site2","site2","site2","site2","site4",-81.59995,4.00515,9094435,"16103.27"
"SPY180597","YMPL011",2,"16/03/2018","malpelo3","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","09:50","10:20","30",30,"0",25.4,0,"marine",NA,"E111","?4.00515","?-81.59995","E112","?4.00858","?-81.60355","E113","?3.99777","?-81.61281",NA,NA,NA,NA,NA,NA,"E114","?3.99504","?-81.60963",0.2,"Florine Hadjadj","megafauna","Observation : requin","site2","site2","site2","site2","site2","site4",-81.59995,4.00515,9094435,"16103.27"
"SPY180598","YMPL013",2,"17/03/2018","malpelo5","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","08:39","09:09","30",30,"0",26.3,0,"marine",NA,"E131","?4.00885","?-81.60547","E132","?3.99963","?-81.61489","E133","?4.00166","?-81.61781",NA,NA,NA,NA,NA,NA,"E134","?4.01077","?-81.60784",0.2,"Florine Hadjadj","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60547,4.00885,9095069,"16102.63"
"SPY180599","YMPL012",1,"16/03/2018","malpelo4","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","10:58","11:28","30",30,"0",25.4,0,"marine",NA,"E121","?3.99871","?-81.62184","E122","?3.98932","?-81.60735","E123","?3.98549","?-81.61006",NA,NA,NA,NA,NA,NA,"E124","?3.99590","?-81.62410",0.2,"Florine Hadjadj","megafauna",NA,"site2","site2","site2","site2","site2","site5",-81.62184,3.99871,9096833,"16100.89"
"SPY180600","YMPL015",1,"20/03/2018","bois_flottant","malpelo","Tropical_East_Pacific","Columbia","megafauna","point","niskin","20:15","20:30","15",12,"0",NA,NA,"marine",NA,"E151","?4.02167","?-81.58500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Régis Hocdé","megafauna","Eau récoltée autour d'un bois  flottant. présence de poissons juvéniles. crabes. méduses. gastéropodes. copépodes. crustacés … ","site2","site2","site2","site2","site2","site4",-81.585,4.02167,9092863,"16104.82"
"SPY180602","YMPL014",2,"17/03/2018","malpelo6","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","09:40","10:10","30",30,"0",26.3,0,"marine",NA,"E141","?3.98944","?-81.60462","E142","?3.97541","?-81.59322","E143","?3.97891","?-81.59038",NA,NA,NA,NA,NA,NA,"E145","?3.99143","?-81.60401",0.2,"Florine Hadjadj","megafauna",NA,"site2","site2","site2","site2","site2","site5",-81.60462,3.98944,9094868,"16102.86"
"SPY180604","YMPL012",2,"16/03/2018","malpelo4","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","10:53","10:26","28",30,"0",25.4,0,"marine",NA,"E121","?3.99871","?-81.62184","E122","?3.98932","?-81.60735","E123","?3.98549","?-81.61006",NA,NA,NA,NA,NA,NA,"E124","?3.99590","?-81.62410",0.2,"Florine Hadjadj","megafauna","Arrêt pompe à 28min","site2","site2","site2","site2","site2","site5",-81.62184,3.99871,9096833,"16100.89"
"SPY180782","YMPL016",1,"25/03/2018","camera1","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","10:00","10:30","30",30,"0",NA,2,"marine",NA,"E161","?4.00594","?-81.60334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E162","?4.00437","?-81.60217",0.2,"Virginie Marques","megafauna","Observation : green turtle. eagle rays","site2","site2","site2","site2","site2","site4",-81.60334,4.00594,9094816,"16102.89"
"SPY180778","YMPL016",2,"25/03/2018","camera1","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","10:00","10:30","30",30,"0",NA,2,"marine",NA,"E161","?4.00594","?-81.60334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E162","?4.00437","?-81.60217",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60334,4.00594,9094816,"16102.89"
"SPY180781","YMPL017",1,"25/03/2018","camera2","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","17:05","17:35","30",30,"0",NA,2,"marine",NA,"E171","?4.00276","?-81.60248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E172","?4.00371","?-81.60393",0.2,"Virginie Marques","megafauna","Observation : eagle ray on surface ","site2","site2","site2","site2","site2","site4",-81.60248,4.00276,9094703,"16103"
"SPY180776","YMPL017",2,"25/03/2018","camera2","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","17:05","17:35","30",30,"0",NA,2,"marine",NA,"E171","?4.00276","?-81.60248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E172","?4.00371","?-81.60393",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60248,4.00276,9094703,"16103"
"SPY180605","YMPL018",1,"26/03/2018","camera3","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","09:45","10:15","30",30,"0",NA,2,"marine",NA,"E181","?4.00286","?-81.60259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E182","?4.00220","?-81.60234",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60259,4.00286,9094716,"16102.99"
"SPY180601","YMPL018",2,"26/03/2018","camera3","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","09:45","10:15","30",30,"0",NA,2,"marine",NA,"E181","?4.00286","?-81.60259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E182","?4.00220","?-81.60234",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60259,4.00286,9094716,"16102.99"
"SPY180603","YMPL019",1,"27/03/2018","bruv1","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","08:57","09:27","30",30,"0",NA,2,"marine",NA,"E191","?3.99357","?-81.61842","E192","?3.99352","?-81.62292","E193","?3.97565","?-81.62429","E194","?3.97536","?-81.61981",NA,NA,NA,"E195","?3.98820","?-81.61871",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site5",-81.61842,3.99357,9096425,"16101.3"
"SPY180775","YMPL019",2,"27/03/2018","bruv1","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","08:57","09:27","30",30,"0",NA,2,"marine",NA,"E191","?3.99357","?-81.61842","E192","?3.99352","?-81.62292","E193","?3.97565","?-81.62429","E194","?3.97536","?-81.61981",NA,NA,NA,"E195","?3.98820","?-81.61871",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site5",-81.61842,3.99357,9096425,"16101.3"
"SPY180779","YMPL020",1,"27/03/2018","bruv2","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","10:23","10:53","30",30,"0",NA,2,"marine",NA,"E201","?3.99290","?-81.62050","E202","?3.97631","?-81.62759","E203","?3.97383","?-81.62380","E204","?3.98855","?-81.61583",NA,NA,NA,"E204","?3.98855","?-81.61583",0.2,"Virginie Marques","megafauna","Observation : commun bottlenose dolphin","site2","site2","site2","site2","site2","site5",-81.6205,3.9929,9096653,"16101.07"
"SPY180777","YMPL020",2,"27/03/2018","bruv2","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rectangle","10:23","10:53","30",30,"0",NA,2,"marine",NA,"E201","?3.99290","?-81.62050","E202","?3.97631","?-81.62759","E203","?3.97383","?-81.62380","E204","?3.98855","?-81.61583",NA,NA,NA,"E204","?3.98855","?-81.61583",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site5",-81.6205,3.9929,9096653,"16101.07"
"SPY180768","YMPL021",1,"28/03/2018","camera4","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","09:40","10:10","30",30,"0",NA,2,"marine",NA,"E211","?4.00226","?-81.60371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E212","?4.00216","?-81.60266",0.2,"Virginie Marques","megafauna","Pump 2 stopped. false replicat with only one pump","site2","site2","site2","site2","site2","site4",-81.60371,4.00226,9094837,"16102.87"
"SPY180769","YMPL021",2,"28/03/2018","camera4","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","10:10","10:40","30",30,"0",NA,2,"marine",NA,"E213","?4.00202","?-81.60332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E214","?4.00471","?-81.60428",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60332,4.00202,9094792,"16102.92"
"SPY180780","YMPL022",1,"28/03/2018","camera5","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","15:20","15:50","30",30,"0",NA,2,"marine",NA,"E221","?4.00230","?-81.60392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E222","?4.00407","?-81.60418",0.2,"Virginie Marques","megafauna","Leak on the filter cap when filling the buffer. some drops were lost before replacement of the cap ","site2","site2","site2","site2","site2","site4",-81.60392,4.0023,9094860,"16102.85"
"SPY180773","YMPL022",2,"28/03/2018","camera5","malpelo","Tropical_East_Pacific","Columbia","megafauna","transect","transect_rond","15:20","15:50","30",30,"0",NA,2,"marine",NA,"E221","?4.00230","?-81.60392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E222","?4.00407","?-81.60418",0.2,"Virginie Marques","megafauna",NA,"site2","site2","site2","site2","site2","site4",-81.60392,4.0023,9094860,"16102.85"
"SPY173261","YGA007",1,"28/02/2018","anse_bertrand_cote","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","15:03","15:33","30",30,"0",28,0,"marine",NA,"E61","?16.48538","?-61.50429","E62","?16.49499","?-61.48521","E63","?16.49877","?-61.48784","E64","?16.49212","?-61.50035",NA,NA,NA,"E64","?16.49212","?-61.50035",0.2,"Virginie Marques","megafauna","Ecoute : petit Rorqual et Baleine à bosse mâl à grande distance (>4 miles)","site3","site3","site3","site3","site3","site6",-61.50429,16.48538,7094849,"17655.6"
"SPY173262","YGA007",2,"28/02/2018","anse_bertrand_cote","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","15:03","15:33","30",30,"0",28,0,"marine",NA,"E61","?16.48538","?-61.50429","E62","?16.49499","?-61.48521","E63","?16.49877","?-61.48784","E64","?16.49212","?-61.50035",NA,NA,NA,"E64","?16.49212","?-61.50035",0.2,"Virginie Marques","megafauna","Ecoute : petit Rorqual et Baleine à bosse mâl à grande distance (>4 miles)","site3","site3","site3","site3","site3","site6",-61.50429,16.48538,7094849,"17655.6"
