"SPY190558,""GMED019"",3,""08/07/2019"",""cap_lardier_1"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller_retour"",""09:37"",""10:07"",""00:30"",30,""0"",NA,NA,""marine"","""",""165"",""43.15891"",""6.62050"","""","""","""","""","""","""","""","""","""","""","""","""",""164"",""43.15979"",""6.62296"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY192296,""GMED020"",1,""08/07/2019"",""cap_lardier_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""point"",""niskin"",""14:09"",""14:11"",""00:10"",10,""0"",NA,NA,""marine"","""",""166"",""43.15280"",""6.61624"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Emilie Boulanger"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY190602,""GMED021"",2,""08/07/2019"",""cap_lardier_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""point"",""niskin"",""14:21"",""14:27"",""00:10"",10,""50"",NA,NA,""marine"","""",""167"",""43.15268"",""6.61693"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Emilie Boulanger"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY190601,""GMED022"",3,""08/07/2019"",""cap_lardier_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""point"",""niskin"",""14:40"",""14:49"",""00:10"",10,""100"",NA,NA,""marine"","""",""168"",""43.15025"",""6.61680"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Emilie Boulanger"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY190551,""GMED023"",4,""08/07/2019"",""cap_lardier_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""point"",""niskin"",""15:01"",""15:12"",""00:10"",10,""150"",NA,NA,""marine"","""",""169"",""43.14991"",""6.61595"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Emilie Boulanger"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY190598,""GMED024"",5,""08/07/2019"",""cap_lardier_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""point"",""niskin"",""16:28"",""16:39"",""00:10"",10,""200"",NA,NA,""marine"","""",""172"",""43.14817"",""6.62024"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Emilie Boulanger"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY192319,""GMED025"",1,""08/07/2019"",""cap_lardier_3"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""13:30"",""14:00"",""00:30"",30,""70"",NA,NA,""marine"","""","""",""43.150888"",""6.617996"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY190596,""GMED025"",2,""08/07/2019"",""cap_lardier_3"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""14:00"",""14:30"",""00:30"",30,""70"",NA,NA,""marine"","""","""",""43.150888"",""6.617996"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY192288,""GMED025"",3,""08/07/2019"",""cap_lardier_3"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""14:30"",""15:00"",""00:30"",30,""70"",NA,NA,""marine"","""","""",""43.150888"",""6.617996"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"",""Megafauna"","""",""site41"",""site41"",""site44"",""site45"",""site61"",""site81""";
"SPY192287,""GMED027"",1,""19/07/2019"",""cap_negre_1"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller_retour"",""08:51"",""09:21"",""00:30"",30,""0"",NA,NA,""marine"","""",""186"",""43.14227"",""6.43833"","""","""","""","""","""","""","""","""","""","""","""","""",""187"",""43.14342"",""6.44719"",0.2,""Nacim Guellati"",""Megafauna"",""pompe n°8 reglée sur 24.3 car à 8.0 le débit était bcp trop faible"",""site41"",""site41"",""site44"",""site48"",""site62"",""site82""";
"SPY192282,""GMED027"",2,""19/07/2019"",""cap_negre_1"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller_retour"",""08:51"",""09:21"",""00:30"",30,""0"",NA,NA,""marine"","""",""186"",""43.14227"",""6.43833"","""","""","""","""","""","""","""","""","""","""","""","""",""187"",""43.14342"",""6.44719"",0.2,""Nacim Guellati"",""Megafauna"","""",""site41"",""site41"",""site44"",""site48"",""site62"",""site82""";
"SPY192294,""GMED027"",3,""19/07/2019"",""cap_negre_1"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller_retour"",""09:45"",""10:15"",""00:30"",30,""0"",NA,NA,""marine"","""",""186"",""43.14227"",""6.43833"","""","""","""","""","""","""","""","""","""","""","""","""",""187"",""43.14342"",""6.44719"",0.2,""Nacim Guellati"",""Megafauna"","""",""site41"",""site41"",""site44"",""site48"",""site62"",""site82""";
"SPY192295,""GMED028"",1,""19/07/2019"",""cap_negre_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""10:00"",""10:30"",""00:30"",30,""130"",NA,NA,""marine"","""","""",""43.134424"",""6.428435"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"","""","""",""site41"",""site41"",""site44"",""site48"",""site62"",""site82""";
"SPY192283,""GMED028"",2,""19/07/2019"",""cap_negre_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""10:30"",""11:00"",""00:30"",30,""130"",NA,NA,""marine"","""","""",""43.134424"",""6.428435"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"","""","""",""site41"",""site41"",""site44"",""site48"",""site62"",""site82""";
"SPY192311,""GMED028"",3,""19/07/2019"",""cap_negre_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""11:00"",""11:30"",""00:30"",30,""130"",NA,NA,""marine"","""","""",""43.134424"",""6.428435"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"","""","""",""site41"",""site41"",""site44"",""site48"",""site62"",""site82""";
"SPY192284,""GMED010"",1,""01/07/2019"",""goude"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""12:54"",""13:24"",""00:30"",30,""0"",NA,NA,""marine"","""",""150"",""43.23291"",""5.35105"","""","""","""","""","""","""","""","""","""","""","""","""",""151"",""43.21711"",""5.345712"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site42"",""site42"",""site45"",""site46"",""site63"",""site83""";
"SPY192320,""GMED010"",2,""01/07/2019"",""goude"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""13:37"",""14:06"",""00:30"",30,""0"",NA,NA,""marine"","""",""152"",""43.21750"",""5.34561"","""","""","""","""","""","""","""","""","""","""","""","""",""153"",""43.232714"",""5.351148"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site42"",""site42"",""site45"",""site46"",""site63"",""site83""";
"SPY192308,""GMED010"",3,""01/07/2019"",""goude"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""14:20"",""14:50"",""00:30"",30,""0"",NA,NA,""marine"","""",""154"",""43.23230"",""5.349935"","""","""","""","""","""","""","""","""","""","""","""","""",""155"",""43.217484"",""5.345571"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site42"",""site42"",""site45"",""site46"",""site63"",""site83""";
"SPY192285,""GMED010"",4,""01/07/2019"",""goude"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""15:02"",""15:32"",""00:30"",30,""0"",NA,NA,""marine"","""",""156"",""43.21732"",""5.34549"","""","""","""","""","""","""","""","""","""","""","""","""",""157"",""43.23274"",""5.351033"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site42"",""site42"",""site45"",""site46"",""site63"",""site83""";
"SPY192314,""GMED008"",1,""01/07/2019"",""imperiaux_1"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""12:06"","""",""00:30"",30,""65-10"",NA,NA,""marine"","""",""174"",""43.17606"",""5.40356"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"",""JB Juhel"",""Test prototype pompe de fond. transecg sur remontée tombatn"",""site42"",""site42"",""site45"",""site46"",""site59"",""site78""";
"SPY192309,""GMED008"",2,""01/07/2019"",""imperiaux_1"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""17:06"","""",""00:30"",30,""65-10"",NA,NA,""marine"","""",""175"",""43.17588"",""5.40324"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"",""JB Juhel"",""Test prototype pompe de fond. transecg sur remontée tombatn"",""site42"",""site42"",""site45"",""site46"",""site59"",""site78""";
"SPY192289,""GMED011"",1,""01/07/2019"",""imperiaux_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""17:10"",""17:41"",""00:30"",30,""0"",NA,NA,""marine"","""",""158"",""43.17492"",""5.39804"","""","""","""","""","""","""","""","""","""","""","""","""",""159"",""43.179577"",""5.371579"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site42"",""site42"",""site45"",""site46"",""site59"",""site78""";
"SPY192280,""GMED011"",2,""01/07/2019"",""imperiaux_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""17:10"",""17:41"",""00:30"",30,""0"",NA,NA,""marine"","""",""158"",""43.17492"",""5.39804"","""","""","""","""","""","""","""","""","""","""","""","""",""159"",""43.179577"",""5.371579"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site42"",""site42"",""site45"",""site46"",""site59"",""site78""";
"SPY192312,""GMED011"",3,""01/07/2019"",""imperiaux_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""18:08"",""18:38"",""00:30"",30,""0"",NA,NA,""marine"","""",""160"",""43.18036"",""5.37254"","""","""","""","""","""","""","""","""","""","""","""","""",""161"",""43.176749"",""5.394"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site42"",""site42"",""site45"",""site46"",""site59"",""site78""";
"SPY192305,""GMED011"",4,""01/07/2019"",""imperiaux_2"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""18:08"",""18:38"",""00:30"",30,""0"",NA,NA,""marine"","""",""160"",""43.18036"",""5.37254"","""","""","""","""","""","""","""","""","""","""","""","""",""161"",""43.176749"",""5.394"",0.2,""Emilie Boulanger"",""Megafauna"","""",""site42"",""site42"",""site45"",""site46"",""site59"",""site78""";
"SPY192279,""GMED009"",1,""01/07/2019"",""marseille"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""08:48"",""09:18"",""00:30"",30,""0"",NA,NA,""marine"","""",""140"",""43.26900"",""5.36633"","""","""","""","""","""","""","""","""","""","""","""","""",""141"",""43.280787"",""5.346578"",0.2,""Emilie Boulanger"",""Megafauna"",""baigneurs nombreux"",""site42"",""site42"",""site45"",""site46"",""site63"",""site84""";
"SPY192323,""GMED009"",2,""01/07/2019"",""marseille"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""09:35"",""10:05"",""00:30"",30,""0"",NA,NA,""marine"","""",""142"",""43.28088"",""5.34636"","""","""","""","""","""","""","""","""","""","""","""","""",""144"",""43.268709"",""5.367605"",0.2,""Emilie Boulanger"",""Megafauna"",""baigneurs nombreux"",""site42"",""site42"",""site45"",""site46"",""site63"",""site84""";
"SPY192306,""GMED009"",3,""01/07/2019"",""marseille"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""10:26"",""10:56"",""00:30"",30,""0"",NA,NA,""marine"","""",""146"",""43.26900"",""5.36720"","""","""","""","""","""","""","""","""","""","""","""","""",""147"",""43.279561"",""5.347211"",0.2,""Emilie Boulanger"",""Megafauna"",""baigneurs nombreux"",""site42"",""site42"",""site45"",""site46"",""site63"",""site84""";
"SPY192316,""GMED009"",4,""01/07/2019"",""marseille"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_aller"",""11:16"",""11:47"",""00:30"",30,""0"",NA,NA,""marine"","""",""148"",""43.27953"",""5.34951"","""","""","""","""","""","""","""","""","""","""","""","""",""149"",""43.26864"",""5.367676"",0.2,""Emilie Boulanger"",""Megafauna"",""baigneurs nombreux"",""site42"",""site42"",""site45"",""site46"",""site63"",""site84""";
"SPY182541,""GMED026"",1,""14/07/2019"",""tombant_americain"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""09:30"",""10:00"",""00:30"",30,""120"",NA,NA,""marine"","""","""",""43.681816"",""7.302233"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"","""",""transects surface réalisés en mars 2019"",""site40"",""site40"",""site43"",""site44"",""site57"",""site76""";
"SPY182040,""GMED026"",2,""14/07/2019"",""tombant_americain"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""10:00"",""10:30"",""00:30"",30,""120"",NA,NA,""marine"","""","""",""43.681816"",""7.302233"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"","""",""transects surface réalisés en mars 2019"",""site40"",""site40"",""site43"",""site44"",""site57"",""site76""";
"SPY192288,""GMED026"",3,""14/07/2019"",""tombant_americain"",""cote_d_azur"",""Mediterranean_Sea"",""France"",""gombessa"",""transect"",""transect_deep"",""10:30"",""11:00"",""00:30"",30,""120"",NA,NA,""marine"","""","""",""43.681816"",""7.302233"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""JB Juhel"","""",""transects surface réalisés en mars 2019"",""site40"",""site40"",""site43"",""site44"",""site57"",""site76""";
"SPY181060,""LENG002"",1,""17/10/2017"",""LENG002"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""15:30"","""","""",2,""0"",29.5,NA,""marine"","""","""",""-04.11588"",""132.97463"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181049,""LENG002"",2,""17/10/2017"",""LENG002"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""15:30"","""","""",2,""0"",29.5,NA,""marine"","""","""",""-04.11588"",""132.97463"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181059,""LENG003"",1,""18/10/2017"",""LENG003"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""12:00"","""","""",2,""39"",29.5,NA,""marine"","""","""",""-04.11785"",""133.01915"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site86""";
"SPY180180,""LENG003"",2,""18/10/2017"",""LENG003"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""12:00"","""","""",1.7,""39"",29.5,NA,""marine"","""","""",""-04.11785"",""133.01915"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""",""Buffer does not cover all  the filter"",""site43"",""site43"",""site46"",""site49"",""site64"",""site86""";
"SPY181021,""LENG004"",1,""18/10/2017"",""LENG004"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""12:15"","""","""",2,""0"",30,NA,""marine"","""","""",""-04.11746"",""133.02032"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site86""";
"SPY181047,""LENG004"",2,""18/10/2017"",""LENG004"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""12:15"","""","""",2,""0"",30,NA,""marine"","""","""",""-04.11746"",""133.02032"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site86""";
"SPY181020,""LENG005"",1,""18/10/2017"",""LENG005"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""17:00"","""","""",2,""0"",30,NA,""marine"","""","""",""-04.06037"",""133.05912"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""",""River estuary (saltwater)"",""site43"",""site43"",""site46"",""site49"",""site65"",""site87""";
"SPY181017,""LENG005"",2,""18/10/2017"",""LENG005"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""17:00"","""","""",2,""0"",30,NA,""marine"","""","""",""-04.06037"",""133.05912"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""",""River estuary (saltwater)"",""site43"",""site43"",""site46"",""site49"",""site65"",""site87""";
"SPY181018,""LENG006"",1,""19/10/2017"",""LENG006"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""07:00"","""","""",2,""0"",30,NA,""marine"","""","""",""-04.11746"",""133.02032"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""",""Replicate LENG004 - 2h before filtration"",""site43"",""site43"",""site46"",""site49"",""site64"",""site86""";
"SPY181022,""LENG006"",2,""19/10/2017"",""LENG006"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""07:00"","""","""",2,""0"",30,NA,""marine"","""","""",""-04.11746"",""133.02032"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""",""Replicate LENG004 - 2h before filtration"",""site43"",""site43"",""site46"",""site49"",""site64"",""site86""";
"SPY181026,""LENG007"",1,""20/10/2017"",""LENG007"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""10:15"","""","""",2,""0"",30.8,NA,""marine"","""","""",""-04.12453"",""132.97571"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181019,""LENG007"",2,""20/10/2017"",""LENG007"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""10:15"","""","""",2,""0"",30.8,NA,""marine"","""","""",""-04.12453"",""132.97571"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181028,""LENG008"",1,""21/10/2017"",""LENG008"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""09:10"","""","""",2,""100"",26.5,NA,""marine"","""","""",""-04.13307"",""132.97514"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181015,""LENG008"",2,""21/10/2017"",""LENG008"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""09:10"","""","""",2,""100"",26.5,NA,""marine"","""","""",""-04.13307"",""132.97514"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181027,""LENG009"",1,""21/10/2017"",""LENG009"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""15:00"","""","""",2,""30"",29.2,NA,""marine"","""","""",""-04.13307"",""132.97514"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""",""LENG007-8-9-10 same point. different depth"",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181023,""LENG009"",2,""21/10/2017"",""LENG009"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""15:00"","""","""",2,""30"",29.2,NA,""marine"","""","""",""-04.13307"",""132.97514"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181016,""LENG010"",1,""24/10/2017"",""LENG010"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""10:30"","""","""",2,""193"",16.1,NA,""marine"","""","""",""-04.13565"",""132.97421"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""",""sampling with niskin bottle"",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181014,""LENG010"",2,""24/10/2017"",""LENG010"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""10:30"","""","""",1.3,""200"",15.2,NA,""marine"","""","""",""-04.13565"",""132.97421"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""",""LENG10 under thermocline"",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181025,""LENG011"",1,""24/10/2017"",""LENG011"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""16:00"","""","""",2,""31"",NA,NA,""marine"","""","""",""-04.12602"",""132.97690"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181024,""LENG011"",2,""24/10/2017"",""LENG011"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""16:00"","""","""",2,""31"",NA,NA,""marine"","""","""",""-04.12602"",""132.97690"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site64"",""site85""";
"SPY181012,""LENG012"",1,""25/10/2017"",""LENG012"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""10:00"","""","""",2,""35"",NA,NA,""marine"","""","""",""-04.08471"",""132.91273"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site66"",""site88""";
"SPY181013,""LENG012"",2,""25/10/2017"",""LENG012"",""nusa_ulan"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""10:00"","""","""",1.9,""35"",NA,NA,""marine"","""","""",""-04.08471"",""132.91273"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site43"",""site43"",""site46"",""site49"",""site66"",""site88""";
"SPY180181,""LENG013"",1,""26/10/2017"",""LENG013"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""10:00"","""","""",2,""0"",NA,NA,""marine"","""","""",""-04.32327"",""133.50134"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
"SPY180182,""LENG013"",2,""26/10/2017"",""LENG013"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""10:00"","""","""",2,""0"",NA,NA,""marine"","""","""",""-04.32327"",""133.50134"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
"SPY181057,""LENG014"",1,""26/10/2017"",""LENG014"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""15:00"","""","""",2,""27"",NA,NA,""marine"","""","""",""-04.32135"",""133.49826"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
"SPY181044,""LENG014"",2,""26/10/2017"",""LENG014"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""15:00"","""","""",2,""27"",NA,NA,""marine"","""","""",""-04.32135"",""133.49826"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
"SPY180183,""LENG015"",1,""27/10/2017"",""LENG015"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""09:15"","""","""",2,""0"",29.3,NA,""marine"","""","""",""-04.32225"",""133.49443"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
"SPY180184,""LENG015"",2,""27/10/2017"",""LENG015"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""09:15"","""","""",2,""0"",29.3,NA,""marine"","""","""",""-04.32225"",""133.49443"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
"SPY180984,""LENG016"",1,""27/10/2017"",""LENG016"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""09:30"","""","""",2,""30"",NA,NA,""marine"","""","""",""-04.33406"",""133.50023"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
"SPY180970,""LENG016"",2,""27/10/2017"",""LENG016"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""09:30"","""","""",1.6,""30"",NA,NA,""marine"","""","""",""-04.33406"",""133.50023"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
"SPY181050,""LENG017"",1,""27/10/2017"",""LENG017"",""pulau_venu"",""Western_Coral_Triangle"",""Indonesia"",""lengguru"",""point"",""bag_underwater"",""17:00"","""","""",2,""140"",NA,NA,""marine"","""","""",""-04.33682"",""133.48660"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.22,""JB Juhel"","""","""",""site44"",""site44"",""site47"",""site50"",""site67"",""site89""";
