"province","site","motu","genus","family","mean_motu","sd_motu","mean_genus","sd_genus","mean_family","sd_family"
"Southeast_Polynesia","site7",153,76,37,76.25,45.9447131525126,42,20.8166599946613,26.5,6.40312423743285
