"","family","n_motus","n_motus_total","prop","site","region"
"564","Trichiuridae",1,250,0.004,"tanjung_boi","West_Papua"
"436","Serranidae",14,214,0.0654205607476635,"pulau_aiduma","West_Papua"
"230","Apogonidae",11,214,0.0514018691588785,"pulau_aiduma","West_Papua"
"525","Carangidae",11,214,0.0514018691588785,"pulau_aiduma","West_Papua"
"249","Lutjanidae",10,214,0.0467289719626168,"pulau_aiduma","West_Papua"
"189","Gobiidae",9,214,0.0420560747663551,"pulau_aiduma","West_Papua"
"357","Pomacentridae",9,214,0.0420560747663551,"pulau_aiduma","West_Papua"
"239","Lethrinidae",8,214,0.0373831775700935,"pulau_aiduma","West_Papua"
"109","Dasyatidae",6,214,0.0280373831775701,"pulau_aiduma","West_Papua"
"2211","Labridae",6,214,0.0280373831775701,"pulau_aiduma","West_Papua"
"199","Haemulidae",5,214,0.0233644859813084,"pulau_aiduma","West_Papua"
"347","Pomacanthidae",5,214,0.0233644859813084,"pulau_aiduma","West_Papua"
"426","Balistidae",4,214,0.0186915887850467,"pulau_aiduma","West_Papua"
"620","Carcharhinidae",4,214,0.0186915887850467,"pulau_aiduma","West_Papua"
"718","Chaetodontidae",4,214,0.0186915887850467,"pulau_aiduma","West_Papua"
"209","Holocentridae",4,214,0.0186915887850467,"pulau_aiduma","West_Papua"
"269","Mullidae",4,214,0.0186915887850467,"pulau_aiduma","West_Papua"
"289","Myctophidae",4,214,0.0186915887850467,"pulau_aiduma","West_Papua"
"466","Synodontidae",4,214,0.0186915887850467,"pulau_aiduma","West_Papua"
"476","Tetraodontidae",4,214,0.0186915887850467,"pulau_aiduma","West_Papua"
"130","Acanthuridae",3,214,0.014018691588785,"pulau_aiduma","West_Papua"
"297","Myliobatidae",3,214,0.014018691588785,"pulau_aiduma","West_Papua"
"4112","Scombridae",3,214,0.014018691588785,"pulau_aiduma","West_Papua"
"446","Siganidae",3,214,0.014018691588785,"pulau_aiduma","West_Papua"
"149","Engraulidae",2,214,0.00934579439252336,"pulau_aiduma","West_Papua"
"328","Orectolobidae",2,214,0.00934579439252336,"pulau_aiduma","West_Papua"
"367","Potamotrygonidae",2,214,0.00934579439252336,"pulau_aiduma","West_Papua"
"456","Sphyraenidae",2,214,0.00934579439252336,"pulau_aiduma","West_Papua"
"329","Atherinidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"813","Clupeidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"99","Dactylopteridae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"1113","Diodontidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"1211","Echeneidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"139","Emmelichthyidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"159","Ephippidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"169","Exocoetidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"179","Fistulariidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"2113","Kyphosidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"259","Mugilidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"279","Muraenidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"307","Nemipteridae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"3112","Ophichthidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"337","Paralepididae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"376","Priacanthidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"386","Pristigasteridae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"396","Pseudochromidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"406","Rhinobatidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"427","Scorpaenidae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"486","Trichiuridae",1,214,0.00467289719626168,"pulau_aiduma","West_Papua"
"2710","Lutjanidae",21,256,0.08203125,"pulau_aiduma_ext","West_Papua"
"140","Acanthuridae",16,256,0.0625,"pulau_aiduma_ext","West_Papua"
"428","Apogonidae",13,256,0.05078125,"pulau_aiduma_ext","West_Papua"
"467","Serranidae",13,256,0.05078125,"pulau_aiduma_ext","West_Papua"
"407","Pomacentridae",12,256,0.046875,"pulau_aiduma_ext","West_Papua"
"2410","Labridae",10,256,0.0390625,"pulau_aiduma_ext","West_Papua"
"1910","Gobiidae",7,256,0.02734375,"pulau_aiduma_ext","West_Papua"
"1310","Dasyatidae",6,256,0.0234375,"pulau_aiduma_ext","West_Papua"
"2114","Holocentridae",6,256,0.0234375,"pulau_aiduma_ext","West_Papua"
"2610","Lethrinidae",6,256,0.0234375,"pulau_aiduma_ext","West_Papua"
"338","Myctophidae",6,256,0.0234375,"pulau_aiduma_ext","West_Papua"
"719","Carangidae",5,256,0.01953125,"pulau_aiduma_ext","West_Papua"
"910","Chaetodontidae",5,256,0.01953125,"pulau_aiduma_ext","West_Papua"
"1710","Engraulidae",5,256,0.01953125,"pulau_aiduma_ext","West_Papua"
"3113","Mullidae",5,256,0.01953125,"pulau_aiduma_ext","West_Papua"
"623","Balistidae",4,256,0.015625,"pulau_aiduma_ext","West_Papua"
"308","Mugilidae",4,256,0.015625,"pulau_aiduma_ext","West_Papua"
"397","Pomacanthidae",4,256,0.015625,"pulau_aiduma_ext","West_Papua"
"457","Scombridae",4,256,0.015625,"pulau_aiduma_ext","West_Papua"
"487","Sphyraenidae",4,256,0.015625,"pulau_aiduma_ext","West_Papua"
"814","Carcharhinidae",3,256,0.01171875,"pulau_aiduma_ext","West_Papua"
"2010","Haemulidae",3,256,0.01171875,"pulau_aiduma_ext","West_Papua"
"348","Myliobatidae",3,256,0.01171875,"pulau_aiduma_ext","West_Papua"
"477","Siganidae",3,256,0.01171875,"pulau_aiduma_ext","West_Papua"
"1212","Clupeidae",2,256,0.0078125,"pulau_aiduma_ext","West_Papua"
"2310","Kyphosidae",2,256,0.0078125,"pulau_aiduma_ext","West_Papua"
"3210","Muraenidae",2,256,0.0078125,"pulau_aiduma_ext","West_Papua"
"4113","Potamotrygonidae",2,256,0.0078125,"pulau_aiduma_ext","West_Papua"
"496","Synodontidae",2,256,0.0078125,"pulau_aiduma_ext","West_Papua"
"505","Tetraodontidae",2,256,0.0078125,"pulau_aiduma_ext","West_Papua"
"240","Alopiidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"330","Anomalopidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"526","Aulostomidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"1010","Chlopsidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"1114","Clariidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"1410","Echeneidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"1510","Eleotridae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"1610","Emmelichthyidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"1810","Ephippidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"2212","Istiophoridae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"2510","Leiognathidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"2810","Malacanthidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"298","Megalopidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"358","Ophichthidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"368","Orectolobidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"377","Osphronemidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"387","Paralepididae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"429","Pristigasteridae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"437","Pseudochromidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"447","Salmonidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"5111","Triakidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
"527","Zanclidae",1,256,0.00390625,"pulau_aiduma_ext","West_Papua"
