Assessor flavissimus
Assessor macneilli
Assessor randalli
Assiculus punctatus
Asterorhombus intermedius
Asterropteryx semipunctata
Asterropteryx striata
Atractoscion aequidens
Atrosalarias holomelas
Atule mate
Atypichthys latus
Atypichthys strigatus
Aulacocephalus temminckii
Aulostomus chinensis
Aulostomus maculatus
Austrolabrus maculatus
Axoclinus cocoensis
Axoclinus lucillae
Balistapus undulatus
Balistes polylepis
Balistes vetula
Balistoides conspicillum
Balistoides viridescens
Bathystethus cultratus
Bathytoshia brevicaudata
Belonoperca chabanaudi
Blenniella chrysospilos
Bodianus albotaeniatus
Bodianus anthioides
Bodianus axillaris
Bodianus bilunulatus
Bodianus diana
Bodianus dictynna
Bodianus diplotaenia
Bodianus frenchii
Bodianus loxozonus
Bodianus mesothorax
Bodianus perditio
Bodianus pulchellus
Bodianus rufus
Bodianus unimaculatus
Bolbometopon muricatum
Boopsoidea inornata
Bothus leopardinus
Bothus mancus
Bothus pantherinus
Brachaelurus waddi
Brachaluteres jacksonianus
Bryaninops amplus
Bryaninops erythrops
Bryaninops loki
Bryaninops natans
Bryaninops nexus
Bryaninops yongei
Caesio caerulaurea
Caesio cuning
Caesio lunaris
Caesio striata
Caesio suevica
Caesio teres
Caesio varilineata
Caesio xanthonota
Caesioperca lepidoptera
Caesioperca rasor
Caffrogobius nudiceps
Calamus bajonado
Calamus brachysomus
Calamus calamus
Calamus pennatula
Callanthias australis
Calloplesiops altivelis
Calotomus carolinus
Calotomus japonicus
Calotomus spinidens
Calotomus viridescens
Cantherhines dumerilii
Cantherhines fronticinctus
Cantherhines longicaudus
Cantherhines macrocerus
Cantherhines pardalis
Cantherhines pullus
Cantherhines sandwichiensis
Cantheschenia grandisquamis
Canthidermis maculata
Canthidermis sufflamen
Canthigaster amboinensis
Canthigaster axiologus
Canthigaster bennetti
Canthigaster callisterna
Canthigaster coronata
Canthigaster epilampra
Canthigaster figueiredoi
Canthigaster jactator
Canthigaster janthinoptera
Canthigaster papua
Canthigaster punctatissima
Canthigaster rivulata
Canthigaster rostrata
Canthigaster smithae
Canthigaster valentini
Caprodon longimanus
Caracanthus maculatus
Caracanthus typicus
Caracanthus unipinna
Carangoides bajad
Carangoides bartholomaei
Carangoides chrysophrys
Carangoides ferdau
Carangoides fulvoguttatus
Carangoides gymnostethus
Carangoides oblongus
Carangoides orthogrammus
Carangoides plagiotaenia
Caranx caballus
Caranx caninus
Caranx crysos
Caranx ignobilis
Caranx lugubris
Caranx melampygus
Caranx papuensis
Caranx sexfasciatus
Carcharhinus albimarginatus
Carcharhinus amblyrhynchos
Carcharhinus galapagensis
Carcharhinus melanopterus
Carcharhinus perezii
Carcharias taurus
Caulolatilus princeps
Centroberyx lineatus
Centropogon australis
Centropyge acanthops
Centropyge argi
Centropyge bicolor
Centropyge bispinosa
Centropyge eibli
Centropyge ferrugata
Centropyge fisheri
Centropyge flavissima
Centropyge heraldi
Centropyge hotumatua
Centropyge joculator
Centropyge loricula
Centropyge multispinis
Centropyge nox
Centropyge tibicen
Centropyge vrolikii
Cephalopholis argus
Cephalopholis boenak
Cephalopholis cruentata
Cephalopholis cyanostigma
Cephalopholis formosa
Cephalopholis fulva
Cephalopholis hemistiktos
Cephalopholis leopardus
Cephalopholis microprion
Cephalopholis miniata
Cephalopholis panamensis
Cephalopholis sexmaculata
Cephalopholis sonnerati
Cephalopholis spiloparaea
Cephalopholis urodeta
Cephaloscyllium laticeps
Cetoscarus bicolor
Cetoscarus ocellatus
Chaetodermis penicilligerus
Chaetodipterus faber
Chaetodipterus zonatus
Chaetodon adiergastos
Chaetodon andamanensis
Chaetodon argentatus
Chaetodon assarius
Chaetodon aureofasciatus
Chaetodon auriga
Chaetodon auripes
Chaetodon austriacus
Chaetodon baronessa
Chaetodon bennetti
Chaetodon capistratus
Chaetodon citrinellus
Chaetodon collare
Chaetodon decussatus
Chaetodon dolosus
Chaetodon ephippium
Chaetodon falcula
Chaetodon fasciatus
Chaetodon flavirostris
Chaetodon guentheri
Chaetodon guttatissimus
Chaetodon humeralis
Chaetodon interruptus
Chaetodon kleinii
Chaetodon lineolatus
Chaetodon litus
Chaetodon lunula
Chaetodon lunulatus
Chaetodon madagaskariensis
Chaetodon marleyi
Chaetodon melannotus
Chaetodon mertensii
Chaetodon meyeri
Chaetodon miliaris
Chaetodon multicinctus
Chaetodon ocellatus
Chaetodon ocellicaudus
Chaetodon octofasciatus
Chaetodon ornatissimus
Chaetodon oxycephalus
Chaetodon paucifasciatus
Chaetodon pelewensis
Chaetodon plebeius
Chaetodon punctatofasciatus
Chaetodon quadrimaculatus
Chaetodon rafflesii
Chaetodon rainfordi
Chaetodon reticulatus
Chaetodon sedentarius
Chaetodon semeion
Chaetodon semilarvatus
Chaetodon speculum
Chaetodon striatus
Chaetodon triangulum
Chaetodon trichrous
Chaetodon tricinctus
Chaetodon trifascialis
Chaetodon trifasciatus
Chaetodon ulietensis
Chaetodon unimaculatus
Chaetodon vagabundus
Chaetodon xanthocephalus
Chaetodon xanthurus
Chaetodon zanzibarensis
Chaetodontoplus conspicillatus
Chaetodontoplus duboulayi
Chaetodontoplus meredithi
Chaetodontoplus mesoleucus
Chaetodontoplus personifer
Chaetodontoplus septentrionalis
Chanos chanos
Cheilinus chlorourus
Cheilinus fasciatus
Cheilinus lunulatus
Cheilinus oxycephalus
Cheilinus trilobatus
Cheilinus undulatus
Cheilio inermis
Cheilodactylus ephippium
Cheilodactylus fasciatus
Cheilodactylus francisi
Cheilodactylus fuscus
Cheilodactylus gibbosus
Cheilodactylus nigripes
Cheilodactylus pixi
Cheilodactylus rubrolabiatus
Cheilodactylus spectabilis
Cheilodactylus vestitus
Cheilodipterus arabicus
Cheilodipterus artus
Cheilodipterus intermedius
Cheilodipterus isostigmus
Cheilodipterus macrodon
Cheilodipterus nigrotaeniatus
Cheilodipterus quinquelineatus
Cheiloprion labiatus
Chelmon marginalis
Chelmon rostratus
Chelmonops curiosus
Chelmonops truncatus
Chilomycterus antennatus
Chilomycterus reticulatus
Chiloscyllium punctatum
Chirodactylus brachydactylus
Chironemus marmoratus
Chlorurus atrilunula
Chlorurus bleekeri
Chlorurus bowersi
Chlorurus capistratoides
Chlorurus frontalis
Chlorurus gibbus
Chlorurus japanensis
Chlorurus microrhinos
Chlorurus rhakoura
Chlorurus sordidus
Chlorurus spilurus
Chlorurus strongylocephalus
Choerodon anchorago
Choerodon azurio
Choerodon cauteroma
Choerodon cephalotes
Choerodon cyanodus
Choerodon fasciatus
Choerodon graphicus
Choerodon jordani
Choerodon monostigma
Choerodon rubescens
Choerodon schoenleinii
Choerodon vitta
Chromileptes altivelis
Chromis abrupta
Chromis acares
Chromis agilis
Chromis alpha
Chromis alta
Chromis amboinensis
Chromis analis
Chromis atrilobata
Chromis atripectoralis
Chromis atripes
Chromis bami
Chromis caudalis
Chromis chromis
Chromis chrysura
Chromis cinerascens
Chromis cyanea
Chromis dimidiata
Chromis dispilus
Chromis elerae
Chromis flavaxilla
Chromis flavipectoralis
Chromis flavomaculata
Chromis fumea
Chromis hanui
Chromis hypsilepis
Chromis insolata
Chromis iomelas
Chromis klunzingeri
Chromis lepidolepis
Chromis lineata
Chromis margaritifer
Chromis multilineata
Chromis nigrura
Chromis nitida
Chromis notata
Chromis opercularis
Chromis ovalis
Chromis pamae
Chromis pembae
Chromis randalli
Chromis retrofasciata
Chromis scotochiloptera
Chromis scotti
Chromis ternatensis
Chromis vanderbilti
Chromis viridis
Chromis weberi
Chromis westaustralis
Chromis xanthochira
Chromis xanthura
Chromis xutha
Chrysiptera biocellata
Chrysiptera bleekeri
Chrysiptera brownriggii
Chrysiptera caesifrons
Chrysiptera cyanea
Chrysiptera flavipinnis
Chrysiptera galba
Chrysiptera glauca
Chrysiptera hemicyanea
Chrysiptera notialis
Chrysiptera oxycephala
Chrysiptera parasema
Chrysiptera rapanui
Chrysiptera rex
Chrysiptera rollandi
Chrysiptera springeri
Chrysiptera starcki
Chrysiptera talboti
Chrysiptera taupou
Chrysiptera traceyi
Chrysiptera tricincta
Chrysiptera unimaculata
Chrysoblephus laticeps
Chrysophrys auratus
Cirrhilabrus  scottorum
Cirrhilabrus cyanopleura
Cirrhilabrus exquisitus
Cirrhilabrus flavidorsalis
Cirrhilabrus katherinae
Cirrhilabrus laboutei
Cirrhilabrus lineatus
Cirrhilabrus punctatus
Cirrhilabrus randalli
Cirrhilabrus scottorum
Cirrhilabrus solorensis
Cirrhilabrus temminckii
Cirrhilabrus walindi
Cirrhitichthys aprinus
Cirrhitichthys falco
Cirrhitichthys oxycephalus
Cirrhitops fasciatus
Cirrhitops hubbardi
Cirrhitus pinnulatus
Cirrhitus rivulatus
Cirripectes alboapicalis
Cirripectes alleni
Cirripectes auritus
Cirripectes castaneus
Cirripectes chelomatus
Cirripectes filamentosus
Cirripectes fuscoguttatus
Cirripectes hutchinsi
Cirripectes polyzona
Cirripectes springeri
Cirripectes stigmaticus
Cirripectes vanderbilti
Cirripectes variolosus
Cleidopus gloriamaris
Clepticus parrae
Cnidoglanis macrocephalus
Coradion altivelis
Coradion chrysozonus
Coris auricularis
Coris aurilineata
Coris aygula
Coris batuensis
Coris bulbifrons
Coris caudimacula
Coris centralis
Coris cuvieri
Coris debueni
Coris dorsomacula
Coris formosa
Coris gaimard
Coris hewetti
Coris julis
Coris picta
Coris pictoides
Coris roseoviridis
Coris sandeyeri
Coris venusta
Coryphopterus dicrus
Coryphopterus eidolon
Coryphopterus glaucofraenum
Coryphopterus hyalinus
Coryphopterus lipernes
Coryphopterus personatus
Coryphopterus tortugae
Coryphopterus urospilus
Corythoichthys conspicillatus
Corythoichthys haematopterus
Corythoichthys intestinalis
Corythoichthys schultzi
Crenimugil crenilabis
Crossosalarias macrospilus
Cryptocentrus caeruleomaculatus
Cryptocentrus caeruleopunctatus
Cryptocentrus cinctus
Cryptocentrus cryptocentrus
Cryptocentrus fasciatus
Cryptocentrus leptocephalus
Cryptocentrus strigilliceps
Ctenochaetus binotatus
Ctenochaetus cyanocheilus
Ctenochaetus flavicauda
Ctenochaetus hawaiiensis
Ctenochaetus marginatus
Ctenochaetus striatus
Ctenochaetus tominiensis
Ctenochaetus truncatus
Ctenogobiops crocineus
Ctenogobiops feroculus
Ctenogobiops mitodes
Ctenogobiops pomastictus
Ctenogobiops tangaroai
Cybiosarda elegans
Cyclichthys orbicularis
Cymbacephalus beauforti
Cypho purpurascens
Cypho zaps
Cyprinocirrhites polyactis
Dactylophora nigricans
Dascyllus albisella
Dascyllus aruanus
Dascyllus carneus
Dascyllus flavicaudus
Dascyllus melanurus
Dascyllus reticulatus
Dascyllus strasburgi
Dascyllus trimaculatus
Dasyatis americana
Dasyatis brevis
Dasyatis longa
Dasyatis thetidis
Decapterus koheru
Decapterus macarellus
Decapterus punctatus
Dendrochirus barberi
Dendrochirus zebra
Dermatolepis dermatolepis
Diademichthys lineatus
Diagramma labiosum
Diagramma melanacrum
Dicotylichthys punctulatus
Dinolestes lewini
Diodon holocanthus
Diodon hystrix
Diodon liturosus
Diodon nicthemerus
Diplodus argenteus
Diplodus capensis
Diplodus cervinus
Diplodus vulgaris
Diplogrammus goramensis
Diplogrammus xenicus
Diploprion bifasciatum
Diproctacanthus xanthurus
Dischistodus chrysopoecilus
Dischistodus darwiniensis
Dischistodus melanotus
Dischistodus perspicillatus
Dischistodus prosopotaenia
Dischistodus pseudochrysopoecilus
Doratonotus megalepis
Doryrhamphus excisus
Dotalabrus alleni
Dotalabrus aurantiacus
Dunckerocampus dactyliophorus
Echeneis naucrates
Echeneis neucratoides
Echidna nebulosa
Echidna nocturna
Ecsenius aequalis
Ecsenius alleni
Ecsenius australianus
Ecsenius bandanus
Ecsenius bathi
Ecsenius bicolor
Ecsenius fijiensis
Ecsenius fourmanoiri
Ecsenius lineatus
Ecsenius lividanalis
Ecsenius mandibularis
Ecsenius midas
Ecsenius minutus
Ecsenius nalolo
Ecsenius namiyei
Ecsenius oculatus
Ecsenius ops
Ecsenius prooculis
Ecsenius schroederi
Ecsenius stictus
Ecsenius stigmatura
Ecsenius tigris
Ecsenius trilineatus
Ecsenius yaeyamaensis
Elacatinus evelynae
Elacatinus figaro
Elacatinus genie
Elacatinus lobeli
Elacatinus oceanops
Elacatinus prochilos
Elacatinus puncticulatus
Elacatinus randalli
Elacatinus saucrus
Elacatinus xanthiprora
Elagatis bipinnulata
Elops affinis
Emblemariopsis signifer
Enchelycore ramosa
Enneapterygius atrogulare
Enneapterygius flavoccipitis
Enneapterygius hemimelas
Enneapterygius kermadecensis
Enneapterygius rufopileus
Enneapterygius similis
Enneapterygius tutuilae
Enoplosus armatus
Eocallionymus papilio
Epibulus brevis
Epibulus insidiator
Epinephelides armatus
Epinephelus adscensionis
Epinephelus areolatus
Epinephelus bilobatus
Epinephelus bleekeri
Epinephelus coeruleopunctatus
Epinephelus coioides
Epinephelus corallicola
Epinephelus cyanopodus
Epinephelus daemelii
Epinephelus fasciatus
Epinephelus fuscoguttatus
Epinephelus guttatus
Epinephelus hexagonatus
Epinephelus howlandi
Epinephelus irroratus
Epinephelus itajara
Epinephelus labriformis
Epinephelus lanceolatus
Epinephelus longispinis
Epinephelus macrospilos
Epinephelus maculatus
Epinephelus malabaricus
Epinephelus melanostigma
Epinephelus merra
Epinephelus morio
Epinephelus multinotatus
Epinephelus octofasciatus
Epinephelus ongus
Epinephelus polyphekadion
Epinephelus quoyanus
Epinephelus rivulatus
Epinephelus socialis
Epinephelus spilotoceps
Epinephelus striatus
Epinephelus tauvina
Epinephelus tukula
Epinephelus undulatostriatus
Equetus punctatus
Eubalichthys bucephalus
Eubalichthys caeruleoguttatus
Eubalichthys cyanoura
Eubalichthys mosaicus
Eucrossorhinus dasypogon
Eupetrichthys angustipes
Euthynnus affinis
Euthynnus lineatus
Eviota  punctulata
Eviota albolineata
Eviota atriventris
Eviota bifasciata
Eviota bimaculata
Eviota fasciola
Eviota guttata
Eviota hoesei
Eviota latifasciata
Eviota melasma
Eviota mikiae
Eviota nigriventris
Eviota pellucida
Eviota prasites
Eviota queenslandica
Eviota raja
Eviota rubriceps
Eviota sebreei
Eviota sigillata
Eviota storthynx
Eviota zebrina
Evistias acutirostris
Exallias brevis
Exyrias belissimus
Fistularia commersonii
Fistularia petimba
Fistularia tabacaria
Forcipiger flavissimus
Forcipiger longirostris
Forsterygion flavonigrum
Forsterygion lapillum
Forsterygion malcolmi
Forsterygion maryannae
Forsterygion varium
Fusigobius duospilus
Fusigobius inframaculatus
Fusigobius melacron
Fusigobius neophytus
Fusigobius signipinnis
Galeocerdo cuvier
Genicanthus lamarck
Genicanthus melanospilos
Genicanthus semicinctus
Genicanthus watanabei
Gerres cinereus
Gerres equulus
Gerres subfasciatus
Ginglymostoma cirratum
Girella cyanea
Girella elevata
Girella freminvillii
Girella punctata
Girella tricuspidata
Girella zebra
Gladiogobius  brevispinis
Glaucosoma magnificum
Glaucosoma scapulare
Glyptoparus delicatulus
Gnathanodon speciosus
Gnathodentex aureolineatus
Gnatholepis anjerensis
Gnatholepis cauerensis
Gnatholepis thompsoni
Gobiodon  histrio
Gobiodon citrinus
Gobiodon heterospilos
Gobiodon histrio
Gobiodon okinawae
Gobiodon quinquestrigatus
Gobiodon spilophthalmus
Gobius fallax
Gomphosus caeruleus
Gomphosus varius
Goniistius plessisi
Goniistius zebra
Goniistius zonatus
Gorgasia galzini
Gracila albomarginata
Gramma brasiliensis
Gramma loreto
Grammatorcynus bicarinatus
Grammatorcynus bilineatus
Grammistes sexlineatus
Gunnellichthys monostigma
Gymnocaesio gymnoptera
Gymnocranius audleyi
Gymnocranius euanus
Gymnocranius microdon
Gymnocranius superciliosus
Gymnocrotaphus curvidens
Gymnomuraena zebra
Gymnosarda unicolor
Gymnothorax annasona
Gymnothorax breedeni
Gymnothorax castaneus
Gymnothorax dovii
Gymnothorax eurostus
Gymnothorax favagineus
Gymnothorax flavimarginatus
Gymnothorax funebris
Gymnothorax isingteena
Gymnothorax javanicus
Gymnothorax meleagris
Gymnothorax miliaris
Gymnothorax moringa
Gymnothorax nubilus
Gymnothorax panamensis
Gymnothorax pictus
Gymnothorax porphyreus
Gymnothorax prasinus
Gymnothorax prionodon
Gymnothorax thrysoideus
Gymnothorax undulatus
Haemulon album
Haemulon aurolineatum
Haemulon carbonarium
Haemulon chrysargyreum
Haemulon flaviguttatum
Haemulon flavolineatum
Haemulon macrostomum
Haemulon maculicauda
Haemulon parra
Haemulon plumierii
Haemulon sciurus
Haemulon scudderii
Haemulon sexfasciatum
Haemulon steindachneri
Halichoeres adustus
Halichoeres argus
Halichoeres biocellatus
Halichoeres bivittatus
Halichoeres brasiliensis
Halichoeres brownfieldi
Halichoeres chierchiae
Halichoeres chloropterus
Halichoeres chrysus
Halichoeres cosmetus
Halichoeres cyanocephalus
Halichoeres dimidiatus
Halichoeres discolor
Halichoeres dispilus
Halichoeres erdmanni
Halichoeres garnoti
Halichoeres hartzfeldii
Halichoeres hortulanus
Halichoeres iridis
Halichoeres leucoxanthus
Halichoeres leucurus
Halichoeres maculipinna
Halichoeres malpelo
Halichoeres margaritaceus
Halichoeres marginatus
Halichoeres melanochir
Halichoeres melanurus
Halichoeres melasmapomus
Halichoeres miniatus
Halichoeres nebulosus
Halichoeres nicholsi
Halichoeres nigrescens
Halichoeres notospilus
Halichoeres orientalis
Halichoeres ornatissimus
Halichoeres pictus
Halichoeres poeyi
Halichoeres prosopeion
Halichoeres radiatus
Halichoeres richmondi
Halichoeres salmofasciatus
Halichoeres scapularis
Halichoeres semicinctus
Halichoeres solorensis
Halichoeres tenuispinis
Halichoeres timorensis
Halichoeres trimaculatus
Haploblepharus edwardsii
Helcogramma chica
Helcogramma decurrens
Helcogramma maldivensis
Helcogramma striatum
Hemiglyphidodon plagiometopon
Hemigymnus fasciatus
Hemigymnus melapterus
Hemiscyllium ocellatum
Hemiscyllium trispeculare
Hemitaurichthys multispinosus
Hemitaurichthys polylepis
Hemitaurichthys thompsoni
Hemitaurichthys zoster
Heniochus acuminatus
Heniochus chrysostomus
Heniochus diphreutes
Heniochus intermedius
Heniochus monoceros
Heniochus pleurotaenia
Heniochus singularius
Heniochus varius
Heteroconger hassi
Heteroconger klausewitzi
Heterodontus galeatus
Heterodontus portusjacksoni
Heteropriacanthus cruentatus
Heteroscarus acroptilus
Hippocampus bargibanti
Hipposcarus harid
Hipposcarus longiceps
Holacanthus bermudensis
Holacanthus ciliaris
Holacanthus passer
Holacanthus tricolor
Holocentrus adscensionis
Holocentrus rufus
Hologymnosus annulatus
Hologymnosus doliatus
Hoplolatilus cuniculus
Hoplolatilus starcki
Hoplopagrus guentherii
Hyperlophus vittatus
Hypnos monopterygius
Hypoplectrodes annulatus
Hypoplectrodes maccullochi
Hypoplectrodes nigroruber
Hypoplectrus aberrans
Hypoplectrus chlorurus
Hypoplectrus gemma
Hypoplectrus guttavarius
Hypoplectrus indigo
Hypoplectrus nigricans
Hypoplectrus providencianus
Hypoplectrus puella
Hypoplectrus unicolor
Hyporhamphus affinis
Hyporhamphus dussumieri
Inermia vittata
Iniistius celebicus
Iniistius pavo
Inimicus filamentosus
Isocirrhitus sexfasciatus
Istigobius decoratus
Istigobius goldmanni
Istigobius hoesei
Istigobius nigroocellatus
Istigobius rigilius
Istigobius spence
Itycirrhitus wilhelmi
Jenkinsia lamprotaenia
Johnrandallia nigrirostris
Koumansetta hectori
Koumansetta rainfordi
Kyphosus analogus
Kyphosus bigibbus
Kyphosus cinerascens
Kyphosus cornelii
Kyphosus elegans
Kyphosus incisor
Kyphosus sectatrix
Kyphosus sydneyanus
Kyphosus vaigiensis
Labracinus  cyclophthalmus
Labracinus cyclophthalmus
Labracinus lineatus
Labracoglossa nitida
Labrichthys unilineatus
Labrisomus cricota
Labrisomus dendriticus
Labrisomus nuchipinnis
Labroides bicolor
Labroides dimidiatus
Labroides pectoralis
Labroides phthirophagus
Labroides rubrolabiatus
Labropsis australis
Labropsis manabei
Labropsis micronesica
Labropsis xanthonota
Lachnolaimus maximus
Lactophrys bicaudalis
Lactoria diaphana
Larabicus quadrilineatus
Latridopsis forsteri
Latropiscis purpurissatus
Leiuranus versicolor
Lepidonectes clarkhubbsi
Lepidonectes corallicola
Lepidozygus tapeinosoma
Leptojulis chrysotaenia
Leptojulis cyanopleura
Leptoscarus vaigiensis
Lethrinus amboinensis
Lethrinus atkinsoni
Lethrinus erythracanthus
Lethrinus erythropterus
Lethrinus genivittatus
Lethrinus harak
Lethrinus laticaudis
Lethrinus lentjan
Lethrinus miniatus
Lethrinus nebulosus
Lethrinus obsoletus
Lethrinus olivaceus
Lethrinus ornatus
Lethrinus rubrioperculatus
Lethrinus semicinctus
Lethrinus variegatus
Lethrinus xanthochilus
Limnichthys fasciatus
Lotella rhacina
Lotilia graciliosa
Lucayablennius zingaro
Lutjanus adetii
Lutjanus alexandrei
Lutjanus analis
Lutjanus apodus
Lutjanus aratus
Lutjanus argentimaculatus
Lutjanus argentiventris
Lutjanus biguttatus
Lutjanus bohar
Lutjanus boutton
Lutjanus carponotatus
Lutjanus colorado
Lutjanus decussatus
Lutjanus ehrenbergii
Lutjanus erythropterus
Lutjanus fulviflamma
Lutjanus fulvus
Lutjanus gibbus
Lutjanus griseus
Lutjanus guttatus
Lutjanus inermis
Lutjanus jocu
Lutjanus johnii
Lutjanus jordani
Lutjanus kasmira
Lutjanus lemniscatus
Lutjanus lutjanus
Lutjanus mahogoni
Lutjanus monostigma
Lutjanus novemfasciatus
Lutjanus quinquelineatus
Lutjanus rivulatus
Lutjanus rufolineatus
Lutjanus russellii
Lutjanus sebae
Lutjanus semicinctus
Lutjanus synagris
Lutjanus viridis
Lutjanus vitta
Luzonichthys waitei
Luzonichthys whitleyi
Macolor macularis
Macolor niger
Macrodontogobius wilburi
Macropharyngodon bipartitus
Macropharyngodon choati
Macropharyngodon geoffroy
Macropharyngodon kuiteri
Macropharyngodon meleagris
Macropharyngodon negrosensis
Macropharyngodon ornatus
Malacanthus brevirostris
Malacanthus latovittatus
Malacanthus plumieri
Malacoctenus boehlkei
Malacoctenus ebisui
Malacoctenus margaritae
Malacoctenus tetranemus
Malacoctenus triangulatus
Manonichthys splendens
Manta birostris
Mccoskerichthys sandae
Mecaenichthys immaculatus
Megalops atlanticus
Meiacanthus atrodorsalis
Meiacanthus bundoon
Meiacanthus crinitus
Meiacanthus ditrema
Meiacanthus grammistes
Meiacanthus kamoharai
Meiacanthus lineatus
Meiacanthus luteus
Meiacanthus mossambicus
Meiacanthus nigrolineatus
Meiacanthus oualanensis
Meiacanthus phaeus
Meiacanthus reticulatus
Meiacanthus smithi
Meiacanthus tongaensis
Melichthys indicus
Melichthys niger
Melichthys vidua
Meuschenia flavolineata
Meuschenia freycineti
Meuschenia galii
Meuschenia hippocrepis
Meuschenia scaber
Meuschenia trachylepis
Microcanthus strigatus
Microgobius microlepis
Microspathodon bairdii
Microspathodon chrysurus
Microspathodon dorsalis
Mobula thurstoni
Monacanthus chinensis
Monacanthus tuckeri
Monodactylus argenteus
Monotaxis grandoculis
Monotaxis heterodon
Mugil cephalus
Mulloidichthys dentatus
Mulloidichthys flavolineatus
Mulloidichthys martinicus
Mulloidichthys mimicus
Mulloidichthys vanicolensis
Mullus surmuletus
Muraena clepsydra
Muraena lentiginosa
Mycteroperca bonaci
Mycteroperca interstitialis
Mycteroperca olfax
Mycteroperca tigris
Mycteroperca xenarcha
Myliobatis tenuicaudatus
Myrichthys maculosus
Myrichthys tigrinus
Myripristis adusta
Myripristis amaena
