"","family","n_species","n_sp_total","prop","site35","province"
"17102","Holocentridae",2,97,0.0206185567010309,"site44","Tropical_East_Pacific"
"18101","Kyphosidae",2,97,0.0206185567010309,"site44","Tropical_East_Pacific"
"2768","Pomacanthidae",2,97,0.0206185567010309,"site44","Tropical_East_Pacific"
"3051","Scorpaenidae",2,97,0.0206185567010309,"site44","Tropical_East_Pacific"
"2389","Aetobatidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"4121","Aulostomidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"8108","Carcharhinidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"11146","Chanidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"13110","Diodontidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"14104","Fistulariidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"15103","Gobiidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"22110","Malacanthidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"2390","Monacanthidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"2480","Mullidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"2672","Ostraciidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"3243","Sphyraenidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"3337","Synodontidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"3623","Zanclidae",1,97,0.0103092783505155,"site44","Tropical_East_Pacific"
"9109","Labridae",6,38,0.157894736842105,"site45","Tropical_East_Pacific"
"14105","Serranidae",5,38,0.131578947368421,"site45","Tropical_East_Pacific"
"7109","Haemulidae",4,38,0.105263157894737,"site45","Tropical_East_Pacific"
"13111","Pomacentridae",4,38,0.105263157894737,"site45","Tropical_East_Pacific"
"2391","Blenniidae",2,38,0.0526315789473684,"site45","Tropical_East_Pacific"
"3200","Chaenopsidae",2,38,0.0526315789473684,"site45","Tropical_East_Pacific"
"4122","Chaetodontidae",2,38,0.0526315789473684,"site45","Tropical_East_Pacific"
"5109","Cirrhitidae",2,38,0.0526315789473684,"site45","Tropical_East_Pacific"
"11147","Lutjanidae",2,38,0.0526315789473684,"site45","Tropical_East_Pacific"
"12124","Muraenidae",2,38,0.0526315789473684,"site45","Tropical_East_Pacific"
"16103","Tetraodontidae",2,38,0.0526315789473684,"site45","Tropical_East_Pacific"
"1500","Balistidae",1,38,0.0263157894736842,"site45","Tropical_East_Pacific"
"6109","Diodontidae",1,38,0.0263157894736842,"site45","Tropical_East_Pacific"
"8109","Holocentridae",1,38,0.0263157894736842,"site45","Tropical_East_Pacific"
"10109","Labrisomidae",1,38,0.0263157894736842,"site45","Tropical_East_Pacific"
"15104","Synodontidae",1,38,0.0263157894736842,"site45","Tropical_East_Pacific"
"15105","Labridae",9,79,0.113924050632911,"site46","Tropical_East_Pacific"
"2392","Pomacentridae",6,79,0.0759493670886076,"site46","Tropical_East_Pacific"
"2673","Serranidae",6,79,0.0759493670886076,"site46","Tropical_East_Pacific"
"6110","Chaenopsidae",5,79,0.0632911392405063,"site46","Tropical_East_Pacific"
"2095","Muraenidae",5,79,0.0632911392405063,"site46","Tropical_East_Pacific"
"2481","Scaridae",4,79,0.0506329113924051,"site46","Tropical_East_Pacific"
"4123","Blenniidae",3,79,0.0379746835443038,"site46","Tropical_East_Pacific"
"5111","Carangidae",3,79,0.0379746835443038,"site46","Tropical_East_Pacific"
"12125","Haemulidae",3,79,0.0379746835443038,"site46","Tropical_East_Pacific"
"17103","Lutjanidae",3,79,0.0379746835443038,"site46","Tropical_East_Pacific"
"2863","Tetraodontidae",3,79,0.0379746835443038,"site46","Tropical_East_Pacific"
"1501","Acanthuridae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"2393","Apogonidae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"3201","Balistidae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"7110","Chaetodontidae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"8110","Cirrhitidae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"9110","Diodontidae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"16104","Labrisomidae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"22111","Pomacanthidae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"2577","Scorpaenidae",2,79,0.0253164556962025,"site46","Tropical_East_Pacific"
"10110","Fistulariidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"11148","Gobiidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"13112","Holocentridae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"14106","Kyphosidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"18102","Malacanthidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"1997","Mullidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"21135","Ostraciidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"2769","Sphyraenidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"2957","Tripterygiidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"3052","Urotrygonidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"31100","Zanclidae",1,79,0.0126582278481013,"site46","Tropical_East_Pacific"
"13113","Labridae",6,45,0.133333333333333,"site48","Tropical_East_Pacific"
"17104","Pomacentridae",4,45,0.0888888888888889,"site48","Tropical_East_Pacific"
"21136","Serranidae",4,45,0.0888888888888889,"site48","Tropical_East_Pacific"
"11149","Haemulidae",3,45,0.0666666666666667,"site48","Tropical_East_Pacific"
"3202","Blenniidae",2,45,0.0444444444444444,"site48","Tropical_East_Pacific"
"5112","Chaenopsidae",2,45,0.0444444444444444,"site48","Tropical_East_Pacific"
"6111","Chaetodontidae",2,45,0.0444444444444444,"site48","Tropical_East_Pacific"
"14107","Lutjanidae",2,45,0.0444444444444444,"site48","Tropical_East_Pacific"
"15106","Muraenidae",2,45,0.0444444444444444,"site48","Tropical_East_Pacific"
"16105","Pomacanthidae",2,45,0.0444444444444444,"site48","Tropical_East_Pacific"
"18103","Scaridae",2,45,0.0444444444444444,"site48","Tropical_East_Pacific"
"2394","Tetraodontidae",2,45,0.0444444444444444,"site48","Tropical_East_Pacific"
"1502","Apogonidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"2395","Balistidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"4124","Carangidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"7111","Cirrhitidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"8111","Diodontidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"9111","Fistulariidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"10111","Gobiidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"12126","Kyphosidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"1998","Sciaenidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"2096","Scorpaenidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"22112","Sparidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"2482","Urotrygonidae",1,45,0.0222222222222222,"site48","Tropical_East_Pacific"
"14108","Labridae",6,61,0.0983606557377049,"site51","Tropical_East_Pacific"
"2396","Serranidae",6,61,0.0983606557377049,"site51","Tropical_East_Pacific"
"2097","Pomacentridae",5,61,0.0819672131147541,"site51","Tropical_East_Pacific"
"6112","Chaenopsidae",3,61,0.0491803278688525,"site51","Tropical_East_Pacific"
"15107","Labrisomidae",3,61,0.0491803278688525,"site51","Tropical_East_Pacific"
"16106","Lutjanidae",3,61,0.0491803278688525,"site51","Tropical_East_Pacific"
"2578","Tetraodontidae",3,61,0.0491803278688525,"site51","Tropical_East_Pacific"
"1503","Acanthuridae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"3203","Balistidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"4125","Blenniidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"5113","Carangidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"7112","Chaetodontidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"8112","Cirrhitidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"12127","Haemulidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"13114","Kyphosidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"21137","Scaridae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"22113","Scorpaenidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"2674","Tripterygiidae",2,61,0.0327868852459016,"site51","Tropical_East_Pacific"
"2397","Apogonidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"9112","Diodontidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"10112","Fistulariidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"11150","Gobiidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"17105","Muraenidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"18104","Ostraciidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"1999","Pomacanthidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"2483","Sphyraenidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"2770","Urotrygonidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"2864","Zanclidae",1,61,0.0163934426229508,"site51","Tropical_East_Pacific"
"17106","Labridae",8,90,0.0888888888888889,"site52","Tropical_East_Pacific"
"2675","Serranidae",8,90,0.0888888888888889,"site52","Tropical_East_Pacific"
"2098","Muraenidae",7,90,0.0777777777777778,"site52","Tropical_East_Pacific"
"14109","Haemulidae",6,90,0.0666666666666667,"site52","Tropical_East_Pacific"
"19100","Lutjanidae",5,90,0.0555555555555556,"site52","Tropical_East_Pacific"
"2398","Pomacentridae",5,90,0.0555555555555556,"site52","Tropical_East_Pacific"
"1504","Acanthuridae",4,90,0.0444444444444444,"site52","Tropical_East_Pacific"
"6113","Carangidae",4,90,0.0444444444444444,"site52","Tropical_East_Pacific"
"4126","Balistidae",3,90,0.0333333333333333,"site52","Tropical_East_Pacific"
"5114","Blenniidae",3,90,0.0333333333333333,"site52","Tropical_East_Pacific"
"7113","Chaenopsidae",3,90,0.0333333333333333,"site52","Tropical_East_Pacific"
"9113","Cirrhitidae",3,90,0.0333333333333333,"site52","Tropical_East_Pacific"
"18105","Labrisomidae",3,90,0.0333333333333333,"site52","Tropical_East_Pacific"
"2579","Scorpaenidae",3,90,0.0333333333333333,"site52","Tropical_East_Pacific"
"2865","Tetraodontidae",3,90,0.0333333333333333,"site52","Tropical_East_Pacific"
"2399","Apogonidae",2,90,0.0222222222222222,"site52","Tropical_East_Pacific"
"8113","Chaetodontidae",2,90,0.0222222222222222,"site52","Tropical_East_Pacific"
"15108","Holocentridae",2,90,0.0222222222222222,"site52","Tropical_East_Pacific"
"16107","Kyphosidae",2,90,0.0222222222222222,"site52","Tropical_East_Pacific"
"22114","Pomacanthidae",2,90,0.0222222222222222,"site52","Tropical_East_Pacific"
"2484","Scaridae",2,90,0.0222222222222222,"site52","Tropical_East_Pacific"
"2958","Tripterygiidae",2,90,0.0222222222222222,"site52","Tropical_East_Pacific"
"3204","Aulostomidae",1,90,0.0111111111111111,"site52","Tropical_East_Pacific"
"10113","Diodontidae",1,90,0.0111111111111111,"site52","Tropical_East_Pacific"
"11151","Ephippidae",1,90,0.0111111111111111,"site52","Tropical_East_Pacific"
"12128","Fistulariidae",1,90,0.0111111111111111,"site52","Tropical_East_Pacific"
"13115","Gobiidae",1,90,0.0111111111111111,"site52","Tropical_East_Pacific"
"21138","Ostraciidae",1,90,0.0111111111111111,"site52","Tropical_East_Pacific"
"2771","Synodontidae",1,90,0.0111111111111111,"site52","Tropical_East_Pacific"
"3053","Zanclidae",1,90,0.0111111111111111,"site52","Tropical_East_Pacific"
"16108","Labridae",6,70,0.0857142857142857,"site53","Tropical_East_Pacific"
"2772","Serranidae",6,70,0.0857142857142857,"site53","Tropical_East_Pacific"
"23100","Pomacentridae",5,70,0.0714285714285714,"site53","Tropical_East_Pacific"
"1505","Acanthuridae",4,70,0.0571428571428571,"site53","Tropical_East_Pacific"
"5115","Carangidae",4,70,0.0571428571428571,"site53","Tropical_East_Pacific"
"18106","Lutjanidae",4,70,0.0571428571428571,"site53","Tropical_East_Pacific"
"3205","Balistidae",3,70,0.0428571428571429,"site53","Tropical_East_Pacific"
"9114","Cirrhitidae",3,70,0.0428571428571429,"site53","Tropical_East_Pacific"
"13116","Haemulidae",3,70,0.0428571428571429,"site53","Tropical_East_Pacific"
"2099","Muraenidae",3,70,0.0428571428571429,"site53","Tropical_East_Pacific"
"2866","Tetraodontidae",3,70,0.0428571428571429,"site53","Tropical_East_Pacific"
"4127","Blenniidae",2,70,0.0285714285714286,"site53","Tropical_East_Pacific"
"7114","Chaenopsidae",2,70,0.0285714285714286,"site53","Tropical_East_Pacific"
"8114","Chaetodontidae",2,70,0.0285714285714286,"site53","Tropical_East_Pacific"
"15109","Kyphosidae",2,70,0.0285714285714286,"site53","Tropical_East_Pacific"
"17107","Labrisomidae",2,70,0.0285714285714286,"site53","Tropical_East_Pacific"
"22115","Pomacanthidae",2,70,0.0285714285714286,"site53","Tropical_East_Pacific"
"2485","Scaridae",2,70,0.0285714285714286,"site53","Tropical_East_Pacific"
"2400","Apogonidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"6114","Carcharhinidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"10114","Diodontidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"11152","Fistulariidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"12129","Gobiidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"14110","Holocentridae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"19101","Mullidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"21139","Ostraciidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"2580","Sciaenidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"2676","Scorpaenidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"2959","Tripterygiidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"3054","Zanclidae",1,70,0.0142857142857143,"site53","Tropical_East_Pacific"
"5116","Carangidae",7,76,0.0921052631578947,"site54","Tropical_East_Pacific"
"15110","Labridae",7,76,0.0921052631578947,"site54","Tropical_East_Pacific"
"2677","Serranidae",6,76,0.0789473684210526,"site54","Tropical_East_Pacific"
"1506","Acanthuridae",5,76,0.0657894736842105,"site54","Tropical_East_Pacific"
"12130","Haemulidae",5,76,0.0657894736842105,"site54","Tropical_East_Pacific"
"17108","Lutjanidae",5,76,0.0657894736842105,"site54","Tropical_East_Pacific"
"23101","Pomacentridae",5,76,0.0657894736842105,"site54","Tropical_East_Pacific"
"3206","Balistidae",3,76,0.0394736842105263,"site54","Tropical_East_Pacific"
"7115","Chaenopsidae",3,76,0.0394736842105263,"site54","Tropical_East_Pacific"
"19102","Muraenidae",3,76,0.0394736842105263,"site54","Tropical_East_Pacific"
"2486","Scaridae",3,76,0.0394736842105263,"site54","Tropical_East_Pacific"
"4128","Blenniidae",2,76,0.0263157894736842,"site54","Tropical_East_Pacific"
"8115","Chaetodontidae",2,76,0.0263157894736842,"site54","Tropical_East_Pacific"
"9115","Cirrhitidae",2,76,0.0263157894736842,"site54","Tropical_East_Pacific"
"10115","Diodontidae",2,76,0.0263157894736842,"site54","Tropical_East_Pacific"
"13117","Holocentridae",2,76,0.0263157894736842,"site54","Tropical_East_Pacific"
"14111","Kyphosidae",2,76,0.0263157894736842,"site54","Tropical_East_Pacific"
"2773","Tetraodontidae",2,76,0.0263157894736842,"site54","Tropical_East_Pacific"
"2401","Apogonidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"6115","Carcharhinidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"11153","Gobiidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"16109","Labrisomidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"18107","Mullidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"20100","Ophichthidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"21140","Ostraciidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"22116","Pomacanthidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"2581","Scombridae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"2867","Zanclidae",1,76,0.0131578947368421,"site54","Tropical_East_Pacific"
"14112","Labridae",6,48,0.125,"site55","Tropical_East_Pacific"
"18108","Pomacentridae",5,48,0.104166666666667,"site55","Tropical_East_Pacific"
"21141","Serranidae",4,48,0.0833333333333333,"site55","Tropical_East_Pacific"
"3207","Balistidae",3,48,0.0625,"site55","Tropical_East_Pacific"
"5117","Chaenopsidae",3,48,0.0625,"site55","Tropical_East_Pacific"
"1507","Acanthuridae",2,48,0.0416666666666667,"site55","Tropical_East_Pacific"
"4129","Blenniidae",2,48,0.0416666666666667,"site55","Tropical_East_Pacific"
"7116","Cirrhitidae",2,48,0.0416666666666667,"site55","Tropical_East_Pacific"
"11154","Haemulidae",2,48,0.0416666666666667,"site55","Tropical_East_Pacific"
"12131","Holocentridae",2,48,0.0416666666666667,"site55","Tropical_East_Pacific"
"15111","Lutjanidae",2,48,0.0416666666666667,"site55","Tropical_East_Pacific"
"16110","Muraenidae",2,48,0.0416666666666667,"site55","Tropical_East_Pacific"
"22117","Tetraodontidae",2,48,0.0416666666666667,"site55","Tropical_East_Pacific"
"2402","Apogonidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"6116","Chaetodontidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"8116","Diodontidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"9116","Fistulariidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"10116","Gobiidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"13118","Kyphosidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"17109","Pomacanthidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"19103","Scaridae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"20101","Scorpaenidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"23102","Tripterygiidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"2487","Zanclidae",1,48,0.0208333333333333,"site55","Tropical_East_Pacific"
"8117","Pomacentridae",6,22,0.272727272727273,"site47","Tropical_East_Pacific"
"5118","Labridae",4,22,0.181818181818182,"site47","Tropical_East_Pacific"
"3208","Haemulidae",2,22,0.0909090909090909,"site47","Tropical_East_Pacific"
"9117","Serranidae",2,22,0.0909090909090909,"site47","Tropical_East_Pacific"
"10117","Tetraodontidae",2,22,0.0909090909090909,"site47","Tropical_East_Pacific"
"1508","Chaenopsidae",1,22,0.0454545454545455,"site47","Tropical_East_Pacific"
"2403","Chaetodontidae",1,22,0.0454545454545455,"site47","Tropical_East_Pacific"
"4130","Kyphosidae",1,22,0.0454545454545455,"site47","Tropical_East_Pacific"
"6117","Muraenidae",1,22,0.0454545454545455,"site47","Tropical_East_Pacific"
"7117","Pomacanthidae",1,22,0.0454545454545455,"site47","Tropical_East_Pacific"
"11155","Urotrygonidae",1,22,0.0454545454545455,"site47","Tropical_East_Pacific"
"13119","Labridae",6,56,0.107142857142857,"site56","Tropical_East_Pacific"
"10118","Haemulidae",5,56,0.0892857142857143,"site56","Tropical_East_Pacific"
"18109","Pomacentridae",5,56,0.0892857142857143,"site56","Tropical_East_Pacific"
"21142","Serranidae",4,56,0.0714285714285714,"site56","Tropical_East_Pacific"
"2404","Balistidae",3,56,0.0535714285714286,"site56","Tropical_East_Pacific"
"3209","Blenniidae",3,56,0.0535714285714286,"site56","Tropical_East_Pacific"
"5119","Chaenopsidae",3,56,0.0535714285714286,"site56","Tropical_East_Pacific"
"14113","Labrisomidae",3,56,0.0535714285714286,"site56","Tropical_East_Pacific"
"19104","Scaridae",3,56,0.0535714285714286,"site56","Tropical_East_Pacific"
"2582","Tetraodontidae",3,56,0.0535714285714286,"site56","Tropical_East_Pacific"
"6118","Chaetodontidae",2,56,0.0357142857142857,"site56","Tropical_East_Pacific"
"16111","Muraenidae",2,56,0.0357142857142857,"site56","Tropical_East_Pacific"
"20102","Scorpaenidae",2,56,0.0357142857142857,"site56","Tropical_East_Pacific"
"1509","Apogonidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"4131","Carangidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"7118","Cirrhitidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"8118","Diodontidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"9118","Gobiidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"11156","Holocentridae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"12132","Kyphosidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"15112","Lutjanidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"17110","Pomacanthidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"22118","Sparidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"23103","Syngnathidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"2488","Synodontidae",1,56,0.0178571428571429,"site56","Tropical_East_Pacific"
"19105","Serranidae",7,42,0.166666666666667,"site58","Galapagos"
"12133","Labridae",4,42,0.0952380952380952,"site58","Galapagos"
"10119","Haemulidae",3,42,0.0714285714285714,"site58","Galapagos"
"17111","Pomacentridae",3,42,0.0714285714285714,"site58","Galapagos"
"18110","Scaridae",3,42,0.0714285714285714,"site58","Galapagos"
"4132","Blenniidae",2,42,0.0476190476190476,"site58","Galapagos"
"6119","Chaetodontidae",2,42,0.0476190476190476,"site58","Galapagos"
"7119","Cirrhitidae",2,42,0.0476190476190476,"site58","Galapagos"
"13120","Lutjanidae",2,42,0.0476190476190476,"site58","Galapagos"
"21143","Tetraodontidae",2,42,0.0476190476190476,"site58","Galapagos"
"1600","Acanthuridae",1,42,0.0238095238095238,"site58","Galapagos"
"2405","Apogonidae",1,42,0.0238095238095238,"site58","Galapagos"
"3244","Balistidae",1,42,0.0238095238095238,"site58","Galapagos"
"5120","Carcharhinidae",1,42,0.0238095238095238,"site58","Galapagos"
"8119","Dasyatidae",1,42,0.0238095238095238,"site58","Galapagos"
"9119","Gobiidae",1,42,0.0238095238095238,"site58","Galapagos"
"11157","Kyphosidae",1,42,0.0238095238095238,"site58","Galapagos"
"14114","Mullidae",1,42,0.0238095238095238,"site58","Galapagos"
"15113","Ophichthidae",1,42,0.0238095238095238,"site58","Galapagos"
"16112","Pomacanthidae",1,42,0.0238095238095238,"site58","Galapagos"
"20103","Synodontidae",1,42,0.0238095238095238,"site58","Galapagos"
"22119","Tripterygiidae",1,42,0.0238095238095238,"site58","Galapagos"
"15114","Pomacentridae",5,36,0.138888888888889,"site60","Galapagos"
"17112","Serranidae",5,36,0.138888888888889,"site60","Galapagos"
"12134","Labridae",4,36,0.111111111111111,"site60","Galapagos"
"4133","Balistidae",2,36,0.0555555555555556,"site60","Galapagos"
"5121","Blenniidae",2,36,0.0555555555555556,"site60","Galapagos"
"8120","Chaetodontidae",2,36,0.0555555555555556,"site60","Galapagos"
"9120","Cirrhitidae",2,36,0.0555555555555556,"site60","Galapagos"
"18111","Tetraodontidae",2,36,0.0555555555555556,"site60","Galapagos"
"1601","Acanthuridae",1,36,0.0277777777777778,"site60","Galapagos"
"2406","Apogonidae",1,36,0.0277777777777778,"site60","Galapagos"
"3245","Aulostomidae",1,36,0.0277777777777778,"site60","Galapagos"
"6120","Carangidae",1,36,0.0277777777777778,"site60","Galapagos"
"7120","Carcharhinidae",1,36,0.0277777777777778,"site60","Galapagos"
"10120","Haemulidae",1,36,0.0277777777777778,"site60","Galapagos"
"11158","Kyphosidae",1,36,0.0277777777777778,"site60","Galapagos"
"13121","Lutjanidae",1,36,0.0277777777777778,"site60","Galapagos"
"14115","Pomacanthidae",1,36,0.0277777777777778,"site60","Galapagos"
"16113","Scaridae",1,36,0.0277777777777778,"site60","Galapagos"
"19106","Tripterygiidae",1,36,0.0277777777777778,"site60","Galapagos"
"20104","Zanclidae",1,36,0.0277777777777778,"site60","Galapagos"
"2678","Serranidae",8,58,0.137931034482759,"site59","Galapagos"
"22120","Pomacentridae",5,58,0.0862068965517241,"site59","Galapagos"
"23104","Scaridae",5,58,0.0862068965517241,"site59","Galapagos"
"16114","Labridae",4,58,0.0689655172413793,"site59","Galapagos"
"13122","Haemulidae",3,58,0.0517241379310345,"site59","Galapagos"
"2583","Scombridae",3,58,0.0517241379310345,"site59","Galapagos"
"4134","Balistidae",2,58,0.0344827586206897,"site59","Galapagos"
"5122","Blenniidae",2,58,0.0344827586206897,"site59","Galapagos"
"7121","Carcharhinidae",2,58,0.0344827586206897,"site59","Galapagos"
"8121","Chaetodontidae",2,58,0.0344827586206897,"site59","Galapagos"
"9121","Cirrhitidae",2,58,0.0344827586206897,"site59","Galapagos"
"15115","Kyphosidae",2,58,0.0344827586206897,"site59","Galapagos"
"1602","Acanthuridae",1,58,0.0172413793103448,"site59","Galapagos"
"2407","Apogonidae",1,58,0.0172413793103448,"site59","Galapagos"
"3246","Aulostomidae",1,58,0.0172413793103448,"site59","Galapagos"
"6121","Bothidae",1,58,0.0172413793103448,"site59","Galapagos"
"10121","Congridae",1,58,0.0172413793103448,"site59","Galapagos"
"11159","Diodontidae",1,58,0.0172413793103448,"site59","Galapagos"
"12135","Fistulariidae",1,58,0.0172413793103448,"site59","Galapagos"
"14116","Holocentridae",1,58,0.0172413793103448,"site59","Galapagos"
"17113","Labrisomidae",1,58,0.0172413793103448,"site59","Galapagos"
"18112","Lutjanidae",1,58,0.0172413793103448,"site59","Galapagos"
"19107","Malacanthidae",1,58,0.0172413793103448,"site59","Galapagos"
"20105","Muraenidae",1,58,0.0172413793103448,"site59","Galapagos"
"21144","Pomacanthidae",1,58,0.0172413793103448,"site59","Galapagos"
"2489","Sciaenidae",1,58,0.0172413793103448,"site59","Galapagos"
"2774","Sparidae",1,58,0.0172413793103448,"site59","Galapagos"
"2868","Sphyraenidae",1,58,0.0172413793103448,"site59","Galapagos"
"2960","Tetraodontidae",1,58,0.0172413793103448,"site59","Galapagos"
"3055","Tripterygiidae",1,58,0.0172413793103448,"site59","Galapagos"
"11160","Labridae",5,41,0.121951219512195,"site63","Galapagos"
"17114","Pomacentridae",5,41,0.121951219512195,"site63","Galapagos"
"21145","Serranidae",4,41,0.0975609756097561,"site63","Galapagos"
"5123","Blenniidae",2,41,0.0487804878048781,"site63","Galapagos"
"6122","Carangidae",2,41,0.0487804878048781,"site63","Galapagos"
"8122","Cirrhitidae",2,41,0.0487804878048781,"site63","Galapagos"
"14117","Muraenidae",2,41,0.0487804878048781,"site63","Galapagos"
"19108","Scaridae",2,41,0.0487804878048781,"site63","Galapagos"
"1603","Acanthuridae",1,41,0.024390243902439,"site63","Galapagos"
"2408","Apogonidae",1,41,0.024390243902439,"site63","Galapagos"
"3247","Aulostomidae",1,41,0.024390243902439,"site63","Galapagos"
"4135","Balistidae",1,41,0.024390243902439,"site63","Galapagos"
