"","family","n_species","n_sp_total","prop","site35","province"
"13","Labridae",33,134,0.246268656716418,"site25","Northwest_Australian_Shelf"
"24","Pomacentridae",22,134,0.164179104477612,"site25","Northwest_Australian_Shelf"
"4","Blenniidae",7,134,0.0522388059701493,"site25","Northwest_Australian_Shelf"
"6","Chaetodontidae",7,134,0.0522388059701493,"site25","Northwest_Australian_Shelf"
"10","Gobiidae",7,134,0.0522388059701493,"site25","Northwest_Australian_Shelf"
"26","Scaridae",7,134,0.0522388059701493,"site25","Northwest_Australian_Shelf"
"1","Acanthuridae",5,134,0.0373134328358209,"site25","Northwest_Australian_Shelf"
"28","Serranidae",5,134,0.0373134328358209,"site25","Northwest_Australian_Shelf"
"19","Mullidae",4,134,0.0298507462686567,"site25","Northwest_Australian_Shelf"
"2","Apogonidae",3,134,0.0223880597014925,"site25","Northwest_Australian_Shelf"
"16","Lutjanidae",3,134,0.0223880597014925,"site25","Northwest_Australian_Shelf"
"23","Pomacanthidae",3,134,0.0223880597014925,"site25","Northwest_Australian_Shelf"
"29","Siganidae",3,134,0.0223880597014925,"site25","Northwest_Australian_Shelf"
"31","Synodontidae",3,134,0.0223880597014925,"site25","Northwest_Australian_Shelf"
"3","Balistidae",2,134,0.0149253731343284,"site25","Northwest_Australian_Shelf"
"18","Monacanthidae",2,134,0.0149253731343284,"site25","Northwest_Australian_Shelf"
"20","Nemipteridae",2,134,0.0149253731343284,"site25","Northwest_Australian_Shelf"
"25","Pseudochromidae",2,134,0.0149253731343284,"site25","Northwest_Australian_Shelf"
"5","Carangidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"7","Diodontidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"8","Fistulariidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"9","Gobiesocidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"11","Haemulidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"12","Holocentridae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"14","Latidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"15","Lethrinidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"17","Microdesmidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"21","Ostraciidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"22","Pinguipedidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"27","Scorpaenidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"30","Sphyraenidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"32","Zanclidae",1,134,0.00746268656716418,"site25","Northwest_Australian_Shelf"
"111","Gobiidae",10,46,0.217391304347826,"site198","Sahul_Shelf"
"141","Labridae",5,46,0.108695652173913,"site198","Sahul_Shelf"
"71","Chaetodontidae",3,46,0.0652173913043478,"site198","Sahul_Shelf"
"210","Apogonidae",2,46,0.0434782608695652,"site198","Sahul_Shelf"
"41","Blenniidae",2,46,0.0434782608695652,"site198","Sahul_Shelf"
"121","Haemulidae",2,46,0.0434782608695652,"site198","Sahul_Shelf"
"171","Nemipteridae",2,46,0.0434782608695652,"site198","Sahul_Shelf"
"181","Pinguipedidae",2,46,0.0434782608695652,"site198","Sahul_Shelf"
"191","Pomacanthidae",2,46,0.0434782608695652,"site198","Sahul_Shelf"
"201","Pomacentridae",2,46,0.0434782608695652,"site198","Sahul_Shelf"
"221","Serranidae",2,46,0.0434782608695652,"site198","Sahul_Shelf"
"110","Acanthuridae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"33","Balistidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"51","Caesionidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"61","Carangidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"81","Dasyatidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"91","Diodontidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"101","Gobiesocidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"131","Holocentridae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"151","Lethrinidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"161","Lutjanidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"211","Pseudochromidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"231","Siganidae",1,46,0.0217391304347826,"site198","Sahul_Shelf"
"232","Pomacentridae",21,108,0.194444444444444,"site201","Sahul_Shelf"
"152","Labridae",17,108,0.157407407407407,"site201","Sahul_Shelf"
"122","Gobiidae",13,108,0.12037037037037,"site201","Sahul_Shelf"
"251","Serranidae",7,108,0.0648148148148148,"site201","Sahul_Shelf"
"212","Apogonidae",5,108,0.0462962962962963,"site201","Sahul_Shelf"
"42","Blenniidae",5,108,0.0462962962962963,"site201","Sahul_Shelf"
"132","Haemulidae",5,108,0.0462962962962963,"site201","Sahul_Shelf"
"162","Lutjanidae",4,108,0.037037037037037,"site201","Sahul_Shelf"
"62","Carangidae",3,108,0.0277777777777778,"site201","Sahul_Shelf"
"82","Chaetodontidae",3,108,0.0277777777777778,"site201","Sahul_Shelf"
"182","Nemipteridae",3,108,0.0277777777777778,"site201","Sahul_Shelf"
"52","Caesionidae",2,108,0.0185185185185185,"site201","Sahul_Shelf"
"72","Carcharhinidae",2,108,0.0185185185185185,"site201","Sahul_Shelf"
"172","Microdesmidae",2,108,0.0185185185185185,"site201","Sahul_Shelf"
"241","Scaridae",2,108,0.0185185185185185,"site201","Sahul_Shelf"
"261","Siganidae",2,108,0.0185185185185185,"site201","Sahul_Shelf"
"271","Tripterygiidae",2,108,0.0185185185185185,"site201","Sahul_Shelf"
"112","Acanthuridae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"34","Balistidae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"92","Dasyatidae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"102","Ephippidae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"113","Gobiesocidae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"142","Holocentridae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"192","Pempheridae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"202","Pinguipedidae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"213","Plotosidae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"222","Pomacanthidae",1,108,0.00925925925925926,"site201","Sahul_Shelf"
"123","Labridae",14,62,0.225806451612903,"site207","Northeast_Australian_Shelf"
"93","Gobiidae",7,62,0.112903225806452,"site207","Northeast_Australian_Shelf"
"183","Pomacentridae",6,62,0.0967741935483871,"site207","Northeast_Australian_Shelf"
"73","Chaetodontidae",4,62,0.0645161290322581,"site207","Northeast_Australian_Shelf"
"214","Serranidae",4,62,0.0645161290322581,"site207","Northeast_Australian_Shelf"
"53","Carangidae",2,62,0.032258064516129,"site207","Northeast_Australian_Shelf"
"103","Haemulidae",2,62,0.032258064516129,"site207","Northeast_Australian_Shelf"
"114","Holocentridae",2,62,0.032258064516129,"site207","Northeast_Australian_Shelf"
"153","Nemipteridae",2,62,0.032258064516129,"site207","Northeast_Australian_Shelf"
"173","Pomacanthidae",2,62,0.032258064516129,"site207","Northeast_Australian_Shelf"
"203","Scaridae",2,62,0.032258064516129,"site207","Northeast_Australian_Shelf"
"223","Siganidae",2,62,0.032258064516129,"site207","Northeast_Australian_Shelf"
"233","Sphyraenidae",2,62,0.032258064516129,"site207","Northeast_Australian_Shelf"
"115","Acanthuridae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"215","Apogonidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"35","Balistidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"43","Caesionidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"63","Carcharhinidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"83","Glaucosomatidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"133","Lethrinidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"143","Lutjanidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"163","Plotosidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"193","Pseudochromidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"242","Tetraodontidae",1,62,0.0161290322580645,"site207","Northeast_Australian_Shelf"
"124","Labridae",8,44,0.181818181818182,"site208","Northeast_Australian_Shelf"
"184","Pomacentridae",5,44,0.113636363636364,"site208","Northeast_Australian_Shelf"
"216","Serranidae",4,44,0.0909090909090909,"site208","Northeast_Australian_Shelf"
"94","Gobiidae",3,44,0.0681818181818182,"site208","Northeast_Australian_Shelf"
"74","Chaetodontidae",2,44,0.0454545454545455,"site208","Northeast_Australian_Shelf"
"144","Lutjanidae",2,44,0.0454545454545455,"site208","Northeast_Australian_Shelf"
"154","Nemipteridae",2,44,0.0454545454545455,"site208","Northeast_Australian_Shelf"
"164","Pinguipedidae",2,44,0.0454545454545455,"site208","Northeast_Australian_Shelf"
"204","Scaridae",2,44,0.0454545454545455,"site208","Northeast_Australian_Shelf"
"224","Siganidae",2,44,0.0454545454545455,"site208","Northeast_Australian_Shelf"
"116","Acanthuridae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"217","Apogonidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"36","Balistidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"44","Blenniidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"54","Caesionidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"64","Carangidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"84","Ephippidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"104","Haemulidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"117","Holocentridae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"134","Lethrinidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"174","Plotosidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"194","Pseudochromidae",1,44,0.0227272727272727,"site208","Northeast_Australian_Shelf"
"125","Labridae",13,80,0.1625,"site114","Hawaii"
"118","Acanthuridae",12,80,0.15,"site114","Hawaii"
"195","Pomacentridae",9,80,0.1125,"site114","Hawaii"
"65","Chaetodontidae",7,80,0.0875,"site114","Hawaii"
"37","Balistidae",4,80,0.05,"site114","Hawaii"
"75","Cirrhitidae",4,80,0.05,"site114","Hawaii"
"165","Mullidae",4,80,0.05,"site114","Hawaii"
"205","Scaridae",4,80,0.05,"site114","Hawaii"
"155","Monacanthidae",3,80,0.0375,"site114","Hawaii"
"145","Lutjanidae",2,80,0.025,"site114","Hawaii"
"175","Muraenidae",2,80,0.025,"site114","Hawaii"
"218","Scorpaenidae",2,80,0.025,"site114","Hawaii"
"225","Synodontidae",2,80,0.025,"site114","Hawaii"
"234","Tetraodontidae",2,80,0.025,"site114","Hawaii"
"219","Apogonidae",1,80,0.0125,"site114","Hawaii"
"45","Blenniidae",1,80,0.0125,"site114","Hawaii"
"55","Carangidae",1,80,0.0125,"site114","Hawaii"
"85","Diodontidae",1,80,0.0125,"site114","Hawaii"
"95","Fistulariidae",1,80,0.0125,"site114","Hawaii"
"105","Holocentridae",1,80,0.0125,"site114","Hawaii"
"119","Kyphosidae",1,80,0.0125,"site114","Hawaii"
"135","Lethrinidae",1,80,0.0125,"site114","Hawaii"
"185","Ostraciidae",1,80,0.0125,"site114","Hawaii"
"243","Zanclidae",1,80,0.0125,"site114","Hawaii"
"186","Labridae",39,188,0.207446808510638,"site8","Lord_Howe_and_Norfolk_Islands"
"96","Chaetodontidae",23,188,0.122340425531915,"site8","Lord_Howe_and_Norfolk_Islands"
"311","Pomacentridae",23,188,0.122340425531915,"site8","Lord_Howe_and_Norfolk_Islands"
"351","Serranidae",10,188,0.0531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"66","Blenniidae",8,188,0.0425531914893617,"site8","Lord_Howe_and_Norfolk_Islands"
"146","Gobiidae",8,188,0.0425531914893617,"site8","Lord_Howe_and_Norfolk_Islands"
"176","Kyphosidae",7,188,0.0372340425531915,"site8","Lord_Howe_and_Norfolk_Islands"
"120","Acanthuridae",6,188,0.0319148936170213,"site8","Lord_Howe_and_Norfolk_Islands"
"331","Scaridae",6,188,0.0319148936170213,"site8","Lord_Howe_and_Norfolk_Islands"
"226","Monacanthidae",5,188,0.0265957446808511,"site8","Lord_Howe_and_Norfolk_Islands"
"235","Mullidae",5,188,0.0265957446808511,"site8","Lord_Howe_and_Norfolk_Islands"
"244","Muraenidae",5,188,0.0265957446808511,"site8","Lord_Howe_and_Norfolk_Islands"
"76","Carangidae",4,188,0.0212765957446809,"site8","Lord_Howe_and_Norfolk_Islands"
"310","Apogonidae",3,188,0.0159574468085106,"site8","Lord_Howe_and_Norfolk_Islands"
"106","Cheilodactylidae",3,188,0.0159574468085106,"site8","Lord_Howe_and_Norfolk_Islands"
"301","Pomacanthidae",3,188,0.0159574468085106,"site8","Lord_Howe_and_Norfolk_Islands"
"361","Synodontidae",3,188,0.0159574468085106,"site8","Lord_Howe_and_Norfolk_Islands"
"371","Tetraodontidae",3,188,0.0159574468085106,"site8","Lord_Howe_and_Norfolk_Islands"
"56","Balistidae",2,188,0.0106382978723404,"site8","Lord_Howe_and_Norfolk_Islands"
"1110","Cirrhitidae",2,188,0.0106382978723404,"site8","Lord_Howe_and_Norfolk_Islands"
"166","Holocentridae",2,188,0.0106382978723404,"site8","Lord_Howe_and_Norfolk_Islands"
"220","Aplodactylidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"46","Aulostomidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"86","Carcharhinidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"126","Diodontidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"136","Fistulariidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"156","Haemulidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"196","Lethrinidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"206","Lutjanidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"2110","Microdesmidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"252","Nemipteridae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"262","Ophichthidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"272","Ostraciidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"281","Pempheridae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"291","Pinguipedidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"321","Priacanthidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"341","Scorpaenidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"38","Tripterygiidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"39","Zanclidae",1,188,0.00531914893617021,"site8","Lord_Howe_and_Norfolk_Islands"
"273","Pomacentridae",53,276,0.192028985507246,"site13","Northeast_Australian_Shelf"
"157","Labridae",44,276,0.159420289855072,"site13","Northeast_Australian_Shelf"
"97","Chaetodontidae",24,276,0.0869565217391304,"site13","Northeast_Australian_Shelf"
"127","Acanthuridae",20,276,0.072463768115942,"site13","Northeast_Australian_Shelf"
"292","Scaridae",18,276,0.0652173913043478,"site13","Northeast_Australian_Shelf"
"57","Blenniidae",11,276,0.0398550724637681,"site13","Northeast_Australian_Shelf"
"227","Apogonidae",10,276,0.036231884057971,"site13","Northeast_Australian_Shelf"
"1111","Gobiidae",10,276,0.036231884057971,"site13","Northeast_Australian_Shelf"
"137","Holocentridae",9,276,0.0326086956521739,"site13","Northeast_Australian_Shelf"
"312","Serranidae",9,276,0.0326086956521739,"site13","Northeast_Australian_Shelf"
"177","Lutjanidae",8,276,0.0289855072463768,"site13","Northeast_Australian_Shelf"
"167","Lethrinidae",6,276,0.0217391304347826,"site13","Northeast_Australian_Shelf"
"263","Pomacanthidae",6,276,0.0217391304347826,"site13","Northeast_Australian_Shelf"
"322","Siganidae",5,276,0.0181159420289855,"site13","Northeast_Australian_Shelf"
"67","Caesionidae",4,276,0.0144927536231884,"site13","Northeast_Australian_Shelf"
"207","Mullidae",4,276,0.0144927536231884,"site13","Northeast_Australian_Shelf"
"47","Balistidae",3,276,0.0108695652173913,"site13","Northeast_Australian_Shelf"
"77","Carangidae",3,276,0.0108695652173913,"site13","Northeast_Australian_Shelf"
"128","Haemulidae",3,276,0.0108695652173913,"site13","Northeast_Australian_Shelf"
"342","Tetraodontidae",3,276,0.0108695652173913,"site13","Northeast_Australian_Shelf"
"107","Cirrhitidae",2,276,0.0072463768115942,"site13","Northeast_Australian_Shelf"
"147","Kyphosidae",2,276,0.0072463768115942,"site13","Northeast_Australian_Shelf"
"187","Microdesmidae",2,276,0.0072463768115942,"site13","Northeast_Australian_Shelf"
"197","Monacanthidae",2,276,0.0072463768115942,"site13","Northeast_Australian_Shelf"
"2111","Nemipteridae",2,276,0.0072463768115942,"site13","Northeast_Australian_Shelf"
"228","Ostraciidae",2,276,0.0072463768115942,"site13","Northeast_Australian_Shelf"
"245","Pinguipedidae",2,276,0.0072463768115942,"site13","Northeast_Australian_Shelf"
"253","Plesiopidae",2,276,0.0072463768115942,"site13","Northeast_Australian_Shelf"
"313","Aulostomidae",1,276,0.0036231884057971,"site13","Northeast_Australian_Shelf"
"87","Carcharhinidae",1,276,0.0036231884057971,"site13","Northeast_Australian_Shelf"
"236","Pempheridae",1,276,0.0036231884057971,"site13","Northeast_Australian_Shelf"
"282","Pseudochromidae",1,276,0.0036231884057971,"site13","Northeast_Australian_Shelf"
"302","Scombridae",1,276,0.0036231884057971,"site13","Northeast_Australian_Shelf"
"332","Synodontidae",1,276,0.0036231884057971,"site13","Northeast_Australian_Shelf"
"352","Zanclidae",1,276,0.0036231884057971,"site13","Northeast_Australian_Shelf"
"148","Labridae",27,153,0.176470588235294,"site18","Northeast_Australian_Shelf"
"283","Pomacentridae",23,153,0.150326797385621,"site18","Northeast_Australian_Shelf"
"108","Gobiidae",11,153,0.0718954248366013,"site18","Northeast_Australian_Shelf"
"323","Serranidae",9,153,0.0588235294117647,"site18","Northeast_Australian_Shelf"
"314","Blenniidae",8,153,0.0522875816993464,"site18","Northeast_Australian_Shelf"
"229","Apogonidae",7,153,0.0457516339869281,"site18","Northeast_Australian_Shelf"
"68","Chaetodontidae",6,153,0.0392156862745098,"site18","Northeast_Australian_Shelf"
"303","Scaridae",6,153,0.0392156862745098,"site18","Northeast_Australian_Shelf"
"48","Caesionidae",4,153,0.0261437908496732,"site18","Northeast_Australian_Shelf"
"178","Lutjanidae",4,153,0.0261437908496732,"site18","Northeast_Australian_Shelf"
"274","Pomacanthidae",4,153,0.0261437908496732,"site18","Northeast_Australian_Shelf"
"78","Dasyatidae",3,153,0.0196078431372549,"site18","Northeast_Australian_Shelf"
"293","Pseudochromidae",3,153,0.0196078431372549,"site18","Northeast_Australian_Shelf"
"333","Siganidae",3,153,0.0196078431372549,"site18","Northeast_Australian_Shelf"
"362","Tetraodontidae",3,153,0.0196078431372549,"site18","Northeast_Australian_Shelf"
"372","Tripterygiidae",3,153,0.0196078431372549,"site18","Northeast_Australian_Shelf"
"129","Acanthuridae",2,153,0.0130718954248366,"site18","Northeast_Australian_Shelf"
"1112","Haemulidae",2,153,0.0130718954248366,"site18","Northeast_Australian_Shelf"
"168","Lethrinidae",2,153,0.0130718954248366,"site18","Northeast_Australian_Shelf"
"188","Monacanthidae",2,153,0.0130718954248366,"site18","Northeast_Australian_Shelf"
"2210","Nemipteridae",2,153,0.0130718954248366,"site18","Northeast_Australian_Shelf"
"237","Orectolobidae",2,153,0.0130718954248366,"site18","Northeast_Australian_Shelf"
"254","Pempheridae",2,153,0.0130718954248366,"site18","Northeast_Australian_Shelf"
"343","Sparidae",2,153,0.0130718954248366,"site18","Northeast_Australian_Shelf"
"58","Carangidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"88","Diodontidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"98","Gerreidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"1210","Hemiscylliidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"138","Kyphosidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"158","Latidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"198","Monodactylidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"208","Mullidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"2112","Muraenidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"246","Ostraciidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"264","Pinguipedidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"315","Scorpaenidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"353","Sphyraenidae",1,153,0.0065359477124183,"site18","Northeast_Australian_Shelf"
"109","Labridae",27,107,0.252336448598131,"site16","Northeast_Australian_Shelf"
"2113","Pomacentridae",19,107,0.177570093457944,"site16","Northeast_Australian_Shelf"
"69","Chaetodontidae",9,107,0.0841121495327103,"site16","Northeast_Australian_Shelf"
"89","Gobiidae",6,107,0.0560747663551402,"site16","Northeast_Australian_Shelf"
"230","Apogonidae",5,107,0.0467289719626168,"site16","Northeast_Australian_Shelf"
"247","Serranidae",5,107,0.0467289719626168,"site16","Northeast_Australian_Shelf"
"316","Blenniidae",4,107,0.0373831775700935,"site16","Northeast_Australian_Shelf"
"49","Caesionidae",3,107,0.0280373831775701,"site16","Northeast_Australian_Shelf"
"99","Haemulidae",3,107,0.0280373831775701,"site16","Northeast_Australian_Shelf"
"139","Lutjanidae",3,107,0.0280373831775701,"site16","Northeast_Australian_Shelf"
"169","Mullidae",3,107,0.0280373831775701,"site16","Northeast_Australian_Shelf"
"189","Nemipteridae",3,107,0.0280373831775701,"site16","Northeast_Australian_Shelf"
"199","Pinguipedidae",2,107,0.0186915887850467,"site16","Northeast_Australian_Shelf"
"209","Pomacanthidae",2,107,0.0186915887850467,"site16","Northeast_Australian_Shelf"
"2211","Scaridae",2,107,0.0186915887850467,"site16","Northeast_Australian_Shelf"
"130","Acanthuridae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"59","Carangidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"79","Cirrhitidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"1113","Latidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"1211","Lethrinidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"149","Microdesmidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"159","Monacanthidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"179","Muraenidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"238","Scorpaenidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"255","Siganidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"265","Tetraodontidae",1,107,0.00934579439252336,"site16","Northeast_Australian_Shelf"
"1910","Pomacentridae",14,80,0.175,"site20","Sahul_Shelf"
"1114","Labridae",11,80,0.1375,"site20","Sahul_Shelf"
"910","Gobiidae",7,80,0.0875,"site20","Sahul_Shelf"
"2212","Serranidae",7,80,0.0875,"site20","Sahul_Shelf"
"239","Apogonidae",6,80,0.075,"site20","Sahul_Shelf"
"317","Blenniidae",4,80,0.05,"site20","Sahul_Shelf"
"510","Carangidae",4,80,0.05,"site20","Sahul_Shelf"
"410","Caesionidae",3,80,0.0375,"site20","Sahul_Shelf"
"610","Chaetodontidae",3,80,0.0375,"site20","Sahul_Shelf"
"1610","Nemipteridae",3,80,0.0375,"site20","Sahul_Shelf"
"1010","Haemulidae",2,80,0.025,"site20","Sahul_Shelf"
"1410","Lutjanidae",2,80,0.025,"site20","Sahul_Shelf"
"1510","Microdesmidae",2,80,0.025,"site20","Sahul_Shelf"
"2114","Scaridae",2,80,0.025,"site20","Sahul_Shelf"
"2310","Siganidae",2,80,0.025,"site20","Sahul_Shelf"
"140","Acanthuridae",1,80,0.0125,"site20","Sahul_Shelf"
"710","Chanidae",1,80,0.0125,"site20","Sahul_Shelf"
"810","Gobiesocidae",1,80,0.0125,"site20","Sahul_Shelf"
"1212","Latidae",1,80,0.0125,"site20","Sahul_Shelf"
"1310","Lethrinidae",1,80,0.0125,"site20","Sahul_Shelf"
"1710","Pempheridae",1,80,0.0125,"site20","Sahul_Shelf"
"1810","Pomacanthidae",1,80,0.0125,"site20","Sahul_Shelf"
"2010","Pseudochromidae",1,80,0.0125,"site20","Sahul_Shelf"
"1411","Labridae",15,104,0.144230769230769,"site21","Sahul_Shelf"
"1115","Gobiidae",11,104,0.105769230769231,"site21","Sahul_Shelf"
"256","Pomacentridae",9,104,0.0865384615384615,"site21","Sahul_Shelf"
"284","Serranidae",9,104,0.0865384615384615,"site21","Sahul_Shelf"
"240","Apogonidae",6,104,0.0576923076923077,"site21","Sahul_Shelf"
"1711","Lutjanidae",6,104,0.0576923076923077,"site21","Sahul_Shelf"
"318","Blenniidae",5,104,0.0480769230769231,"site21","Sahul_Shelf"
"611","Chaetodontidae",4,104,0.0384615384615385,"site21","Sahul_Shelf"
"1213","Haemulidae",4,104,0.0384615384615385,"site21","Sahul_Shelf"
"294","Siganidae",4,104,0.0384615384615385,"site21","Sahul_Shelf"
"511","Carangidae",3,104,0.0288461538461538,"site21","Sahul_Shelf"
"1611","Lethrinidae",3,104,0.0288461538461538,"site21","Sahul_Shelf"
"411","Caesionidae",2,104,0.0192307692307692,"site21","Sahul_Shelf"
"1811","Microdesmidae",2,104,0.0192307692307692,"site21","Sahul_Shelf"
"1911","Nemipteridae",2,104,0.0192307692307692,"site21","Sahul_Shelf"
"248","Pomacanthidae",2,104,0.0192307692307692,"site21","Sahul_Shelf"
"266","Pseudochromidae",2,104,0.0192307692307692,"site21","Sahul_Shelf"
"275","Scaridae",2,104,0.0192307692307692,"site21","Sahul_Shelf"
"150","Acanthuridae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"711","Diodontidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"811","Ephippidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"911","Glaucosomatidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"1011","Gobiesocidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"1311","Holocentridae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"1511","Latidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"2011","Ostraciidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"2115","Pempheridae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"2213","Pinguipedidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"2311","Plotosidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"304","Sphyraenidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
