"","family","n_motus","n_motus_total","prop","site","province"
"226","Apogonidae",11,203,0.0541871921182266,"site48","Western_Coral_Triangle"
"385","Pomacanthidae",11,203,0.0541871921182266,"site48","Western_Coral_Triangle"
"320","Balistidae",9,203,0.0443349753694581,"site48","Western_Coral_Triangle"
"197","Gobiidae",8,203,0.0394088669950739,"site48","Western_Coral_Triangle"
"3111","Mullidae",8,203,0.0394088669950739,"site48","Western_Coral_Triangle"
"227","Holocentridae",7,203,0.0344827586206897,"site48","Western_Coral_Triangle"
"266","Lethrinidae",6,203,0.0295566502463054,"site48","Western_Coral_Triangle"
"616","Carangidae",5,203,0.0246305418719212,"site48","Western_Coral_Triangle"
"97","Chaetodontidae",4,203,0.0197044334975369,"site48","Western_Coral_Triangle"
"336","Myctophidae",4,203,0.0197044334975369,"site48","Western_Coral_Triangle"
"4110","Scaridae",4,203,0.0197044334975369,"site48","Western_Coral_Triangle"
"716","Carcharhinidae",3,203,0.0147783251231527,"site48","Western_Coral_Triangle"
"425","Scombridae",3,203,0.0147783251231527,"site48","Western_Coral_Triangle"
"107","Cirrhitidae",2,203,0.00985221674876847,"site48","Western_Coral_Triangle"
"137","Dasyatidae",2,203,0.00985221674876847,"site48","Western_Coral_Triangle"
"157","Engraulidae",2,203,0.00985221674876847,"site48","Western_Coral_Triangle"
"246","Kyphosidae",2,203,0.00985221674876847,"site48","Western_Coral_Triangle"
"326","Muraenidae",2,203,0.00985221674876847,"site48","Western_Coral_Triangle"
"376","Pempheridae",2,203,0.00985221674876847,"site48","Western_Coral_Triangle"
"454","Sphyraenidae",2,203,0.00985221674876847,"site48","Western_Coral_Triangle"
"420","Belonidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"519","Blenniidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"87","Ceratiidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"1111","Clupeidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"128","Congridae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"147","Diodontidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"167","Ephippidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"177","Exocoetidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"187","Fistulariidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"207","Haemulidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"2111","Hemiramphidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"236","Istiophoridae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"286","Malacanthidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"296","Monacanthidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"306","Monocentridae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"346","Myliobatidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"356","Nomeidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"366","Ostraciidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"405","Pseudochromidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"444","Siganidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"464","Synaphobranchidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"474","Synodontidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"484","Tetraodontidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"494","Zanclidae",1,203,0.00492610837438424,"site48","Western_Coral_Triangle"
"148","Scombridae",4,26,0.153846153846154,"site50","Western_Coral_Triangle"
"520","Carangidae",3,26,0.115384615384615,"site50","Western_Coral_Triangle"
"717","Exocoetidae",3,26,0.115384615384615,"site50","Western_Coral_Triangle"
"1112","Lutjanidae",3,26,0.115384615384615,"site50","Western_Coral_Triangle"
"426","Belonidae",2,26,0.0769230769230769,"site50","Western_Coral_Triangle"
"129","Acanthuridae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"228","Ambassidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"327","Apogonidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"617","Engraulidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"88","Gerreidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"98","Hemiramphidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"108","Holocentridae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"1210","Myliobatidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"138","Priacanthidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"158","Serranidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
"168","Sphyraenidae",1,26,0.0384615384615385,"site50","Western_Coral_Triangle"
