"","component","value","sd","percent"
"1","mean_alpha_station",103.593889652831,43.3707744943103,4.79601340985328
"2","mean_beta_station",150.063484996386,95.9056733641735,6.9473835646475
"3","mean_beta_site",304.842424242424,296.891986121761,14.1130751964085
"4","beta_region",1609.6,0,74.5185185185185
