"","component","value","sd","percent"
"1","mean_alpha_station",5.8936170212766,5.33494885163856,3.55037169956421
"2","mean_beta_station",13.6672483766234,14.9522524617663,8.23328215459239
"3","mean_beta_site",28.8409090909091,47.6163140203181,17.3740416210296
"4","beta_region",117.598225511191,0,70.8423045248138
