"","component","value","sd","percent"
"1","mean_alpha_station",6.73358585858586,1.64306783441181,4.18235146496016
"2","mean_beta_station",9.36171454807818,7.21218879181323,5.81472953296782
"3","mean_beta_site",38.4545454545455,53.3520197980257,23.8848108413326
"4","beta_region",106.666666666667,0,66.2525879917184
