"","scale","total","turnover","nestedness"
"1","inter-region",0.939028965931262,0.86900443369609,0.0700245322351719
"2","inter-site",0.832258064516129,0.768888888888889,0.0633691756272401
"3","inter-site",NA,NA,NA
"4","inter-site",0.912815533980583,0.839010397992112,0.0738051359884707
"5","inter-site",0.974967907573813,0.960587326120556,0.0143805814532562
"6","inter-site",0.96259662937533,0.936246828709387,0.0263498006659431
"7","inter-site",0.964148440423144,0.934676169817168,0.029472270605976
"8","inter-site",0.939950118309139,0.908666472133061,0.0312836461760776
"9","inter-site",0.911511234225916,0.819352811812755,0.0921584224131604
"10","inter-site",0.983358307344477,0.974118267084991,0.00924004025948664
"11","inter-site",0.902931100114199,0.829886591060707,0.0730445090534916
"12","inter-site",0.796787148594377,0.713476783691959,0.0833103649024183
"13","inter-site",0.727793696275072,0.612244897959184,0.115548798315888
"14","inter-site",0.909785011050834,0.851077943615257,0.0587070674355768
"15","inter-site",0.839057239057239,0.726857142857143,0.112200096200096
"16","inter-site",0.747675962815405,0.648148148148148,0.0995278146672569
"17","inter-site",0.45,0.266666666666667,0.183333333333333
"18","inter-site",0.801385681293303,0.663536776212833,0.13784890508047
"19","inter-site",0.951252218497338,0.890464374335342,0.0607878441619957
"20","inter-site",0.839005235602094,0.770949720670391,0.0680555149317032
"21","inter-site",0.621776504297994,0.454545454545455,0.16723104975254
"22","inter-site",0.753886010362694,0.666666666666667,0.0872193436960276
"23","inter-site",0.912193175014967,0.875,0.0371931750149671
"24","inter-site",0.769017980636238,0.689013035381751,0.0800049452544874
"25","inter-site",0.58695652173913,0.516949152542373,0.0700073691967576
"26","inter-site",0.932256728778468,0.890289699570815,0.0419670292076525
"27","inter-site",0.798303487276155,0.705234159779614,0.0930693274965402
"28","inter-site",0.671532846715328,0.628099173553719,0.0434336731616095
"29","inter-site",0.783813747228381,0.723404255319149,0.0604094919092324
"30","inter-site",0.798963730569948,0.734246575342466,0.0647171552274824
"31","inter-site",0.726872246696035,0.575342465753425,0.151529780942611
"32","inter-site",0.771295215869312,0.671140939597315,0.100154276271996
"33","inter-site",0.722986247544204,0.546623794212219,0.176362453331986
"34","inter-site",0.883873078181223,0.842572062084257,0.0413010160969662
"35","inter-site",0.759443339960239,0.685714285714286,0.0737290542459529
"36","inter-site",0.686813186813187,0.512820512820513,0.173992673992674
"37","inter-site",0.831643002028398,0.72875816993464,0.102884832093757
"38","inter-site",0.785907859078591,0.655021834061135,0.130886025017455
"39","inter-site",0.69309462915601,0.523809523809524,0.169285105346486
"40","inter-site",0.512820512820513,0.441176470588235,0.0716440422322775
"41","inter-site",0.537037037037037,0.489795918367347,0.0472411186696901
"42","inter-site",0.5,0.333333333333333,0.166666666666667
"43","inter-site",0.977286995828508,0.95975477108672,0.0175322247417884
"44","inter-site",0.612099644128114,0.478468899521531,0.133630744606583
"45","inter-site",0.879977565900168,0.816545220745821,0.0634323451543474
"46","inter-site",0.809571286141575,0.755441741357234,0.054129544784341
"47","inter-site",0.606741573033708,0.492753623188406,0.113987949845302
"48","inter-site",0.590579710144927,0.354285714285714,0.236293995859213
"49","inter-site",0.718696397941681,0.59,0.128696397941681
"50","inter-transect",NA,NA,NA
"51","inter-transect",0.333333333333333,0,0.333333333333333
"52","inter-transect",0.153846153846154,0.153846153846154,0
"53","inter-transect",0.266666666666667,0.153846153846154,0.112820512820513
"54","inter-transect",0.3125,0.266666666666667,0.0458333333333333
"55","inter-transect",NA,NA,NA
"56","inter-transect",0.125,0,0.125
"57","inter-transect",0.444444444444444,0.375,0.0694444444444444
"58","inter-transect",0.333333333333333,0.25,0.0833333333333333
"59","inter-transect",0.2,0.142857142857143,0.0571428571428571
"60","inter-transect",NA,NA,NA
"61","inter-transect",0.3125,0.266666666666667,0.0458333333333333
"62","inter-transect",NA,NA,NA
"63","inter-transect",0.5,0.2,0.3
"64","inter-transect",NA,NA,NA
"65","inter-transect",0.409090909090909,0.315789473684211,0.0933014354066986
"66","inter-transect",0.425531914893617,0.341463414634146,0.0840685002594707
"67","inter-transect",0.372093023255814,0.181818181818182,0.190274841437632
"68","inter-transect",0.407407407407407,0.407407407407407,0
"69","inter-transect",0.315789473684211,0.315789473684211,0
"70","inter-transect",0.5,0.388888888888889,0.111111111111111
"71","inter-transect",0.478260869565217,0.333333333333333,0.144927536231884
"72","inter-transect",0.0769230769230769,0,0.0769230769230769
"73","inter-transect",NA,NA,NA
"74","inter-transect",NA,NA,NA
"75","inter-transect",0.133333333333333,0.133333333333333,0
"76","inter-transect",0.434782608695652,0.35,0.0847826086956522
"77","inter-transect",0.3,0.222222222222222,0.0777777777777778
"78","inter-transect",0.3,0.263157894736842,0.0368421052631579
"79","inter-transect",0.355555555555556,0.216216216216216,0.139339339339339
"80","inter-transect",NA,NA,NA
"81","inter-transect",0.214285714285714,0.153846153846154,0.0604395604395604
