"","scale","total","turnover","nestedness"
"1","inter-region",0.94083549870078,0.89037037037037,0.0504651283304092
"2","inter-site",0.751436781609195,0.59860788863109,0.152828892978105
"3","inter-site",NA,NA,NA
"4","inter-site",0.755813953488372,0.7265625,0.0292514534883721
"5","inter-site",0.904620640057533,0.807441016333938,0.097179623723595
"6","inter-site",0.744677683489653,0.669110553733359,0.0755671297562941
"7","inter-station",0.707317073170732,0.536585365853659,0.170731707317073
"8","inter-station",0.896661367249603,0.871794871794872,0.0248664954547307
"9","inter-station",0.649555774925963,0.553459119496855,0.0960966554291071
"10","inter-station",0.814814814814815,0.545454545454545,0.269360269360269
"11","inter-station",0.762439807383628,0.496598639455782,0.265841167927845
"12","inter-station",0.949652531555808,0.888819292201691,0.0608332393541165
"13","inter-station",0.907457968098865,0.869741100323625,0.0377168677752402
"14","inter-station",0.840216937838965,0.761667703795893,0.0785492340430724
"15","inter-station",0.897594077729796,0.878030859662013,0.0195632180677832
"16","inter-station",0.884474647151072,0.826666666666667,0.057807980484405
"17","inter-station",0.813953488372093,0.789473684210526,0.0244798041615667
"18","inter-station",0.746268656716418,0.721311475409836,0.0249571813065818
"19","inter-station",0.873417721518987,0.824561403508772,0.0488563180102154
"20","inter-station",0.869565217391304,0.76038338658147,0.109181830809835
"21","inter-station",0.809352517985611,0.737623762376238,0.0717287556093739
"22","inter-station",0.890829694323144,0.854651162790698,0.0361785315324464
"23","inter-station",0.812720848056537,0.773504273504274,0.0392165745522636
"24","inter-station",0.900987876066457,0.865671641791045,0.0353162342754123
"25","inter-station",0.917341430499325,0.863357501394311,0.053983929105014
"26","inter-station",0.884750292299983,0.817363684489148,0.0673866078108356
"27","inter-station",0.889064143007361,0.819503849443969,0.0695602935633915
"28","inter-station",0.949934123847167,0.889105058365759,0.0608290654814086
"29","inter-station",0.853566958698373,0.809446254071661,0.0441207046267117
"30","inter-station",0.780337591240876,0.698213726104669,0.0821238651362065
"31","inter-station",0.591160220994475,0.547400611620795,0.04375960937368
