"","scale","total","turnover","nestedness"
"1","inter-region",0.732747804265998,0.514806378132118,0.217941426133879
"2","inter-site",0.614406779661017,0.427672955974843,0.186733823686174
"3","inter-site",NA,NA,NA
"4","inter-site",0.530612244897959,0.473282442748092,0.0573298021498676
"5","inter-site",0.805719091673675,0.637931034482759,0.167788057190917
"6","inter-site",0.590288315629742,0.453441295546559,0.136847020083183
"7","inter-station",0.639593908629442,0.382608695652174,0.256985212977268
"8","inter-station",0.738636363636364,0.629032258064516,0.109604105571848
"9","inter-station",0.418181818181818,0.314285714285714,0.103896103896104
"10","inter-station",0.590163934426229,0.285714285714286,0.304449648711944
"11","inter-station",0.533333333333333,0.275862068965517,0.257471264367816
"12","inter-station",0.928074245939675,0.834578441835646,0.0934958041040295
"13","inter-station",0.776455854727614,0.715537848605578,0.0609180061220366
"14","inter-station",0.651162790697674,0.61038961038961,0.040773180308064
"15","inter-station",0.733552631578947,0.682352941176471,0.0511996904024768
"16","inter-station",0.733727810650888,0.628099173553719,0.105628637097169
"17","inter-station",0.5,0.461538461538462,0.0384615384615385
"18","inter-station",0.535714285714286,0.434782608695652,0.100931677018634
"19","inter-station",0.583333333333333,0.444444444444444,0.138888888888889
"20","inter-station",0.612612612612613,0.469135802469136,0.143476810143477
"21","inter-station",0.548387096774194,0.391304347826087,0.157082748948107
"22","inter-station",0.611111111111111,0.475,0.136111111111111
"23","inter-station",0.56198347107438,0.390804597701149,0.171178873373231
"24","inter-station",0.770039421813403,0.664107485604607,0.105931936208797
"25","inter-station",0.818652849740933,0.72952086553323,0.0891319842077024
"26","inter-station",0.747096774193548,0.637037037037037,0.110059737156511
"27","inter-station",0.765664160401002,0.616016427104723,0.14964773329628
"28","inter-station",0.848030018761726,0.63677130044843,0.211258718313296
"29","inter-station",0.732117812061711,0.630560928433269,0.101556883628442
"30","inter-station",0.704935622317597,0.580152671755725,0.124782950561871
"31","inter-station",0.445945945945946,0.305084745762712,0.140861200183234
