"","component","value","sd","percent"
"1","mean_alpha_station",6.98019323671498,3.73774559607884,6.17716215638494
"2","mean_beta_station",10.6355339105339,5.12226100639779,9.41197691197691
"3","mean_beta_site",22.6060606060606,21.1146679136076,20.0053633681952
"4","beta_region",72.3333333333333,0,64.0117994100295
