"","component","value","sd","percent"
"1","mean_alpha_station",95.1088826554465,25.0848279872357,4.37282219105501
"2","mean_beta_station",150.620053180133,95.82007844533,6.92505991632797
"3","mean_beta_site",306.969696969697,297.642130627876,14.1135492859631
"4","beta_region",1621.6,0,74.5563218390805
