"","component","value","sd","percent"
"1","mean_alpha_station",25.6668785063114,5.39344739129276,19.1543869450085
"2","mean_beta_station",15.834046852212,5.56256116349886,11.816452874785
"3","mean_beta_site",25.2935606060606,23.648974697585,18.8757914970602
"4","beta_region",66.75,0,49.8134328358209
