"","family","n_motus","n_motus_total","prop","station","site","province"
"4312","Tetraodontidae",2,184,0.0108695652173913,"LENG011","site43","Western_Coral_Triangle"
"444","Belonidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"538","Blenniidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"638","Bramidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"938","Chanidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"1038","Cirrhitidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"1155","Clupeidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"1538","Exocoetidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"1934","Istiophoridae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"2034","Kyphosidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"2434","Malacanthidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"2829","Myliobatidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"3028","Pinguipedidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"3325","Pseudochromidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"3424","Rhinobatidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"3620","Scatophagidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"4116","Stegostomatidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"445","Zanclidae",1,184,0.00543478260869565,"LENG011","site43","Western_Coral_Triangle"
"939","Myctophidae",8,27,0.296296296296296,"LENG057","site52","Western_Coral_Triangle"
"2149","Carangidae",2,27,0.0740740740740741,"LENG057","site52","Western_Coral_Triangle"
"539","Exocoetidae",2,27,0.0740740740740741,"LENG057","site52","Western_Coral_Triangle"
"1156","Pomacentridae",2,27,0.0740740740740741,"LENG057","site52","Western_Coral_Triangle"
"1339","Scombridae",2,27,0.0740740740740741,"LENG057","site52","Western_Coral_Triangle"
"1439","Serranidae",2,27,0.0740740740740741,"LENG057","site52","Western_Coral_Triangle"
"1157","Balistidae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"3108","Dussumieriidae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"446","Engraulidae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"639","Fistulariidae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"739","Hemiramphidae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"839","Labridae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"1039","Nomeidae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"1241","Scaridae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"1539","Sphyraenidae",1,27,0.037037037037037,"LENG057","site52","Western_Coral_Triangle"
"1242","Lutjanidae",7,50,0.14,"LENG030","site46","Western_Coral_Triangle"
"2237","Serranidae",6,50,0.12,"LENG030","site46","Western_Coral_Triangle"
"1158","Apogonidae",3,50,0.06,"LENG030","site46","Western_Coral_Triangle"
"2150","Balistidae",3,50,0.06,"LENG030","site46","Western_Coral_Triangle"
"3109","Carangidae",3,50,0.06,"LENG030","site46","Western_Coral_Triangle"
"540","Engraulidae",3,50,0.06,"LENG030","site46","Western_Coral_Triangle"
"740","Gobiidae",3,50,0.06,"LENG030","site46","Western_Coral_Triangle"
"1159","Lethrinidae",3,50,0.06,"LENG030","site46","Western_Coral_Triangle"
"447","Dasyatidae",2,50,0.04,"LENG030","site46","Western_Coral_Triangle"
"1040","Labridae",2,50,0.04,"LENG030","site46","Western_Coral_Triangle"
"1935","Pomacentridae",2,50,0.04,"LENG030","site46","Western_Coral_Triangle"
"2035","Scaridae",2,50,0.04,"LENG030","site46","Western_Coral_Triangle"
"2151","Scombridae",2,50,0.04,"LENG030","site46","Western_Coral_Triangle"
"640","Exocoetidae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"840","Haemulidae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"940","Holocentridae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"1340","Mullidae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"1440","Muraenidae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"1540","Myctophidae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"1637","Myliobatidae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"1735","Nemipteridae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"1835","Pomacanthidae",1,50,0.02,"LENG030","site46","Western_Coral_Triangle"
"2336","Lutjanidae",18,152,0.118421052631579,"LENG014","site44","Western_Coral_Triangle"
"2152","Labridae",15,152,0.0986842105263158,"LENG014","site44","Western_Coral_Triangle"
"1160","Acanthuridae",11,152,0.0723684210526316,"LENG014","site44","Western_Coral_Triangle"
"3229","Pomacentridae",10,152,0.0657894736842105,"LENG014","site44","Western_Coral_Triangle"
"2238","Lethrinidae",8,152,0.0526315789473684,"LENG014","site44","Western_Coral_Triangle"
"1638","Gobiidae",7,152,0.0460526315789474,"LENG014","site44","Western_Coral_Triangle"
"3621","Serranidae",7,152,0.0460526315789474,"LENG014","site44","Western_Coral_Triangle"
"3131","Balistidae",6,152,0.0394736842105263,"LENG014","site44","Western_Coral_Triangle"
"3522","Scombridae",6,152,0.0394736842105263,"LENG014","site44","Western_Coral_Triangle"
"1936","Holocentridae",5,152,0.0328947368421053,"LENG014","site44","Western_Coral_Triangle"
"3132","Pomacanthidae",5,152,0.0328947368421053,"LENG014","site44","Western_Coral_Triangle"
"1161","Dasyatidae",4,152,0.0263157894736842,"LENG014","site44","Western_Coral_Triangle"
"2435","Mullidae",4,152,0.0263157894736842,"LENG014","site44","Western_Coral_Triangle"
"2533","Muraenidae",4,152,0.0263157894736842,"LENG014","site44","Western_Coral_Triangle"
"2633","Myctophidae",4,152,0.0263157894736842,"LENG014","site44","Western_Coral_Triangle"
"2153","Apogonidae",3,152,0.0197368421052632,"LENG014","site44","Western_Coral_Triangle"
"1736","Haemulidae",3,152,0.0197368421052632,"LENG014","site44","Western_Coral_Triangle"
"3818","Sphyraenidae",3,152,0.0197368421052632,"LENG014","site44","Western_Coral_Triangle"
"4013","Tetraodontidae",3,152,0.0197368421052632,"LENG014","site44","Western_Coral_Triangle"
"541","Carangidae",2,152,0.0131578947368421,"LENG014","site44","Western_Coral_Triangle"
"941","Cirrhitidae",2,152,0.0131578947368421,"LENG014","site44","Western_Coral_Triangle"
"3425","Scaridae",2,152,0.0131578947368421,"LENG014","site44","Western_Coral_Triangle"
"3720","Siganidae",2,152,0.0131578947368421,"LENG014","site44","Western_Coral_Triangle"
"448","Belonidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"641","Carcharhinidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"741","Chaetodontidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"841","Chanidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"1041","Congridae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"1243","Engraulidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"1341","Ephippidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"1441","Exocoetidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"1541","Fistulariidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"1836","Hemiramphidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"2036","Kyphosidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"2731","Myliobatidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"2830","Opistognathidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"2929","Paralepididae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"3029","Pinguipedidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"3326","Rhinobatidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"3917","Stegostomatidae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"4117","Trichiuridae",1,152,0.00657894736842105,"LENG014","site44","Western_Coral_Triangle"
"2534","Labridae",36,254,0.141732283464567,"LENG002","site43","Western_Coral_Triangle"
"4118","Pomacentridae",33,254,0.12992125984252,"LENG002","site43","Western_Coral_Triangle"
"2732","Lutjanidae",21,254,0.0826771653543307,"LENG002","site43","Western_Coral_Triangle"
"1162","Acanthuridae",19,254,0.0748031496062992,"LENG002","site43","Western_Coral_Triangle"
"3230","Muraenidae",14,254,0.0551181102362205,"LENG002","site43","Western_Coral_Triangle"
"2037","Gobiidae",13,254,0.0511811023622047,"LENG002","site43","Western_Coral_Triangle"
"462","Serranidae",13,254,0.0511811023622047,"LENG002","site43","Western_Coral_Triangle"
"542","Balistidae",8,254,0.031496062992126,"LENG002","site43","Western_Coral_Triangle"
"2634","Lethrinidae",7,254,0.0275590551181102,"LENG002","site43","Western_Coral_Triangle"
"942","Chaetodontidae",6,254,0.0236220472440945,"LENG002","site43","Western_Coral_Triangle"
"4014","Pomacanthidae",6,254,0.0236220472440945,"LENG002","site43","Western_Coral_Triangle"
"2154","Apogonidae",5,254,0.0196850393700787,"LENG002","site43","Western_Coral_Triangle"
"1442","Dasyatidae",5,254,0.0196850393700787,"LENG002","site43","Western_Coral_Triangle"
"3133","Mullidae",5,254,0.0196850393700787,"LENG002","site43","Western_Coral_Triangle"
"472","Siganidae",5,254,0.0196850393700787,"LENG002","site43","Western_Coral_Triangle"
"4313","Scaridae",4,254,0.015748031496063,"LENG002","site43","Western_Coral_Triangle"
"501","Tetraodontidae",4,254,0.015748031496063,"LENG002","site43","Western_Coral_Triangle"
"842","Carangidae",3,254,0.0118110236220472,"LENG002","site43","Western_Coral_Triangle"
"2337","Holocentridae",3,254,0.0118110236220472,"LENG002","site43","Western_Coral_Triangle"
"2831","Monacanthidae",3,254,0.0118110236220472,"LENG002","site43","Western_Coral_Triangle"
"642","Belonidae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"1163","Cirrhitidae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"1342","Congridae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"2155","Haemulidae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"2436","Kyphosidae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"3030","Mugilidae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"3327","Myctophidae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"3721","Pempheridae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"452","Scorpaenidae",2,254,0.0078740157480315,"LENG002","site43","Western_Coral_Triangle"
"3134","Atherinidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"449","Aulostomidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"742","Blenniidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"1042","Chanidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"1244","Clupeidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"1542","Diodontidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"1639","Engraulidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"1737","Exocoetidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"1837","Fistulariidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"1937","Gerreidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"2239","Hemiscylliidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"2930","Moringuidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"3426","Myliobatidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"3523","Osphronemidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"3622","Ostraciidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"3819","Pinguipedidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"3918","Plesiopidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"4216","Priacanthidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"4410","Scombridae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"482","Sphyraenidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"492","Synodontidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"5111","Trichiuridae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"5210","Zanclidae",1,254,0.00393700787401575,"LENG002","site43","Western_Coral_Triangle"
"3031","Serranidae",10,82,0.121951219512195,"LENG017","site44","Western_Coral_Triangle"
"2338","Myctophidae",8,82,0.0975609756097561,"LENG017","site44","Western_Coral_Triangle"
"2535","Pomacentridae",7,82,0.0853658536585366,"LENG017","site44","Western_Coral_Triangle"
"2038","Lutjanidae",6,82,0.0731707317073171,"LENG017","site44","Western_Coral_Triangle"
"543","Carangidae",4,82,0.0487804878048781,"LENG017","site44","Western_Coral_Triangle"
"1838","Labridae",4,82,0.0487804878048781,"LENG017","site44","Western_Coral_Triangle"
"3135","Sphyraenidae",4,82,0.0487804878048781,"LENG017","site44","Western_Coral_Triangle"
"1164","Acanthuridae",3,82,0.0365853658536585,"LENG017","site44","Western_Coral_Triangle"
"1938","Lethrinidae",3,82,0.0365853658536585,"LENG017","site44","Western_Coral_Triangle"
"2931","Scombridae",3,82,0.0365853658536585,"LENG017","site44","Western_Coral_Triangle"
"743","Chaetodontidae",2,82,0.024390243902439,"LENG017","site44","Western_Coral_Triangle"
"943","Cirrhitidae",2,82,0.024390243902439,"LENG017","site44","Western_Coral_Triangle"
"1543","Haemulidae",2,82,0.024390243902439,"LENG017","site44","Western_Coral_Triangle"
"2156","Mugilidae",2,82,0.024390243902439,"LENG017","site44","Western_Coral_Triangle"
"2437","Pomacanthidae",2,82,0.024390243902439,"LENG017","site44","Western_Coral_Triangle"
"2832","Scaridae",2,82,0.024390243902439,"LENG017","site44","Western_Coral_Triangle"
"2157","Albulidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"3136","Aphaniidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"450","Apogonidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"643","Carcharhinidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"843","Chanidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"1043","Emmelichthyidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"1165","Engraulidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"1245","Ephippidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"1343","Exocoetidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"1443","Gempylidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"1640","Hemiramphidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"1738","Holocentridae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"2240","Muraenidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"2635","Pseudochromidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"2733","Rhinidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"3231","Synodontidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"3328","Tetraodontidae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"3427","Trichiuridae",1,82,0.0121951219512195,"LENG017","site44","Western_Coral_Triangle"
"1544","Lutjanidae",10,79,0.126582278481013,"LENG031","site46","Western_Coral_Triangle"
"2932","Serranidae",6,79,0.0759493670886076,"LENG031","site46","Western_Coral_Triangle"
"644","Carangidae",5,79,0.0632911392405063,"LENG031","site46","Western_Coral_Triangle"
"1444","Lethrinidae",5,79,0.0632911392405063,"LENG031","site46","Western_Coral_Triangle"
"944","Dasyatidae",4,79,0.0506329113924051,"LENG031","site46","Western_Coral_Triangle"
"1246","Haemulidae",4,79,0.0506329113924051,"LENG031","site46","Western_Coral_Triangle"
"2438","Pomacentridae",4,79,0.0506329113924051,"LENG031","site46","Western_Coral_Triangle"
"744","Carcharhinidae",3,79,0.0379746835443038,"LENG031","site46","Western_Coral_Triangle"
"1839","Myctophidae",3,79,0.0379746835443038,"LENG031","site46","Western_Coral_Triangle"
"2158","Apogonidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"453","Balistidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"844","Chaetodontidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"1166","Gobiidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"1739","Mullidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"2159","Orectolobidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"2734","Scombridae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"3032","Siganidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"3137","Sphyraenidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"3232","Synodontidae",2,79,0.0253164556962025,"LENG031","site46","Western_Coral_Triangle"
"1167","Acanthuridae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"3138","Atherinidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"544","Belonidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"1044","Echeneidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"1344","Holocentridae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"1641","Mugilidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"1939","Myliobatidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"2039","Ophichthidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"2241","Paralepididae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"2339","Pempheridae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"2536","Priacanthidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"2636","Scaridae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"2833","Scorpaenidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"3329","Tetraodontidae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"3428","Trichiuridae",1,79,0.0126582278481013,"LENG031","site46","Western_Coral_Triangle"
"1545","Lutjanidae",14,89,0.157303370786517,"LENG037","site46","Western_Coral_Triangle"
"1168","Acanthuridae",8,89,0.0898876404494382,"LENG037","site46","Western_Coral_Triangle"
"945","Engraulidae",5,89,0.0561797752808989,"LENG037","site46","Western_Coral_Triangle"
"2637","Serranidae",5,89,0.0561797752808989,"LENG037","site46","Western_Coral_Triangle"
"545","Carangidae",4,89,0.0449438202247191,"LENG037","site46","Western_Coral_Triangle"
"645","Chaetodontidae",4,89,0.0449438202247191,"LENG037","site46","Western_Coral_Triangle"
"1642","Mugilidae",4,89,0.0449438202247191,"LENG037","site46","Western_Coral_Triangle"
"2340","Pomacentridae",4,89,0.0449438202247191,"LENG037","site46","Western_Coral_Triangle"
"2537","Scombridae",4,89,0.0449438202247191,"LENG037","site46","Western_Coral_Triangle"
"1345","Labridae",3,89,0.0337078651685393,"LENG037","site46","Western_Coral_Triangle"
"1740","Mullidae",3,89,0.0337078651685393,"LENG037","site46","Western_Coral_Triangle"
"1840","Myctophidae",3,89,0.0337078651685393,"LENG037","site46","Western_Coral_Triangle"
"2439","Scaridae",3,89,0.0337078651685393,"LENG037","site46","Western_Coral_Triangle"
"2735","Siganidae",3,89,0.0337078651685393,"LENG037","site46","Western_Coral_Triangle"
"2160","Apogonidae",2,89,0.0224719101123595,"LENG037","site46","Western_Coral_Triangle"
"3139","Balistidae",2,89,0.0224719101123595,"LENG037","site46","Western_Coral_Triangle"
"745","Clupeidae",2,89,0.0224719101123595,"LENG037","site46","Western_Coral_Triangle"
"1045","Holocentridae",2,89,0.0224719101123595,"LENG037","site46","Western_Coral_Triangle"
"1247","Kyphosidae",2,89,0.0224719101123595,"LENG037","site46","Western_Coral_Triangle"
"1940","Myliobatidae",2,89,0.0224719101123595,"LENG037","site46","Western_Coral_Triangle"
"2834","Sphyraenidae",2,89,0.0224719101123595,"LENG037","site46","Western_Coral_Triangle"
"454","Belonidae",1,89,0.0112359550561798,"LENG037","site46","Western_Coral_Triangle"
"845","Eleotridae",1,89,0.0112359550561798,"LENG037","site46","Western_Coral_Triangle"
"1169","Istiophoridae",1,89,0.0112359550561798,"LENG037","site46","Western_Coral_Triangle"
"1445","Lethrinidae",1,89,0.0112359550561798,"LENG037","site46","Western_Coral_Triangle"
"2040","Nemipteridae",1,89,0.0112359550561798,"LENG037","site46","Western_Coral_Triangle"
"2161","Orectolobidae",1,89,0.0112359550561798,"LENG037","site46","Western_Coral_Triangle"
"2242","Pempheridae",1,89,0.0112359550561798,"LENG037","site46","Western_Coral_Triangle"
"2933","Synodontidae",1,89,0.0112359550561798,"LENG037","site46","Western_Coral_Triangle"
