"region","site","motu","genus","family","mean_motu","sd_motu","mean_genus","sd_genus","mean_family","sd_family"
"West_Indian","europa",205,87,50,109.25,39.8528543519784,51.75,17.5380538639079,31,11.1654228162962
"West_Indian","juan_de_nova",118,58,32,36.6,10.6911178087233,22.6,5.68330889535313,16.2,4.76445169982864
"West_Indian","glorieuse",261,108,46,154,30.2103734943259,73,12.1928941054479,36.25,3.5939764421413
"West_Indian","tromelin",112,52,29,52.3333333333333,41.2835721968598,27.3333333333333,18.0092568789868,18.6666666666667,6.65832811847939
