"species_name","class_name"
"Tigrigobius_dilepis","Actinopteri"
"Tigrigobius_gemmatus","Actinopteri"
"Tigrigobius_limbaughi","Actinopteri"
"Tigrigobius_macrodon","Actinopteri"
"Tigrigobius_multifasciatus","Actinopteri"
"Tigrigobius_pallens","Actinopteri"
"Tigrigobius_saucrus","Actinopteri"
"Gobulus_birdsongi","Actinopteri"
"Microgobius_brevispinis","Actinopteri"
"Microgobius_carri","Actinopteri"
"Microgobius_emblematicus","Actinopteri"
"Microgobius_erectus","Actinopteri"
"Microgobius_gulosus","Actinopteri"
"Microgobius_microlepis","Actinopteri"
"Microgobius_thalassinus","Actinopteri"
"Nes_longus","Actinopteri"
"Cryptopsilotris_batrachodes","Actinopteri"
"Risor_ruber","Actinopteri"
"Gobius_xanthocephalus","Actinopteri"
"Gobius_niger","Actinopteri"
"Vanneaugobius_canariensis","Actinopteri"
"Vanneaugobius_pruvoti","Actinopteri"
"Betta_edithae","Actinopteri"
"Betta_prima","Actinopteri"
"Betta_pugnax","Actinopteri"
"Betta_fusca","Actinopteri"
"Betta_dimidiata","Actinopteri"
"Betta_breviobesus","Actinopteri"
"Betta_simplex","Actinopteri"
"Betta_picta","Actinopteri"
"Betta_hipposideros","Actinopteri"
"Betta_anabatoides","Actinopteri"
"Betta_chloropharynx","Actinopteri"
"Betta_cf._albimarginata_'Pampang'","Actinopteri"
"Betta_cf._albimarginata_'Malinau'","Actinopteri"
"Betta_cf._burdigala","Actinopteri"
"Betta_tussyae","Actinopteri"
"Betta_miniopinna","Actinopteri"
"Betta_brownorum","Actinopteri"
"Betta_rutilans","Actinopteri"
"Betta_coccina","Actinopteri"
"Betta_strohi","Actinopteri"
"Betta_foerschi","Actinopteri"
"Betta_simorum","Actinopteri"
"Betta_smaragdina","Actinopteri"
"Betta_imbellis","Actinopteri"
"Betta_patoti","Actinopteri"
"Betta_unimaculata","Actinopteri"
"Betta_ocellata","Actinopteri"
"Betta_macrostoma","Actinopteri"
"Trichopodus_leerii","Actinopteri"
"Trichogaster_chuna","Actinopteri"
"Trichopsis_vittata","Actinopteri"
"Pseudosphromenus_cupanus","Actinopteri"
"Parosphromenus_deissneri","Actinopteri"
"Lepidocephalichthys_guntea","Actinopteri"
"Chimaera_monstrosa","Chondrichthyes"
"Heterodontus_francisci","Chondrichthyes"
"Acipenser_stellatus","Actinopteri"
"Cheilinus_chlorourus","Actinopteri"
"Cheilinus_trilobatus","Actinopteri"
"Coris_julis","Actinopteri"
"Ctenolabrus_rupestris","Actinopteri"
"Epibulus_insidiator","Actinopteri"
"Halichoeres_hortulanus","Actinopteri"
"Halichoeres_margaritaceus","Actinopteri"
"Labrichthys_unilineatus","Actinopteri"
"Labroides_dimidiatus","Actinopteri"
"Symphodus_melanocercus","Actinopteri"
"Symphodus_ocellatus","Actinopteri"
"Symphodus_tinca","Actinopteri"
"Thalassoma_bifasciatum","Actinopteri"
"Thalassoma_lunare","Actinopteri"
"Thalassoma_lutescens","Actinopteri"
"Tripterygion_tripteronotum","Actinopteri"
"Tripterygion_delaisi","Actinopteri"
"Tripterygion_melanurum","Actinopteri"
"Parablennius_rouxi","Actinopteri"
"Serranus_cabrilla","Actinopteri"
"Serranus_atricauda","Actinopteri"
"Serranus_scriba","Actinopteri"
"Serranus_hepatus","Actinopteri"
"Polyprion_americanus","Actinopteri"
"Mycteroperca_rubra","Actinopteri"
"Epinephelus_caninus","Actinopteri"
"Epinephelus_costae","Actinopteri"
"Epinephelus_marginatus","Actinopteri"
"Silurus_glanis","Actinopteri"
"Hippoglossus_stenolepis","Actinopteri"
"Reinhardtius_hippoglossoides","Actinopteri"
"Chauliodus_sloani","Actinopteri"
"Ateleopus_japonicus","Actinopteri"
"Ijimaia_dofleini","Actinopteri"
"Chlorophthalmus_agassizi","Actinopteri"
"Harpadon_microchir","Actinopteri"
"Saurida_undosquamis","Actinopteri"
"Neoscopelus_microchir","Actinopteri"
"Myctophum_affine","Actinopteri"
"Diaphus_splendidus","Actinopteri"
"Lampris_guttatus","Actinopteri"
"Trachipterus_trachypterus","Actinopteri"
"Zu_cristatus","Actinopteri"
"Polymixia_lowei","Actinopteri"
"Percopsis_transmontana","Actinopteri"
"Coelorinchus_kishinouyei","Actinopteri"
"Mugil_cephalus","Actinopteri"
"Cololabis_saira","Actinopteri"
"Exocoetus_volitans","Actinopteri"
"Scopelogadus_mizolepis","Actinopteri"
"Poromitra_oscitans","Actinopteri"
"Danacetichthys_galathenus","Actinopteri"
"Rondeletia_loricata","Actinopteri"
"Hoplostethus_japonicus","Actinopteri"
"Myripristis_berndti","Actinopteri"
"Zeus_faber","Actinopteri"
"Zenopsis_nebulosus","Actinopteri"
"Antigonia_capros","Actinopteri"
"Gasterosteus_aculeatus","Actinopteri"
"Monopterus_albus","Actinopteri"
"Mastacembelus_favus","Actinopteri"
"Dactyloptena_peterseni","Actinopteri"
"Elassoma_evergladei","Actinopteri"
"Kareius_bicoloratus","Actinopteri"
"Stephanolepis_cirrhifer","Actinopteri"
"Aldrovandia_affinis","Actinopteri"
"Notacanthus_chemnitzii","Actinopteri"
"Gymnothorax_kidako","Actinopteri"
"Ophisurus_macrorhynchos","Actinopteri"
"Lipolagus_ochotensis","Actinopteri"
"Dallia_pectoralis","Actinopteri"
"Esox_lucius","Actinopteri"
"Galaxias_maculatus","Actinopteri"
"Glossanodon_semifasciatus","Actinopteri"
"Nansenia_ardesiaca","Actinopteri"
"Platytroctes_apus","Actinopteri"
"Retropinna_retropinna","Actinopteri"
"Salangichthys_microdon","Actinopteri"
"Opisthoproctus_soleatus","Actinopteri"
"Gigantura_chuni","Actinopteri"
"Gigantura_indica","Actinopteri"
"Ipnops_sp._auip01","Actinopteri"
"Scopelarchus_sp._ausc01","Actinopteri"
"Scopelarchoides_danae","Actinopteri"
"Scopelosaurus_hoedti","Actinopteri"
"Synodus_kaianus","Actinopteri"
"Trachinocephalus_myops","Actinopteri"
"Bathysaurus_ferox","Actinopteri"
"Pseudotrichonotus_altivelis","Actinopteri"
"Lestidium_atlanticum","Actinopteri"
"Anotopterus_pharao","Actinopteri"
"Evermannella_indica","Actinopteri"
"Coccorella_atlantica","Actinopteri"
"Omosudis_lowii","Actinopteri"
"Alepisaurus_ferox","Actinopteri"
"Atractosteus_spatula","Actinopteri"
"Hiodon_alosoides","Actinopteri"
"Aphredoderus_sayanus","Actinopteri"
"Carapus_bermudensis","Actinopteri"
"Bassozetus_zenkevitchi","Actinopteri"
"Sirembo_imberbis","Actinopteri"
"Cataetyx_rubrirostris","Actinopteri"
"Diplacanthopoma_brachysoma","Actinopteri"
"Physiculus_japonicus","Actinopteri"
"Lamprogrammus_niger","Actinopteri"
"Bregmaceros_nectabanus","Actinopteri"
"Lota_lota","Actinopteri"
"Lophiomus_setigerus","Actinopteri"
"Lophius_americanus","Actinopteri"
"Caulophryne_jordani","Actinopteri"
"Melanotaenia_lacustris","Actinopteri"
"Hypoatherina_tsurugae","Actinopteri"
"Gambusia_affinis","Actinopteri"
"Anoplogaster_cornuta","Actinopteri"
"Diretmoides_veriginae","Actinopteri"
"Diretmus_argenteus","Actinopteri"
"Anomalops_katoptron","Actinopteri"
"Monocentris_japonicus","Actinopteri"
"Beryx_decadactylus","Actinopteri"
"Ostichthys_japonicus","Actinopteri"
"Sargocentron_rubrum","Actinopteri"
"Parazen_pacificus","Actinopteri"
"Zenion_japonicum","Actinopteri"
"Allocyttus_niger","Actinopteri"
"Neocyttus_rhomboidalis","Actinopteri"
"Hypoptychus_dybowskii","Actinopteri"
"Indostomus_paradoxus","Actinopteri"
"Synbranchus_marmoratus","Actinopteri"
"Dactyloptena_tiltoni","Actinopteri"
"Scalicus_amiscus","Actinopteri"
"Aptocyclus_ventricosus","Actinopteri"
"Emmelichthys_struhsakeri","Actinopteri"
"Pterocaesio_tile","Actinopteri"
"Petroscirtes_breviceps","Actinopteri"
"Salarias_fasciatus","Actinopteri"
"Arcos_sp._KU_149","Actinopteri"
"Aspasma_minima","Actinopteri"
"Rhyacichthys_aspro","Actinopteri"
"Sufflamen_fraenatum","Actinopteri"
"Megalops_atlanticus","Actinopteri"
"Halieutaea_stellata","Actinopteri"
"Iriatherina_werneri","Actinopteri"
"Atherinomorus_lacunosus","Actinopteri"
"Oryzias_marmoratus","Actinopteri"
"Xiphophorus_maculatus","Actinopteri"
"Eurypegasus_draconis","Actinopteri"
"Pegasus_volitans","Actinopteri"
"Oostethus_brachyurus","Actinopteri"
"Fistularia_commersonii","Actinopteri"
"Macroramphosus_scolopax","Actinopteri"
"Sebastiscus_marmoratus","Actinopteri"
"Coreoperca_kawamebari","Actinopteri"
"Epinephelus_merra","Actinopteri"
"Lepomis_macrochirus","Actinopteri"
"Perca_fluviatilis","Actinopteri"
"Brama_japonica","Actinopteri"
"Caristius_macropus","Actinopteri"
"Lutjanus_rivulatus","Actinopteri"
"Rhabdosargus_sarba","Actinopteri"
"Larimichthys_crocea","Actinopteri"
"Nibea_mitsukurii","Actinopteri"
"Chaetodon_auripes","Actinopteri"
"Heniochus_diphreutes","Actinopteri"
"Centropyge_loricula","Actinopteri"
"Chaetodontoplus_septentrionalis","Actinopteri"
"Enoplosus_armatus","Actinopteri"
"Microcanthus_strigatus","Actinopteri"
"Oplegnathus_fasciatus","Actinopteri"
"Paracirrhites_arcatus","Actinopteri"
"Neolamprologus_brichardi","Actinopteri"
"Tropheus_duboisi","Actinopteri"
"Halichoeres_melanurus","Actinopteri"
"Bovichtus_argentinus","Actinopteri"
"Notothenia_coriiceps","Actinopteri"
"Parapercis_cylindrica","Actinopteri"
"Trachinus_draco","Actinopteri"
"Enneapterygius_etheostomus","Actinopteri"
"Icosteus_aenigmaticus","Actinopteri"
"Foetorepus_altivelis","Actinopteri"
"Draconetta_xenica","Actinopteri"
"Schindleria_praematura","Actinopteri"
"Kurtus_gulliveri","Actinopteri"
"Zebrasoma_flavescens","Actinopteri"
"Gasterochisma_melampus","Actinopteri"
"Istiophorus_albicans","Actinopteri"
"Cubiceps_pauciradiatus","Actinopteri"
"Trichogaster_lalius","Actinopteri"
"Aesopia_cornuta","Actinopteri"
"Pardachirus_pavoninus","Actinopteri"
"Tetraodon_nigroviridis","Actinopteri"
"Ranzania_laevis","Actinopteri"
"Chirocentrus_dorab","Actinopteri"
"Jenkinsia_lamprotaenia","Actinopteri"
"Salanx_ariakensis","Actinopteri"
"Sundasalanx_mekongensis","Actinopteri"
"Mola_mola","Actinopteri"
"Masturus_lanceolatus","Actinopteri"
"Chlorurus_sordidus","Actinopteri"
"Canthigaster_coronata","Actinopteri"
"Canthigaster_rivulata","Actinopteri"
"Sphoeroides_pachygaster","Actinopteri"
"Fundulus_olivaceus","Actinopteri"
"Xenotoca_eiseni","Actinopteri"
"Platycephalus_indicus","Actinopteri"
"Lateolabrax_japonicus","Actinopteri"
"Percichthys_trucha","Actinopteri"
"Toxotes_chatareus","Actinopteri"
"Histiopterus_typus","Actinopteri"
"Arripis_trutta","Actinopteri"
"Elassoma_zonatum","Actinopteri"
"Dysalotus_alcocki","Actinopteri"
"Champsodon_cf._snyderi_CBM-ZF_10876","Actinopteri"
"Galaxiella_nigrostriata","Actinopteri"
"Serrivomer_sector","Actinopteri"
"Cromeria_occidentalis","Actinopteri"
"Denticeps_clupeoides","Actinopteri"
"Grasseichthys_gabonensis","Actinopteri"
"Kneria_sp._SL-2004","Actinopteri"
"Parakneria_cameronensis","Actinopteri"
"Chitala_lopis","Actinopteri"
"Chitala_ornata","Actinopteri"
"Notopterus_notopterus","Actinopteri"
"Papyrocranus_congoensis","Actinopteri"
"Xenomystus_nigri","Actinopteri"
"Gnathonemus_petersii","Actinopteri"
"Brevimyrus_niger","Actinopteri"
"Gymnarchus_niloticus","Actinopteri"
"Bathygadus_antrodes","Actinopteri"
"Squalogadus_modificatus","Actinopteri"
"Trachyrincus_murrayi","Actinopteri"
"Ventrifossa_garmani","Actinopteri"
"Pseudaspius_leptocephalus","Actinopteri"
"Labracinus_cyclophthalmus","Actinopteri"
"Astronotus_ocellatus","Actinopteri"
"Cymatogaster_aggregata","Actinopteri"
"Ditrema_temminckii","Actinopteri"
"Olisthops_cyanomelas","Actinopteri"
"Alosa_pseudoharengus","Actinopteri"
"Coilia_nasus","Actinopteri"
"Dorosoma_petenense","Actinopteri"
"Ethmalosa_fimbriata","Actinopteri"
"Etrumeus_micropus","Actinopteri"
"Ilisha_africana","Actinopteri"
"Ilisha_elongata","Actinopteri"
"Nematalosa_japonica","Actinopteri"
"Sardinella_maderensis","Actinopteri"
"Spratelloides_delicatulus","Actinopteri"
"Spratelloides_gracilis","Actinopteri"
"Rhynchocypris_lagowskii","Actinopteri"
"Phoxinus_steindachneri","Actinopteri"
"Rhynchocypris_percnurus","Actinopteri"
"Chrosomus_eos","Actinopteri"
"Capros_aper","Actinopteri"
"Luvarus_imperialis","Actinopteri"
"Zanclus_cornutus","Actinopteri"
"Naso_lopezi","Actinopteri"
"Monotaxis_grandoculis","Actinopteri"
"Parapristipoma_trilineatum","Actinopteri"
"Monodactylus_argenteus","Actinopteri"
"Triodon_macropterus","Actinopteri"
"Macrorhamphosodes_uradoi","Actinopteri"
"Triacanthodes_anomalus","Actinopteri"
"Trixiphichthys_weberi","Actinopteri"
"Triacanthus_biaculeatus","Actinopteri"
"Kentrocapros_aculeatus","Actinopteri"
"Doederleinia_berycoides","Actinopteri"
"Xenobalistes_tumidipectoris","Actinopteri"
"Aluterus_scriptus","Actinopteri"
"Cantherhines_pardalis","Actinopteri"
"Thamnaconus_modestus","Actinopteri"
"Anoplocapros_lenticularis","Actinopteri"
"Lactoria_diaphana","Actinopteri"
"Chilomycterus_reticulatus","Actinopteri"
"Aulorhynchus_flavidus","Actinopteri"
"Aulostomus_chinensis","Actinopteri"
"Aeoliscus_strigatus","Actinopteri"
"Abalistes_stellaris","Actinopteri"
"Balistapus_undulatus","Actinopteri"
"Balistes_vetula","Actinopteri"
"Balistoides_conspicillum","Actinopteri"
"Canthidermis_maculata","Actinopteri"
"Melichthys_vidua","Actinopteri"
"Odonus_niger","Actinopteri"
"Pseudobalistes_flavimarginatus","Actinopteri"
"Rhinecanthus_aculeatus","Actinopteri"
"Xanthichthys_auromarginatus","Actinopteri"
"Acreichthys_tomentosus","Actinopteri"
"Amanses_scopas","Actinopteri"
"Brachaluteres_ulvarum","Actinopteri"
"Chaetodermis_penicilligerus","Actinopteri"
"Monacanthus_chinensis","Actinopteri"
"Nelusetta_ayraudi","Actinopteri"
"Oxymonacanthus_longirostris","Actinopteri"
"Paraluteres_prionurus","Actinopteri"
"Paramonacanthus_choirocephalus","Actinopteri"
"Pervagor_janthinosoma","Actinopteri"
"Pseudomonacanthus_peroni","Actinopteri"
"Pseudalutarius_nasicornis","Actinopteri"
"Rudarius_ercodes","Actinopteri"
"Scobinichthys_granulatus","Actinopteri"
"Pellonula_vorax","Actinopteri"
"Pellonula_leonensis","Actinopteri"
"Sardina_pilchardus","Actinopteri"
"Sprattus_sprattus","Actinopteri"
"Acrossocheilus_paradoxus","Actinopteri"
"Abramis_brama","Actinopteri"
"Cobitis_takatsuensis","Actinopteri"
"Leucaspius_delineatus","Actinopteri"
"Niwaella_delicata","Actinopteri"
"Pseudogobio_esocinus","Actinopteri"
"Onychostoma_barbatulum","Actinopteri"
"Enteromius_callipterus","Actinopteri"
"Enteromius_guirali","Actinopteri"
"Alepocephalus_bicolor","Actinopteri"
"Bathyprion_danae","Actinopteri"
"Bathytroctes_microlepis","Actinopteri"
"Leptochilichthys_agassizii","Actinopteri"
"Maulisia_mauli","Actinopteri"
"Narcetes_erimelas","Actinopteri"
"Normichthys_operosus","Actinopteri"
"Bathylaco_nigricans","Actinopteri"
"Sagamichthys_abei","Actinopteri"
"Jenkinsia_sp._CL54","Actinopteri"
"Arapaima_gigas","Actinopteri"
"Heterotis_niloticus","Actinopteri"
"Hiodon_tergisus","Actinopteri"
"Myomyrus_macrops","Actinopteri"
"Petrocephalus_soudanensis","Actinopteri"
"Paretroplus_maculatus","Actinopteri"
"Etroplus_maculatus","Actinopteri"
"Hypselecara_temporalis","Actinopteri"
"Ptychochromoides_katria","Actinopteri"
"Paratilapia_polleni","Actinopteri"
"Tylochromis_polylepis","Actinopteri"
"Takifugu_vermicularis","Actinopteri"
"Takifugu_oblongus","Actinopteri"
"Torquigener_brevipinnis","Actinopteri"
"Chelonodontops_patoca","Actinopteri"
"Alepocephalus_longiceps","Actinopteri"
"Alepocephalus_productus","Actinopteri"
"Bathytroctes_breviceps","Actinopteri"
"Bajacalifornia_megalops","Actinopteri"
"Bathytroctes_michaelsarsi","Actinopteri"
"Conocara_macropterum","Actinopteri"
"Conocara_murrayi","Actinopteri"
"Herwigia_kreffti","Actinopteri"
"Leptoderma_lubricum","Actinopteri"
"Leptoderma_retropinna","Actinopteri"
"Narcetes_stomias","Actinopteri"
"Talismania_bifurcata","Actinopteri"
"Xenodermichthys_copei","Actinopteri"
"Petrocephalus_microphthalmus","Actinopteri"
"Paramormyrops_gabonensis","Actinopteri"
"Clupeonella_cultriventris","Actinopteri"
"Thryssa_baelama","Actinopteri"
"Amazonsprattus_scintilla","Actinopteri"
"Pellona_flavipinnis","Actinopteri"
"Candidia_barbata","Actinopteri"
"Raiamas_senegalensis","Actinopteri"
"Moringua_edwardsi","Actinopteri"
"Moringua_microchir","Actinopteri"
"Pythonichthys_microphthalmus","Actinopteri"
"Anarchias_sp._Ansp","Actinopteri"
"Rhinomuraena_quaesita","Actinopteri"
"Kaupichthys_hyoproroides","Actinopteri"
"Robinsia_catherinae","Actinopteri"
"Myroconger_compressus","Actinopteri"
"Ilyophis_brunneus","Actinopteri"
"Derichthys_serpentinus","Actinopteri"
"Muraenesox_bagio","Actinopteri"
"Cynoponticus_ferox","Actinopteri"
"Avocettina_infans","Actinopteri"
"Labichthys_carinatus","Actinopteri"
"Serrivomer_beanii","Actinopteri"
"Stemonidium_hypomelas","Actinopteri"
"Heteroconger_hassi","Actinopteri"
"Paraconger_notialis","Actinopteri"
"Ariosoma_shiroanago","Actinopteri"
"Myrichthys_maculosus","Actinopteri"
"Coloconger_cadenati","Actinopteri"
"Nettastoma_parviceps","Actinopteri"
"Hoplunnis_punctata","Actinopteri"
"Leptocephalus_sp._'type_II_larva'","Actinopteri"
"Monognathus_jesperseni","Actinopteri"
"Cyema_atrum","Actinopteri"
"Barbourisia_rufa","Actinopteri"
"Procetichthys_kreffti","Actinopteri"
"Cetomimus_sp._AMS_I34481001","Actinopteri"
"Cetostoma_regani","Actinopteri"
"Gyrinomimus_sp._UW_113191","Actinopteri"
"Gyrinomimus_myersi","Actinopteri"
"Kyphosus_cinerascens","Actinopteri"
"Labracoglossa_argenteiventris","Actinopteri"
"Rhynchopelates_oxyrhynchus","Actinopteri"
"Kuhlia_mugil","Actinopteri"
"Oplegnathus_punctatus","Actinopteri"
"Psenes_cyanophrys","Actinopteri"
"Carassioides_acuminatus","Actinopteri"
"Amblyrhynchichthys_truncatus","Actinopteri"
"Aulopyge_huegelii","Actinopteri"
"Barbonymus_altus","Actinopteri"
"Catlocarpio_siamensis","Actinopteri"
"Cyclocheilichthys_janthochir","Actinopteri"
"Hampala_macrolepidota","Actinopteri"
"Probarbus_jullieni","Actinopteri"
"Sawbwa_resplendens","Actinopteri"
"Systomus_orphoides","Actinopteri"
"Barbus_sp._CToL_051","Actinopteri"
"Varicorhinus_maroccanus","Actinopteri"
"Mystacoleucus_marginatus","Actinopteri"
"Enteromius_hulstaerti","Actinopteri"
"Labeobarbus_intermedius","Actinopteri"
"Luciobarbus_sclateri","Actinopteri"
"Garra_rufa","Actinopteri"
"Labeo_chrysophekadion","Actinopteri"
"Labeo_pierrei","Actinopteri"
"Labeo_rohita","Actinopteri"
"Garra_orientalis","Actinopteri"
"Epalzeorhynchos_bicolor","Actinopteri"
"Garra_congoensis","Actinopteri"
"Labeo_cylindricus","Actinopteri"
"Paralaubuca_typus","Actinopteri"
"Elopichthys_bambusa","Actinopteri"
"Squalius_cephalus","Actinopteri"
"Gila_sp._1460","Actinopteri"
"Mylopharyngodon_piceus","Actinopteri"
"Hypophthalmichthys_nobilis","Actinopteri"
"Squaliobarbus_curriculus","Actinopteri"
"Rasbora_sumatrana","Actinopteri"
"Raiamas_guttatus","Actinopteri"
"Salmostoma_bacalia","Actinopteri"
"Psilorhynchus_homaloptera","Actinopteri"
"Psilorhynchus_pseudecheneis","Actinopteri"
"Gastromyzon_zebrinus","Actinopteri"
"Oxynoemacheilus_angorae","Actinopteri"
"Macrochirichthys_macrochirus","Actinopteri"
"Danio_dangila","Actinopteri"
"Capoeta_aculeata","Actinopteri"
"Barboides_gracilis","Actinopteri"
"Balantiocheilos_melanopterus","Actinopteri"
"Sahyadria_denisonii","Actinopteri"
"Hampala_dispar","Actinopteri"
"Puntius_semifasciolatus","Actinopteri"
"Puntioplites_proctozystron","Actinopteri"
"Puntioplites_falcifer","Actinopteri"
"Puntioplites_waandersi","Actinopteri"
"Anematichthys_apogon","Actinopteri"
"Acrossocheilus_parallens","Actinopteri"
"Neolissochilus_stracheyi","Actinopteri"
"Cyprinion_semiplotum","Actinopteri"
"Albulichthys_albuloides","Actinopteri"
"Coreoleuciscus_splendidus","Actinopteri"
"Romanogobio_ciscaucasicus","Actinopteri"
"Osteobrama_cotio","Actinopteri"
"Osteobrama_cunma","Actinopteri"
"Osteobrama_feae","Actinopteri"
"Scardinius_erythrophthalmus","Actinopteri"
"Acanthobrama_persidis","Actinopteri"
"Aspiolucius_esocinus","Actinopteri"
"Tampichthys_ipni","Actinopteri"
"Algansea_lacustris","Actinopteri"
"Yuriria_alta","Actinopteri"
"Pimephales_promelas","Actinopteri"
"Alburnus_mossulensis","Actinopteri"
"Opsaridium_ubangiense","Actinopteri"
"Rasbora_daniconius","Actinopteri"
"Leptobarbus_hoevenii","Actinopteri"
"Paedocypris_progenetica","Actinopteri"
"Psilorhynchus_sucatio","Actinopteri"
"Canthophrys_gongota","Actinopteri"
"Misgurnus_anguillicaudatus","Actinopteri"
"Sewellia_albisuera","Actinopteri"
"Gastromyzon_scitulus","Actinopteri"
"Oreonectes_platycephalus","Actinopteri"
"Schistura_kaysonei","Actinopteri"
"Sinogastromyzon_puliensis","Actinopteri"
"Erromyzon_sinensis","Actinopteri"
"Lefua_nikkonis","Actinopteri"
"Traccatichthys_taeniatus","Actinopteri"
"Nemacheilus_platiceps","Actinopteri"
"Aborichthys_elongatus","Actinopteri"
"Nemachilichthys_rueppelli","Actinopteri"
"Schistura_notostigma","Actinopteri"
"Sikukia_gudgeri","Actinopteri"
"Chagunius_baileyi","Actinopteri"
"Poropuntius_scapanognathus","Actinopteri"
"Hypselobarbus_jerdoni","Actinopteri"
"Neolissochilus_soroides","Actinopteri"
"Barbus_sp._CToL_033","Actinopteri"
"Pethia_cumingii","Actinopteri"
"Barbonymus_schwanefeldii","Actinopteri"
"Barbodes_lateristriga","Actinopteri"
"Barbichthys_laevis","Actinopteri"
"Discherodontus_ashmeadi","Actinopteri"
"Barbus_ciscaucasicus","Actinopteri"
"Labeobarbus_sp._Lucien","Actinopteri"
"Labeobarbus_sp._Kongou","Actinopteri"
"Discherodontus_schroederi","Actinopteri"
"Tor_putitora","Actinopteri"
"Labeo_angra","Actinopteri"
"Osteochilus_nashii","Actinopteri"
"Labiobarbus_ocellatus","Actinopteri"
"Sarcocheilichthys_parvus","Actinopteri"
"Toxabramis_swinhonis","Actinopteri"
"Cabdio_morar","Actinopteri"
"Pangio_oblonga","Actinopteri"
"Kichulchoia_multifasciata","Actinopteri"
"Koreocobitis_rotundicaudata","Actinopteri"
"Pangio_cuneovirgata","Actinopteri"
"Lepidocephalichthys_micropogon","Actinopteri"
"Lepidocephalus_macrochir","Actinopteri"
"Kottelatlimia_pristes","Actinopteri"
"Cobitis_biwae","Actinopteri"
"Pangio_cf._anguillaris_CBM_ZF_11605","Actinopteri"
"Pangio_kuhlii","Actinopteri"
"Yasuhikotakia_morleti","Actinopteri"
"Leptobotia_pellegrini","Actinopteri"
"Onychostoma_meridionale","Actinopteri"
"Scaphiodonichthys_burmanicus","Actinopteri"
"Folifer_brevifilis","Actinopteri"
"Labeo_catla","Actinopteri"
"Incisilabeo_behri","Actinopteri"
"Cirrhinus_microlepis","Actinopteri"
"Labeo_cyclorhynchus","Actinopteri"
"Gnathopogon_strigatus","Actinopteri"
"Rohtee_ogilbii","Actinopteri"
"Phoxinus_keumkang","Actinopteri"
"Thynnichthys_thynnoides","Actinopteri"
"Oreichthys_cosuatis","Actinopteri"
"Eirmotus_octozona","Actinopteri"
"Puntigrus_partipentazona","Actinopteri"
"Puntius_eugrammus","Actinopteri"
"Cosmochilus_harmandi","Actinopteri"
"Cyclocheilichthys_enoplos","Actinopteri"
"Chagunius_chagunio","Actinopteri"
"Dawkinsia_tambraparniei","Actinopteri"
"Scaphognathops_bandanensis","Actinopteri"
"Spinibarbus_caldwelli","Actinopteri"
"Enteromius_fasciolatus","Actinopteri"
"Enteromius_camptacanthus","Actinopteri"
"Enteromius_eburneensis","Actinopteri"
"Cyclocheilichthys_heteronema","Actinopteri"
"Barbodes_aurotaeniatus","Actinopteri"
"Hypsibarbus_salweenensis","Actinopteri"
"Hypsibarbus_vernayi","Actinopteri"
"Osteochilus_melanopleurus","Actinopteri"
"Henicorhynchus_lineatus","Actinopteri"
"Henicorhynchus_siamensis","Actinopteri"
"Crossocheilus_reticulatus","Actinopteri"
"Osteochilus_schlegelii","Actinopteri"
"Cirrhinus_molitorella","Actinopteri"
"Osteochilus_pentalineatus","Actinopteri"
"Squalidus_wolterstorffi","Actinopteri"
"Microphysogobio_longidorsalis","Actinopteri"
"Tanichthys_albonubes","Actinopteri"
"Yaoshanicus_arcus","Actinopteri"
"Luciosoma_bleekeri","Actinopteri"
"Horadandia_atukorali","Actinopteri"
"Sundadanio_axelrodi","Actinopteri"
"Microdevario_nana","Actinopteri"
"Danio_margaritatus","Actinopteri"
"Acanthocobitis_sp._Puma_Loach","Actinopteri"
"Mesonoemacheilus_triangularis","Actinopteri"
"Enteromius_jae","Actinopteri"
"Clypeobarbus_pleuropholis","Actinopteri"
"Thynnichthys_polylepis","Actinopteri"
"Hemibarbus_mylodon","Actinopteri"
"Squalius_lepidus","Actinopteri"
"Microrasbora_erythromicron","Actinopteri"
"Boraras_maculatus","Actinopteri"
"Trigonostigma_heteromorpha","Actinopteri"
"Luciosoma_setigerum","Actinopteri"
"Devario_devario","Actinopteri"
"Microrasbora_rubescens","Actinopteri"
"Tanichthys_micagemmae","Actinopteri"
"Leptocypris_sp._CBM_ZF_11419","Actinopteri"
"Paedocypris_sp._Banka_Is.","Actinopteri"
"Rasbora_cephalotaenia","Actinopteri"
"Rasboroides_vaterifloris","Actinopteri"
"Barilius_bendelisis","Actinopteri"
"Psilorhynchus_balitora","Actinopteri"
"Sinibotia_robusta","Actinopteri"
"Homaloptera_parclitella","Actinopteri"
"Homaloptera_ogilviei","Actinopteri"
"Homalosoma_hainanensis","Actinopteri"
"Petruichthys_brevis","Actinopteri"
"Schistura_pridii","Actinopteri"
"Nemacheilus_pallidus","Actinopteri"
"Schistura_corica","Actinopteri"
"Tuberoschistura_baenzigeri","Actinopteri"
"Ellopostoma_mystax","Actinopteri"
"Puntius_titteya","Actinopteri"
"Trigonostigma_espei","Actinopteri"
"Leptoderma_macrophthalmum","Actinopteri"
"Anchoviella_sp._LBP_2297","Actinopteri"
"Coilia_lindmani","Actinopteri"
"Coilia_reynaldi","Actinopteri"
"Cromeria_nilotica","Actinopteri"
"Encrasicholina_punctifer","Actinopteri"
"Lycothrissa_crocodilus","Actinopteri"
"Lycengraulis_grossidens","Actinopteri"
"Setipinna_melanochir","Actinopteri"
